Elapsed Time (s), Rod voltage (V)
1.1990,NaN

1.5640,0.0016

2.5630,0.0016

3.5630,0.0016

4.5640,0.0016

5.5630,0.0016

6.5630,0.0016

7.5630,0.0016

8.5630,0.0016

9.5630,0.0016

10.5630,0.0016

11.5630,0.0016

12.5630,0.0016

13.5630,0.0016

14.5630,0.0016

15.5640,0.0016

16.5640,0.0016

17.5630,0.0016

18.5630,0.0016

19.5630,0.0016

20.5640,0.0016

21.5630,0.0016

22.5630,0.0016

23.5630,0.0017

24.5630,0.0016

25.5630,0.0016

26.5640,0.0016

27.5630,0.0016

28.5630,0.0016

29.5630,0.0016

30.5640,0.0016

31.5650,0.0016

32.5630,0.0016

33.5630,0.0016

34.5630,0.0016

35.5630,0.0016

36.5630,0.0016

37.5640,0.0016

38.5630,0.0016

39.5630,0.0016

40.5630,0.0016

41.5630,0.0016

42.5630,0.0017

43.5630,0.0016

44.5630,0.0016

45.5640,0.0016

46.5630,0.0016

47.5640,0.0016

48.5640,0.0016

49.5640,0.0016

50.5630,0.0016

51.5650,0.0016

52.5630,0.0016

53.5640,0.0016

54.5630,0.0016

55.5630,0.0017

56.5630,0.0016

57.5640,0.0017

58.5630,0.0017

59.5630,0.0017

60.5630,0.0016

61.5630,0.0017

62.5630,0.0016

63.5640,0.0016

64.5630,0.0016

65.5640,0.0016

66.5650,0.0016

67.5640,0.0016

68.5640,0.0016

69.5630,0.0016

70.5630,0.0016

71.5640,0.0016

72.5630,0.0016

73.5630,0.0016

74.5640,0.0016

75.5630,0.0016

76.5640,0.0016

77.5630,0.0016

78.5640,0.0016

79.5630,0.0016

80.5630,0.0016

81.5630,0.0016

82.5630,0.0016

83.5630,0.0017

84.5640,0.0017

85.5640,0.0017

86.5640,0.0016

87.5630,0.0016

88.5630,0.0016

89.5630,0.0016

90.5630,0.0016

91.5630,0.0016

92.5630,0.0016

93.5630,0.0016

94.5630,0.0017

95.5630,0.0017

96.5630,0.0016

97.5630,0.0017

98.5630,0.0017

99.5630,0.0017

100.5650,0.0016

101.5640,0.0016

102.5630,0.0017

103.5630,0.0017

104.5630,0.0017

105.5630,0.0017

106.5640,0.0017

107.5640,0.0017

108.5630,0.0016

109.5640,0.0016

110.5630,0.0016

111.5630,0.0017

112.5630,0.0016

113.5640,0.0017

114.5640,0.0017

115.5630,0.0017

116.5630,0.0017

117.5630,0.0017

118.5650,0.0017

119.5630,0.0017

120.5630,0.0017

121.5630,0.0017

122.5650,0.0016

123.5630,0.0017

124.5640,0.0017

125.5640,0.0017

126.5630,0.0016

127.5640,0.0016

128.5640,0.0017

129.5630,0.0016

130.5630,0.0016

131.5630,0.0016

132.5630,0.0016

133.5630,0.0016

134.5630,0.0016

135.5630,0.0017

136.5630,0.0016

137.5650,0.0016

138.5630,0.0016

139.5630,0.0016

140.5630,0.0016

141.5630,0.0016

142.5640,0.0016

143.5630,0.0016

144.5630,0.0016

145.5640,0.0016

146.5630,0.0016

147.5630,0.0016

148.5630,0.0016

149.5630,0.0016

150.5630,0.0016

151.5630,0.0016

152.5630,0.0017

153.5640,0.0017

154.5640,0.0017

155.5630,0.0017

156.5630,0.0017

157.5630,0.0017

158.5630,0.0017

159.5630,0.0017

160.5630,0.0016

161.5630,0.0016

162.5630,0.0017

163.5640,0.0016

164.5630,0.0016

165.5630,0.0016

166.5630,0.0016

167.5630,0.0016

168.5630,0.0016

169.5630,0.0016

170.5630,0.0016

171.5630,0.0016

172.5630,0.0016

173.5640,0.0016

174.5630,0.0016

175.5640,0.0016

176.5630,0.0017

177.5630,0.0016

178.5640,0.0016

179.5640,0.0016

180.5630,0.0016

181.5630,0.0016

182.5630,0.0016

183.5630,0.0016

184.5630,0.0016

185.5640,0.0016

186.5650,0.0016

187.5630,0.0016

188.5640,0.0016

189.5630,0.0016

190.5630,0.0017

191.5640,0.0016

192.5630,0.0016

193.5630,0.0017

194.5630,0.0016

195.5630,0.0017

196.5630,0.0017

197.5640,0.0016

198.5640,0.0016

199.5640,0.0016

200.5630,0.0016

201.5630,0.0016

202.5630,0.0017

203.5640,0.0017

204.5630,0.0016

205.5630,0.0017

206.5630,0.0017

207.5630,0.0017

208.5630,0.0017

209.5630,0.0017

210.5630,0.0017

211.5630,0.0017

212.5640,0.0016

213.5640,0.0016

214.5630,0.0017

215.5640,0.0016

216.5650,0.0016

217.5630,0.0017

218.5630,0.0017

219.5630,0.0017

220.5630,0.0017

221.5630,0.0016

222.5630,0.0016

223.5640,0.0016

224.5640,0.0016

225.5640,0.0016

226.5640,0.0016

227.5630,0.0017

228.5630,0.0017

229.5630,0.0017

230.5630,0.0016

231.5640,0.0017

232.5630,0.0017

233.5640,0.0017

234.5630,0.0017

235.5630,0.0016

236.5630,0.0016

237.5640,0.0016

238.5630,0.0017

239.5630,0.0017

240.5640,0.0017

241.5630,0.0017

242.5630,0.0017

243.5630,0.0017

244.5630,0.0017

245.5630,0.0017

246.5640,0.0017

247.5630,0.0017

248.5630,0.0017

249.5630,0.0017

250.5640,0.0017

251.5630,0.0017

252.5630,0.0017

253.5630,0.0017

254.5630,0.0017

255.5630,0.0017

256.5630,0.0016

257.5640,0.0016

258.5630,0.0016

259.5640,0.0017

260.5630,0.0017

261.5630,0.0017

262.5630,0.0016

263.5630,0.0016

264.5630,0.0016

265.5630,0.0016

266.5630,0.0016

267.5630,0.0017

268.5630,0.0017

269.5640,0.0017

270.5630,0.0016

271.5640,0.0017

272.5640,0.0017

273.5630,0.0017

274.5630,0.0017

275.5640,0.0016

276.5630,0.0017

277.5630,0.0017

278.5630,0.0017

279.5630,0.0016

280.5640,0.0017

281.5630,0.0017

282.5630,0.0017

283.5630,0.0016

284.5630,0.0017

285.5630,0.0017

286.5630,0.0017

287.5630,0.0017

288.5630,0.0017

289.5630,0.0017

290.5640,0.0017

291.5630,0.0017

292.5640,0.0016

293.5630,0.0016

294.5630,0.0017

295.5630,0.0017

296.5630,0.0016

297.5630,0.0016

298.5640,0.0017

299.5630,0.0017

300.5630,0.0017

301.5630,0.0017

302.5630,0.0016

303.5640,0.0016

304.5630,0.0017

305.5630,0.0016

306.5630,0.0016

307.5640,0.0016

308.5630,0.0017

309.5630,0.0017

310.5630,0.0016

311.5630,0.0016

312.5630,0.0016

313.5630,0.0016

314.5630,0.0016

315.5630,0.0016

316.5630,0.0017

317.5640,0.0017

318.5630,0.0017

319.5650,0.0017

320.5630,0.0016

321.5630,0.0017

322.5630,0.0016

323.5630,0.0017

324.5630,0.0016

325.5640,0.0016

326.5640,0.0016

327.5650,0.0017

328.5630,0.0017

329.5630,0.0016

330.5640,0.0016

331.5630,0.0017

332.5630,0.0017

333.5630,0.0017

334.5630,0.0017

335.5630,0.0017

336.5630,0.0017

337.5630,0.0017

338.5640,0.0017

339.5630,0.0017

340.5630,0.0016

341.5640,0.0017

342.5630,0.0017

343.5630,0.0017

344.5630,0.0016

345.5630,0.0016

346.5630,0.0016

347.5630,0.0017

348.5630,0.0017

349.5630,0.0016

350.5630,0.0017

351.5630,0.0016

352.5630,0.0016

353.5630,0.0016

354.5630,0.0016

355.5630,0.0016

356.5630,0.0016

357.5640,0.0017

358.5630,0.0016

359.5630,0.0017

360.5630,0.0016

361.5630,0.0017

362.5630,0.0017

363.5630,0.0017

364.5630,0.0017

365.5630,0.0017

366.5630,0.0016

367.5630,0.0016

368.5630,0.0017

369.5630,0.0017

