Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2500,0.2405,0.0450

1.6050,0.2405,0.0450

2.3700,0.2451,0.0501

3.3700,0.2498,0.0553

4.3700,0.2405,0.0450

5.3700,0.2451,0.0501

6.3700,0.2451,0.0501

7.3700,0.2405,0.0450

8.3700,0.2405,0.0450

9.3700,0.2405,0.0450

10.3710,0.2266,0.0296

11.3700,0.2405,0.0450

12.3700,0.2498,0.0553

13.3700,0.2590,0.0656

14.3700,0.2451,0.0501

15.3700,0.2405,0.0450

16.3700,0.2359,0.0399

17.3700,0.2405,0.0450

18.3700,0.2220,0.0244

19.3700,1.9214,1.9127

20.3700,3.8431,4.0479

21.3700,3.8987,4.1096

22.3700,3.8616,4.0685

23.3710,3.8894,4.0993

24.3700,3.8801,4.0890

25.3710,3.8801,4.0890

26.3700,3.8848,4.0942

27.3700,3.9079,4.1199

28.3700,3.9033,4.1148

29.3700,3.9033,4.1148

30.3700,3.8987,4.1096

31.3700,3.9126,4.1251

32.3700,3.8987,4.1096

33.3700,3.9172,4.1302

34.3700,3.9172,4.1302

35.3710,3.9033,4.1148

36.3710,3.8987,4.1096

37.3710,3.8987,4.1096

38.3700,3.9079,4.1199

39.3700,3.8987,4.1096

40.3710,3.9079,4.1199

41.3700,3.9033,4.1148

42.3700,3.9126,4.1251

43.3700,3.9172,4.1302

44.3700,3.9126,4.1251

45.3710,3.9079,4.1199

46.3700,3.9126,4.1251

47.3710,3.8987,4.1096

48.3700,3.8940,4.1045

49.3700,3.9218,4.1354

50.3700,3.9079,4.1199

51.3700,3.8987,4.1096

52.3710,3.9079,4.1199

53.3710,3.8987,4.1096

54.3710,3.9126,4.1251

55.3710,3.9033,4.1148

56.3700,3.9033,4.1148

57.3700,3.8987,4.1096

58.3700,3.9033,4.1148

59.3700,3.8987,4.1096

60.3700,3.9172,4.1302

61.3700,3.8940,4.1045

62.3700,3.9079,4.1199

63.3700,3.8987,4.1096

64.3710,3.9126,4.1251

65.3700,3.9033,4.1148

66.3710,3.8894,4.0993

67.3700,3.9172,4.1302

68.3710,3.9079,4.1199

69.3700,3.9033,4.1148

70.3700,3.9079,4.1199

71.3710,3.8987,4.1096

72.3710,3.8987,4.1096

73.3700,3.9079,4.1199

74.3700,3.8987,4.1096

