Elapsed Time (s), Rod voltage (V)
1.8560,NaN

2.2110,0.0015

3.0970,0.0015

4.0970,0.0015

5.0970,0.0015

6.0970,0.0015

7.0980,0.0015

8.0970,0.0015

9.0970,0.0015

10.0970,0.0015

11.0970,0.0015

12.0970,0.0015

13.0980,0.0015

14.0970,0.0015

15.0970,0.0015

16.0970,0.0015

17.0980,0.0014

18.0970,0.0015

19.0970,0.0015

20.0980,0.0015

21.0970,0.0015

22.0970,0.0015

23.0970,0.0013

24.0970,-0.0001

25.0970,2.3608

26.0980,6.4667

27.0970,6.6020

28.0970,6.6128

29.0970,6.6211

30.0970,6.6280

31.0970,6.6312

32.0970,6.6338

33.0970,6.6394

34.0970,6.6222

35.0980,6.6084

36.0970,6.6111

37.0970,6.6049

38.0980,6.6091

39.0980,6.5303

40.0970,6.3985

41.0970,6.3702

42.0970,6.3752

43.0970,6.3759

44.0980,6.3770

45.0970,6.3887

46.0980,6.3887

47.0970,6.3856

48.0970,6.3842

49.0980,6.3852

50.0970,6.3483

51.0980,6.3084

52.0970,6.2542

53.0970,6.1906

54.0970,6.1778

55.0980,6.1776

56.0980,6.1769

57.0970,6.1776

58.0970,6.1787

59.0970,6.1785

60.0970,6.1795

61.0970,6.1806

62.0970,6.2076

63.0970,6.2792

64.0980,6.2993

65.0970,6.2947

66.0980,6.2956

67.0970,6.2904

68.0970,6.2886

69.0970,6.2895

70.0970,6.2870

71.0970,6.2845

72.0970,6.2846

73.0970,6.2852

74.0970,6.2859

75.0970,6.2830

76.0970,6.2853

77.0980,6.3090

78.0970,6.3109

79.0970,6.3112

80.0980,6.3113

81.0970,6.3117

82.0980,6.3119

83.0970,6.3131

84.0970,6.3139

85.0980,6.3138

86.0980,6.3152

87.0970,6.3156

88.0970,6.3163

89.0980,6.3166

90.0970,0.9739

91.0980,0.0034

92.0970,0.0026

93.0970,0.0022

94.0980,0.0021

95.0970,0.0019

96.0970,0.0018

97.0970,0.0017

98.0970,0.0017

99.0970,0.0017

100.0970,0.0016

101.0970,0.0017

102.0970,0.0016

103.0970,0.0017

104.0970,0.0016

105.0970,0.0017

106.0970,0.0016

107.0970,0.0017

108.0970,0.0017

109.0980,0.0017

110.0980,0.0017

111.0970,0.0017

112.0970,0.0017

113.0970,0.0017

114.0970,0.0017

115.0970,0.0017

116.0970,0.0017

117.0970,0.0017

118.0980,0.0017

119.0970,0.0017

120.0980,0.0017

121.0970,0.0017

122.0970,0.0017

123.0970,0.0017

124.0970,0.0017

125.0980,0.0017

126.0970,0.0017

127.0970,0.0017

128.0980,0.0016

129.0970,0.0017

130.0970,0.0017

131.0970,0.0017

132.0970,0.0017

133.0970,0.0017

134.0970,0.0017

135.0970,0.0017

136.0970,0.0017

137.0970,0.0017

138.0970,0.0017

139.0970,0.0017

140.0970,0.0017

141.0970,0.0017

142.0980,0.0017

143.0970,0.0017

144.0970,0.0017

145.0970,0.0017

146.0970,0.0017

147.0970,0.0017

148.0980,0.0017

149.0970,0.0017

150.0970,0.0017

151.0970,0.0017

152.0970,0.0017

153.0970,0.0017

154.0980,0.0017

155.0970,0.0017

156.0970,0.0017

157.0980,0.0017

158.0970,0.0017

159.0980,0.0017

160.0970,0.0017

161.0970,0.0017

162.0970,0.0017

163.0970,0.0017

164.0980,0.0017

165.0970,0.0017

166.0970,0.0017

167.0970,0.0017

168.0970,0.0017

169.0980,0.0017

170.0970,0.0017

171.0970,0.0017

172.0970,0.0017

173.0980,0.0017

174.0970,0.0017

175.0970,0.0017

176.0970,0.0017

177.0970,0.0017

178.0970,0.0017

179.0970,0.0017

180.0970,0.0017

181.0970,0.0017

182.0980,0.0017

183.0980,0.0017

184.0980,0.0017

185.0970,0.0017

186.0970,0.0017

187.0970,0.0017

188.0980,0.0017

189.0970,0.0017

190.0970,0.0017

191.0970,0.0017

192.0980,0.0017

193.0970,0.0017

194.0970,0.0017

195.0970,0.0017

196.0970,0.0017

197.0970,0.0017

198.0970,0.0017

199.0970,0.0017

200.0970,0.0017

201.0970,0.0017

202.0970,0.0017

203.0970,0.0017

204.0970,0.0017

205.0970,0.0017

206.0970,0.0017

207.0980,0.0017

208.0970,0.0017

209.0970,0.0017

210.0980,0.0017

211.0970,0.0017

212.0970,0.0017

213.0980,0.0017

214.0970,0.0017

215.0970,0.0017

216.0970,0.0017

217.0970,0.0017

218.0970,0.0017

219.0970,0.0017

220.0970,0.0017

221.0970,0.0017

222.0970,0.0017

223.0980,0.0017

224.0970,0.0017

225.0970,0.0017

226.0970,0.0017

227.0970,0.0017

228.0970,0.0017

229.0970,0.0017

230.0980,0.0017

231.0980,0.0017

232.0980,0.0017

233.0970,0.0017

234.0970,0.0017

235.0970,0.0017

236.0970,0.0017

237.0980,0.0017

238.0970,0.0017

239.0970,0.0017

240.0970,0.0017

241.0980,0.0017

242.0970,0.0017

243.0970,0.0016

244.0980,0.0016

245.0980,0.0017

246.0970,0.0017

247.0970,0.0017

248.0970,0.0017

249.0970,0.0017

250.0970,0.0017

251.0970,0.0017

252.0970,0.0016

253.0970,0.0016

254.0970,0.0017

255.0970,0.0017

256.0980,0.0017

257.0970,0.0016

258.0980,0.0017

259.0970,0.0017

260.0970,0.0017

261.0970,0.0017

262.0980,0.0017

263.0980,0.0017

264.0970,0.0017

265.0980,0.0017

266.0970,0.0017

267.0980,0.0017

268.0970,0.0017

269.0980,0.0016

270.0970,0.0017

271.0970,0.0017

272.0970,0.0017

273.0970,0.0017

274.0980,0.0016

275.0980,0.0016

276.0970,0.0016

277.0970,0.0016

278.0970,0.0016

279.0970,0.0016

280.0970,0.0016

281.0970,0.0017

282.0970,0.0017

283.0970,0.0016

284.0970,0.0017

285.0970,0.0017

286.0970,0.0016

287.0970,0.0016

288.0970,0.0017

289.0970,0.0017

290.0970,0.0017

291.0970,0.0017

292.0970,0.0017

293.0970,0.0017

294.0970,0.0017

295.0970,0.0017

296.0970,0.0017

297.0970,0.0017

298.0970,0.0017

299.0980,0.0017

300.0970,0.0016

301.0970,0.0016

302.0970,0.0016

303.0970,0.0017

304.0980,0.0016

305.0970,0.0016

306.0970,0.0016

307.0980,0.0017

308.0970,0.0017

309.0970,0.0017

310.0980,0.0016

311.0970,0.0017

312.0970,0.0017

313.0970,0.0016

314.0970,0.0017

315.0970,0.0016

316.0970,0.0017

317.0970,0.0017

318.0970,0.0017

319.0970,0.0017

320.0970,0.0016

321.0970,0.0017

322.0980,0.0017

323.0970,0.0017

324.0970,0.0016

325.0970,0.0016

326.0970,0.0016

327.0970,0.0016

328.0970,0.0016

329.0970,0.0017

330.0980,0.0016

331.0970,0.0016

332.0970,0.0016

333.0980,0.0016

334.0980,0.0016

335.0970,0.0016

336.0970,0.0016

337.0970,0.0017

338.0970,0.0016

339.0970,0.0016

340.0970,0.0016

341.0970,0.0016

342.0970,0.0016

343.0970,0.0016

344.0970,0.0016

345.0970,0.0016

346.0970,0.0016

347.0970,0.0016

348.0970,0.0016

349.0970,0.0016

350.0980,0.0016

351.0980,0.0016

352.0970,0.0016

353.0980,0.0016

354.0970,0.0016

355.0980,0.0016

356.0970,0.0017

357.0970,0.0016

358.0970,0.0016

359.0970,0.0016

360.0980,0.0016

361.0970,0.0016

362.0970,0.0016

363.0980,0.0016

364.0980,0.0016

365.0970,0.0016

366.0970,0.0016

367.0970,0.0016

368.0970,0.0016

369.0970,0.0016

370.0970,0.0016

371.0980,0.0016

372.0980,0.0016

373.0970,0.0016

374.0970,0.0016

375.0980,0.0016

376.0970,0.0016

377.0970,0.0016

378.0980,0.0016

379.0970,0.0016

380.0970,0.0016

381.0980,0.0016

382.0970,0.0016

383.0970,0.0016

384.0970,0.0016

385.0970,0.0016

386.0970,0.0016

387.0970,0.0016

388.0970,0.0016

389.0970,0.0016

390.0970,0.0016

391.0970,0.0017

392.0970,0.0016

393.0970,0.0016

394.0970,0.0016

395.0970,0.0016

396.0970,0.0016

397.0970,0.0016

398.0970,0.0016

399.0970,0.0016

400.0970,0.0017

401.0980,0.0016

402.0970,0.0016

403.0980,0.0016

404.0980,0.0016

405.0970,0.0016

406.0970,0.0016

407.0980,0.0016

408.0970,0.0016

409.0970,0.0016

410.0970,0.0016

411.0970,0.0016

412.0970,0.0016

413.0970,0.0016

414.0970,0.0016

415.0970,0.0016

416.0970,0.0016

417.0970,0.0016

418.0970,0.0016

419.0970,0.0016

420.0980,0.0016

421.0970,0.0016

422.0970,0.0016

423.0980,0.0016

424.0970,0.0016

425.0980,0.0016

426.0970,0.0016

427.0970,0.0016

428.0970,0.0016

429.0970,0.0016

430.0970,0.0016

431.0970,0.0016

432.0970,0.0016

433.0970,0.0016

434.0970,0.0016

435.0980,0.0016

436.0970,0.0016

437.0970,0.0016

438.0970,0.0016

439.0970,0.0016

440.0970,0.0016

441.0970,0.0016

442.0970,0.0016

443.0970,0.0016

444.0970,0.0016

445.0970,0.0016

446.0970,0.0016

447.0980,0.0016

448.0970,0.0016

449.0970,0.0016

450.0970,0.0016

451.0970,0.0016

452.0970,0.0016

453.0970,0.0016

454.0970,0.0016

455.0970,0.0016

456.0980,0.0016

457.0970,0.0016

458.0970,0.0016

459.0970,0.0016

460.0980,0.0016

461.0970,0.0016

462.0970,0.0016

463.0980,0.0016

464.0970,0.0016

465.0970,0.0016

466.0970,0.0016

467.0970,0.0016

468.0970,0.0016

469.0970,0.0016

470.0970,0.0016

471.0970,0.0016

472.0980,0.0016

473.0970,0.0016

474.0980,0.0016

475.0980,0.0016

476.0970,0.0016

477.0970,0.0016

478.0970,0.0016

479.0970,0.0016

480.0970,0.0016

481.0970,0.0016

482.0970,0.0016

483.0970,0.0016

484.0970,0.0016

485.0970,0.0016

486.0970,0.0017

487.0980,0.0016

488.0970,0.0016

489.0970,0.0016

490.0970,0.0016

491.0970,0.0016

492.0970,0.0016

493.0970,0.0016

494.0980,0.0016

495.0970,0.0016

496.0970,0.0016

497.0970,0.0016

498.0980,0.0016

499.0970,0.0016

500.0970,0.0016

501.0970,0.0016

502.0970,0.0016

503.0980,0.0016

504.0970,0.0016

505.0980,0.0016

506.0980,0.0016

507.0970,0.0016

508.0970,0.0016

509.0970,0.0016

510.0970,0.0016

511.0970,0.0016

512.0980,0.0016

513.0970,0.0016

514.0970,0.0016

515.0970,0.0016

516.0980,0.0016

517.0970,0.0016

518.0970,0.0016

519.0980,0.0016

520.0970,0.0016

521.0970,0.0016

522.0970,0.0016

523.0970,0.0016

524.0970,0.0016

525.0980,0.0016

526.0970,0.0016

527.0970,0.0016

528.0980,0.0016

529.0970,0.0016

530.0970,0.0016

531.0970,0.0016

532.0970,0.0016

533.0970,0.0016

534.0970,0.0016

535.0970,0.0016

536.0970,0.0016

537.0970,0.0016

538.0970,0.0016

539.0970,0.0016

540.0970,0.0016

541.0970,0.0016

542.0980,0.0016

543.0980,0.0016

544.0970,0.0016

545.0970,0.0016

546.0970,0.0016

547.0970,0.0016

548.0970,0.0016

549.0980,0.0016

