Elapsed Time (s), Rod voltage (V)
1.1730,NaN

1.6320,0.0796

2.6320,0.0797

3.6320,0.0797

4.6320,0.0799

5.6320,0.0800

6.6320,0.0801

7.6330,0.0801

8.6330,0.0803

9.6320,0.0805

10.6320,0.0806

11.6320,0.0807

12.6320,0.0808

13.6320,0.0809

14.6320,0.0811

15.6320,0.0812

16.6320,0.0813

17.6320,0.0815

18.6330,0.0816

19.6320,0.0817

20.6330,0.0818

21.6320,0.0819

22.6320,0.0820

23.6320,0.0822

24.6320,0.0823

25.6320,0.0824

26.6330,0.0825

27.6320,0.0826

28.6330,0.0827

29.6320,0.0828

30.6320,0.0829

31.6330,0.0831

32.6320,0.0832

33.6320,0.0833

34.6320,0.0834

35.6320,0.0835

36.6320,0.0837

37.6320,0.0838

38.6320,0.0839

39.6320,0.0840

40.6320,0.0842

41.6330,0.0843

42.6320,0.0844

43.6330,0.0845

44.6320,0.0846

45.6320,0.0847

46.6320,0.0848

47.6320,0.0849

48.6320,0.0850

49.6320,0.0852

50.6330,0.0853

51.6320,0.0854

52.6330,0.0855

53.6330,0.0856

54.6320,0.0857

55.6320,0.0859

56.6320,0.0859

57.6330,0.0861

58.6320,0.0862

59.6320,0.0863

60.6320,0.0864

61.6320,0.0865

62.6320,0.0866

63.6330,0.0867

64.6320,0.0868

65.6320,0.0869

66.6320,0.0870

67.6320,0.0871

68.6320,0.0872

69.6320,0.0873

70.6320,0.0874

71.6330,0.0875

72.6320,0.0875

73.6340,0.0877

74.6320,0.0877

75.6320,0.0879

76.6320,0.0879

77.6320,0.0880

78.6320,0.0881

79.6330,0.0882

80.6320,0.0883

81.6320,0.0884

82.6320,0.0885

83.6330,0.0886

84.6330,0.0887

85.6320,0.0888

86.6330,0.0889

87.6320,0.0889

88.6320,0.0890

89.6320,0.0891

90.6320,0.0892

91.6320,0.0893

92.6330,0.0894

93.6320,0.0894

94.6330,0.0895

95.6320,0.0896

96.6320,0.0897

97.6320,0.0898

98.6320,0.0898

99.6320,0.0900

100.6320,0.0900

101.6330,0.0901

102.6320,0.0902

103.6330,0.0902

104.6330,0.0903

105.6320,0.0904

106.6330,0.0904

107.6330,0.0905

108.6330,0.0906

109.6330,0.0906

110.6320,0.0908

111.6320,0.0908

112.6330,0.0909

113.6320,0.0910

114.6330,0.0911

115.6320,0.0912

116.6320,0.0912

117.6320,0.0913

118.6320,0.0914

119.6330,0.0915

120.6320,0.0915

121.6320,0.0916

122.6320,0.0917

123.6330,0.0918

124.6320,0.0918

125.6320,0.0919

126.6320,0.0920

127.6320,0.0921

128.6320,0.0921

129.6330,0.0922

130.6320,0.0923

131.6320,0.0924

132.6320,0.0924

133.6320,0.0925

134.6320,0.0926

135.6320,0.0926

136.6320,0.0927

137.6320,0.0928

138.6320,0.0929

139.6320,0.0929

140.6320,0.0930

141.6330,0.0931

142.6320,0.0931

143.6320,0.0932

144.6320,0.0932

145.6330,0.0933

146.6320,0.0934

147.6320,0.0934

148.6320,0.0935

149.6320,0.0935

150.6330,0.0936

151.6330,0.0937

152.6320,0.0937

153.6320,0.0938

154.6320,0.0938

