Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2330,0.2498,0.0553

1.8690,0.2451,0.0501

2.8690,0.2451,0.0501

3.8690,0.2405,0.0450

4.8690,0.2359,0.0399

5.8700,0.2451,0.0501

6.8690,0.2451,0.0501

7.8690,0.2451,0.0501

8.8690,0.2590,0.0656

9.8700,0.2312,0.0347

10.8690,0.2498,0.0553

11.8690,0.2359,0.0399

12.8690,0.2590,0.0656

13.8690,0.2266,0.0296

14.8690,0.2405,0.0450

15.8690,0.2359,0.0399

16.8690,0.2405,0.0450

17.8700,0.1942,-0.0065

18.8690,0.2451,0.0501

19.8690,0.2405,0.0450

20.8690,0.2359,0.0399

21.8690,0.2405,0.0450

