Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2330,-0.9449,-0.0170,1.8973,2.9239,1.6503,-0.0160,0.6059,1.0192,-0.0160,0.8713

1.8690,-0.6877,0.1065,1.6503,1.8950,1.7121,-0.0778,0.6059,0.8803,-0.0778,0.7435

2.8690,-0.6877,0.0447,1.8973,2.6666,1.7738,-0.0778,0.3486,1.0072,-0.0778,0.8522

3.8690,1.1127,-0.6344,2.0208,1.6377,1.6503,-0.1395,0.3486,1.0226,-0.1395,0.8566

4.8690,-0.9449,0.0447,1.9590,1.8950,1.7121,-0.0778,1.1204,0.9644,-0.0778,0.8155

5.8700,-0.6877,0.0447,1.8355,2.4094,1.7121,-0.0160,0.3486,0.9438,-0.0160,0.8067

6.8690,-0.4305,-0.1405,1.8355,2.4094,1.7738,-0.0778,0.0913,0.9232,-0.0778,0.7802

7.8690,-0.6877,0.1682,1.8973,2.6666,1.7738,0.1074,-0.1659,0.9420,0.1074,0.8228

8.8690,-0.4305,0.0447,1.7121,2.1522,1.7738,0.1074,2.6639,1.3194,0.1074,1.1462

9.8700,-0.6877,0.1065,1.7738,0.3516,1.7121,0.1074,-0.6804,0.4293,0.1074,0.3833

10.8690,-0.4305,0.1682,1.9590,2.1522,1.8355,0.2309,0.0913,0.9626,0.2309,0.8581

11.8690,-0.9449,-0.0170,1.9590,2.1522,1.8355,-0.1395,0.0913,0.8460,-0.1395,0.7052

12.8690,-1.4593,-0.0170,2.0208,2.1522,1.5268,0.1074,0.3486,0.7620,0.1074,0.6685

13.8690,-0.9449,0.0447,2.0208,1.3805,1.7121,0.1074,0.6059,0.8032,0.1074,0.7038

14.8690,-0.6877,-0.0170,2.1442,1.8950,1.7738,0.0457,1.1204,1.0381,0.0457,0.8963

15.8690,-0.6877,0.1065,1.7121,1.6377,1.7738,0.1692,-0.1659,0.7294,0.1692,0.6494

16.8690,-0.9449,0.2917,1.7738,2.4094,1.7738,-0.0160,0.8631,1.0278,-0.0160,0.8787

17.8700,-0.6877,0.0447,2.0208,2.1522,1.7738,-0.0160,1.3776,1.1136,-0.0160,0.9522

18.8690,-0.4305,-0.0170,2.0208,2.1522,1.6503,0.4161,0.3486,0.9541,0.4161,0.8772

19.8690,-0.9449,0.0447,2.0825,1.8950,1.7738,-0.2630,0.6059,0.9095,-0.2630,0.7420

20.8690,-0.9449,0.1065,1.8355,2.1522,1.7738,0.1074,-0.1659,0.7929,0.1074,0.6949

21.8690,-0.4305,-0.0170,2.0208,2.4094,1.8973,-0.0160,0.3486,1.0381,-0.0160,0.8875

