Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.9340,0.2359,0.0399

2.2900,0.2405,0.0450

2.9570,0.2405,0.0450

3.9570,0.2498,0.0553

4.9570,0.2312,0.0347

5.9570,0.2498,0.0553

6.9580,0.2035,0.0038

7.9580,0.2359,0.0399

8.9570,0.2405,0.0450

9.9570,0.2544,0.0604

10.9570,0.2405,0.0450

11.9580,2.2085,2.2317

12.9580,1.2222,1.1358

13.9570,0.2359,0.0399

14.9580,0.2405,0.0450

15.9570,0.2544,0.0604

16.9570,0.2451,0.0501

17.9580,0.2359,0.0399

18.9570,0.2266,0.0296

19.9570,0.2405,0.0450

20.9570,0.2405,0.0450

21.9570,0.2451,0.0501

22.9570,0.2405,0.0450

23.9570,0.2359,0.0399

24.9580,0.2405,0.0450

25.9570,0.2451,0.0501

26.9580,0.2405,0.0450

27.9570,0.2405,0.0450

28.9570,0.2266,0.0296

29.9570,0.2451,0.0501

30.9570,0.2220,0.0244

31.9570,0.2359,0.0399

32.9570,0.2405,0.0450

33.9570,0.2359,0.0399

34.9580,0.2359,0.0399

35.9580,0.2359,0.0399

36.9570,0.2359,0.0399

37.9570,0.2451,0.0501

38.9580,0.2451,0.0501

39.9570,0.2405,0.0450

40.9570,2.6808,2.7565

41.9570,2.7086,2.7873

42.9570,2.7549,2.8388

43.9570,2.7595,2.8439

44.9570,2.7734,2.8594

45.9570,2.7642,2.8491

46.9570,2.7595,2.8439

47.9570,2.7595,2.8439

48.9570,2.7549,2.8388

49.9570,2.7549,2.8388

50.9570,2.7734,2.8594

51.9580,2.7595,2.8439

52.9570,2.7503,2.8336

53.9570,2.7549,2.8388

54.9570,2.7688,2.8542

55.9580,2.7781,2.8645

56.9580,2.7873,2.8748

57.9590,2.7688,2.8542

58.9570,2.7734,2.8594

59.9580,2.7595,2.8439

60.9570,2.7595,2.8439

61.9570,2.7688,2.8542

62.9580,2.7595,2.8439

63.9570,2.7688,2.8542

64.9570,2.7503,2.8336

65.9580,2.7595,2.8439

66.9570,2.7688,2.8542

67.9570,0.2220,0.0244

68.9570,0.2127,0.0141

69.9570,0.2405,0.0450

70.9570,0.2359,0.0399

71.9580,0.2405,0.0450

72.9570,0.2266,0.0296

73.9570,0.2405,0.0450

74.9570,0.2544,0.0604

75.9570,0.2451,0.0501

76.9580,0.2359,0.0399

77.9570,0.2405,0.0450

78.9570,0.2822,0.0913

79.9570,0.2312,0.0347

80.9570,0.2451,0.0501

81.9570,0.2173,0.0193

82.9570,0.2590,0.0656

83.9570,0.2312,0.0347

84.9570,0.2451,0.0501

85.9570,0.2498,0.0553

86.9570,0.2359,0.0399

87.9580,0.2405,0.0450

88.9570,0.2451,0.0501

89.9570,0.2498,0.0553

90.9580,0.2359,0.0399

91.9580,0.2405,0.0450

92.9570,0.2405,0.0450

93.9570,0.2498,0.0553

94.9570,0.2405,0.0450

95.9570,0.2359,0.0399

96.9570,0.2359,0.0399

97.9570,0.2498,0.0553

98.9570,0.2405,0.0450

99.9570,0.2266,0.0296

100.9570,0.2451,0.0501

101.9580,0.2312,0.0347

102.9570,0.2451,0.0501

103.9570,0.2451,0.0501

104.9580,0.2220,0.0244

105.9570,0.2544,0.0604

106.9570,0.2451,0.0501

107.9570,0.2359,0.0399

108.9570,0.2359,0.0399

109.9570,0.2359,0.0399

110.9570,0.2359,0.0399

111.9570,0.2266,0.0296

112.9570,0.2359,0.0399

113.9570,0.2359,0.0399

114.9580,0.2405,0.0450

115.9570,0.2359,0.0399

116.9570,0.2405,0.0450

117.9570,0.2405,0.0450

118.9570,0.2451,0.0501

119.9570,0.2405,0.0450

120.9580,0.2405,0.0450

121.9570,0.2451,0.0501

122.9570,0.2405,0.0450

123.9570,2.6253,2.6947

124.9570,2.7456,2.8285

125.9570,2.7364,2.8182

126.9570,2.7225,2.8028

127.9570,2.7456,2.8285

128.9570,2.7642,2.8491

129.9570,2.7595,2.8439

130.9570,2.7410,2.8234

131.9570,2.7318,2.8131

132.9570,2.7410,2.8234

133.9570,0.2359,0.0399

134.9570,0.2498,0.0553

135.9570,0.2405,0.0450

136.9570,0.2359,0.0399

137.9570,0.2127,0.0141

138.9580,0.2312,0.0347

139.9570,0.2359,0.0399

140.9570,0.2405,0.0450

141.9570,0.2405,0.0450

142.9570,1.9677,1.9641

143.9570,3.0189,3.1321

144.9570,3.0327,3.1475

145.9580,3.0281,3.1423

146.9570,3.1022,3.2247

147.9570,3.0235,3.1372

148.9570,3.0327,3.1475

149.9570,3.0327,3.1475

150.9570,3.0142,3.1269

151.9570,3.0281,3.1423

152.9570,3.0374,3.1526

153.9570,3.2874,3.4305

154.9570,0.3516,0.1685

155.9570,0.2405,0.0450

156.9570,0.2359,0.0399

157.9570,0.2359,0.0399

158.9580,0.2405,0.0450

159.9570,0.2359,0.0399

160.9570,0.2544,0.0604

161.9570,0.2544,0.0604

162.9570,0.2405,0.0450

163.9570,0.2405,0.0450

164.9570,0.2498,0.0553

165.9570,0.2775,0.0862

166.9570,0.2451,0.0501

167.9570,0.2405,0.0450

168.9570,0.2451,0.0501

169.9570,0.2405,0.0450

170.9570,0.2405,0.0450

171.9570,0.2405,0.0450

172.9570,0.2544,0.0604

173.9580,0.2359,0.0399

174.9570,0.2498,0.0553

175.9570,0.2451,0.0501

176.9570,0.2498,0.0553

177.9570,0.2405,0.0450

178.9570,0.2451,0.0501

179.9570,0.2775,0.0862

180.9570,0.2544,0.0604

181.9570,0.2405,0.0450

182.9570,0.2544,0.0604

183.9570,0.2405,0.0450

184.9570,0.2405,0.0450

185.9570,0.2451,0.0501

186.9570,0.2498,0.0553

187.9570,0.2405,0.0450

188.9580,0.2359,0.0399

189.9570,0.2451,0.0501

190.9570,0.2451,0.0501

191.9570,0.2405,0.0450

192.9570,0.2498,0.0553

193.9570,0.2405,0.0450

194.9570,0.2359,0.0399

195.9570,0.2451,0.0501

196.9570,0.2451,0.0501

197.9570,0.2405,0.0450

198.9580,0.2498,0.0553

199.9570,0.2359,0.0399

200.9570,0.2405,0.0450

201.9570,0.2451,0.0501

202.9580,0.2405,0.0450

203.9570,0.2312,0.0347

204.9570,0.2498,0.0553

205.9570,0.2127,0.0141

206.9570,0.2405,0.0450

207.9570,0.2405,0.0450

208.9580,0.2220,0.0244

209.9570,0.2359,0.0399

210.9570,0.2775,0.0862

211.9570,0.2451,0.0501

212.9570,0.2359,0.0399

213.9570,0.2405,0.0450

214.9570,0.2405,0.0450

215.9570,0.2405,0.0450

216.9570,0.2405,0.0450

217.9570,0.2498,0.0553

218.9580,0.2405,0.0450

219.9570,0.2359,0.0399

220.9570,0.2266,0.0296

221.9580,0.2451,0.0501

222.9570,0.2498,0.0553

223.9570,0.2775,0.0862

224.9570,0.2405,0.0450

225.9570,0.2451,0.0501

226.9570,0.2405,0.0450

227.9580,0.2405,0.0450

228.9590,0.2405,0.0450

229.9570,0.2405,0.0450

230.9570,0.2312,0.0347

231.9570,0.2405,0.0450

232.9570,0.2312,0.0347

233.9570,0.2266,0.0296

234.9570,0.2127,0.0141

235.9580,0.2359,0.0399

236.9570,0.2359,0.0399

237.9570,0.2451,0.0501

238.9570,0.2220,0.0244

239.9570,0.2405,0.0450

240.9570,0.2451,0.0501

241.9570,0.2405,0.0450

242.9570,0.2451,0.0501

243.9570,0.2405,0.0450

244.9570,0.2451,0.0501

245.9570,0.2451,0.0501

246.9570,0.2498,0.0553

247.9570,0.2451,0.0501

248.9570,0.2405,0.0450

249.9570,0.2405,0.0450

250.9570,0.2405,0.0450

251.9570,0.2498,0.0553

252.9570,0.2405,0.0450

253.9570,0.2359,0.0399

254.9580,0.2359,0.0399

255.9570,0.2451,0.0501

256.9570,0.2544,0.0604

257.9580,0.2405,0.0450

258.9570,0.2359,0.0399

259.9570,0.2405,0.0450

260.9570,0.2451,0.0501

261.9570,0.2405,0.0450

262.9580,0.2359,0.0399

263.9570,0.2405,0.0450

264.9570,0.2359,0.0399

265.9570,0.2220,0.0244

266.9570,0.2405,0.0450

267.9570,0.2405,0.0450

268.9570,0.2405,0.0450

269.9580,0.2359,0.0399

270.9570,0.2405,0.0450

271.9570,0.2359,0.0399

272.9570,0.2405,0.0450

273.9570,0.2498,0.0553

274.9570,0.2035,0.0038

275.9570,0.2405,0.0450

276.9570,0.2359,0.0399

277.9570,0.2359,0.0399

278.9570,0.2405,0.0450

279.9570,0.2266,0.0296

280.9570,0.2266,0.0296

281.9570,0.2266,0.0296

282.9570,0.2451,0.0501

283.9570,0.2312,0.0347

284.9570,0.2498,0.0553

285.9570,0.2359,0.0399

286.9570,0.2451,0.0501

287.9570,0.2359,0.0399

288.9580,0.2498,0.0553

289.9570,0.2405,0.0450

290.9580,0.2359,0.0399

291.9580,0.2405,0.0450

292.9570,0.2359,0.0399

293.9570,0.2451,0.0501

294.9570,0.2405,0.0450

295.9580,0.2312,0.0347

296.9580,0.2451,0.0501

297.9570,0.2405,0.0450

298.9570,0.1896,-0.0116

299.9570,0.2451,0.0501

300.9570,0.2451,0.0501

301.9580,0.2266,0.0296

302.9570,0.2405,0.0450

303.9570,0.2405,0.0450

304.9570,0.2451,0.0501

305.9570,0.2312,0.0347

306.9570,0.2405,0.0450

307.9570,0.2359,0.0399

308.9570,0.2220,0.0244

309.9570,0.2173,0.0193

310.9570,0.2451,0.0501

311.9570,0.2220,0.0244

312.9570,0.2822,0.0913

313.9570,0.2220,0.0244

314.9570,0.2081,0.0090

315.9570,0.2359,0.0399

316.9570,0.2405,0.0450

317.9580,0.2405,0.0450

318.9570,0.2498,0.0553

319.9590,0.2405,0.0450

320.9580,0.2081,0.0090

321.9570,0.2405,0.0450

322.9570,0.2498,0.0553

323.9570,0.2405,0.0450

324.9570,0.2312,0.0347

325.9580,0.2451,0.0501

326.9570,0.2498,0.0553

327.9570,0.2498,0.0553

328.9570,0.2405,0.0450

329.9570,0.2451,0.0501

330.9570,0.2359,0.0399

331.9570,0.2451,0.0501

332.9570,0.2359,0.0399

333.9570,0.2451,0.0501

334.9570,0.2451,0.0501

335.9580,0.2544,0.0604

336.9570,0.2359,0.0399

337.9570,0.2173,0.0193

338.9570,0.2359,0.0399

339.9570,0.2451,0.0501

340.9580,0.2775,0.0862

341.9580,0.2359,0.0399

342.9580,0.2451,0.0501

343.9580,0.2451,0.0501

344.9570,0.2451,0.0501

345.9570,0.2359,0.0399

346.9580,0.2312,0.0347

347.9570,0.2544,0.0604

348.9570,0.2451,0.0501

349.9570,0.2405,0.0450

350.9570,0.2451,0.0501

351.9570,0.2359,0.0399

352.9570,0.2405,0.0450

353.9570,0.2451,0.0501

354.9570,0.2405,0.0450

355.9570,0.2405,0.0450

356.9570,0.2312,0.0347

357.9570,0.2405,0.0450

358.9570,0.2405,0.0450

359.9570,0.2405,0.0450

360.9570,0.2405,0.0450

361.9570,0.2173,0.0193

362.9580,0.2498,0.0553

363.9580,0.2451,0.0501

364.9570,0.2405,0.0450

365.9570,0.2359,0.0399

366.9570,0.2405,0.0450

367.9570,0.2683,0.0759

368.9570,0.2220,0.0244

369.9580,0.2405,0.0450

370.9570,0.2312,0.0347

371.9570,0.2312,0.0347

372.9570,0.2266,0.0296

373.9580,0.2405,0.0450

374.9580,0.2359,0.0399

375.9570,0.2359,0.0399

376.9570,0.2220,0.0244

377.9570,0.2405,0.0450

378.9570,0.2173,0.0193

379.9580,0.2498,0.0553

380.9570,0.2451,0.0501

381.9570,0.2590,0.0656

382.9580,0.2498,0.0553

383.9570,0.2405,0.0450

384.9580,0.2359,0.0399

385.9570,0.2405,0.0450

386.9580,0.2498,0.0553

387.9570,0.2405,0.0450

388.9580,0.2451,0.0501

389.9570,0.2359,0.0399

390.9570,0.2405,0.0450

391.9570,0.2498,0.0553

392.9570,0.2359,0.0399

393.9570,0.2405,0.0450

394.9570,0.2405,0.0450

395.9570,0.2173,0.0193

396.9570,0.2451,0.0501

397.9570,0.2498,0.0553

398.9570,0.2312,0.0347

399.9570,0.2405,0.0450

400.9570,0.2359,0.0399

401.9570,0.2359,0.0399

402.9570,0.2451,0.0501

403.9570,0.2359,0.0399

404.9570,0.2451,0.0501

405.9570,0.2405,0.0450

406.9570,0.2359,0.0399

407.9570,0.2359,0.0399

408.9570,0.2359,0.0399

409.9570,0.2405,0.0450

410.9570,0.2312,0.0347

411.9570,0.2451,0.0501

412.9570,0.2498,0.0553

413.9570,0.2359,0.0399

414.9570,0.2405,0.0450

415.9570,0.2312,0.0347

416.9570,0.2544,0.0604

417.9570,0.2544,0.0604

418.9580,0.2405,0.0450

419.9570,0.2220,0.0244

420.9570,0.2359,0.0399

421.9570,0.2405,0.0450

422.9570,0.2266,0.0296

423.9570,0.2405,0.0450

424.9580,0.2312,0.0347

425.9570,0.2220,0.0244

426.9570,0.2405,0.0450

427.9570,0.2405,0.0450

428.9580,0.3146,0.1273

429.9570,0.2498,0.0553

430.9570,0.2405,0.0450

431.9570,0.2359,0.0399

432.9570,0.2405,0.0450

433.9570,0.2266,0.0296

434.9570,0.2405,0.0450

435.9570,0.2220,0.0244

436.9570,0.2544,0.0604

437.9570,0.2220,0.0244

438.9570,0.2312,0.0347

439.9570,0.2359,0.0399

440.9580,0.2173,0.0193

441.9570,0.2405,0.0450

442.9570,0.2173,0.0193

443.9570,0.2359,0.0399

444.9570,0.2359,0.0399

445.9570,0.2405,0.0450

446.9570,0.2544,0.0604

447.9570,0.2544,0.0604

448.9570,0.2451,0.0501

449.9570,0.2451,0.0501

450.9570,0.2312,0.0347

451.9570,0.2498,0.0553

452.9580,0.2544,0.0604

453.9570,0.2405,0.0450

454.9570,0.2498,0.0553

455.9570,0.2451,0.0501

456.9580,0.2220,0.0244

