Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2920,-0.0094,0.0296,0.0000,0.0000

1.7260,0.0080,0.0656,0.0000,0.0000

2.7250,0.2358,0.7550,0.0000,0.0001

3.7260,0.4254,1.0689,0.0000,0.0000

4.7250,0.5472,1.1100,0.0000,0.0000

5.7260,0.6301,1.1203,0.0000,0.0000

6.7250,0.6878,1.1100,0.0000,0.0000

7.7260,0.7324,1.1203,0.0000,0.0000

8.7250,0.7681,1.1306,0.0000,0.0000

9.7260,0.7972,1.1358,0.0000,0.0000

10.7260,0.9026,1.1203,0.0000,0.0000

11.7250,0.9995,1.0689,0.0000,0.0000

12.7260,1.0328,1.0997,0.0000,0.0000

13.7250,1.0368,1.1100,0.0000,0.0000

14.7260,1.0378,1.1203,0.0000,0.0000

15.7250,1.0378,1.1203,0.0000,0.0000

16.7260,1.0403,1.1358,0.0000,0.0000

17.7260,1.0413,1.1306,0.0000,0.0000

18.7250,1.0427,1.1461,0.0000,0.0000

19.7250,1.0427,1.1358,0.0000,0.0000

20.7250,1.0437,1.1306,0.0000,0.0000

21.7260,1.0487,1.1203,0.0000,0.0000

22.7250,1.0522,1.1358,0.0000,0.0000

23.7260,1.0492,1.0792,0.0000,0.0000

24.7250,1.0517,1.1461,0.0000,0.0000

25.7260,1.0482,1.0843,0.0000,0.0000

26.7250,1.0427,1.0792,0.0000,0.0000

27.7260,1.0383,1.0843,0.0000,0.0000

28.7250,1.0368,1.1306,0.0000,0.0000

29.7250,1.0467,1.2387,0.0000,0.0000

30.7260,1.0631,1.3004,0.0000,0.0000

31.7260,1.0795,1.2901,0.0000,0.0000

32.7260,1.0944,1.2901,0.0000,0.0000

33.7260,1.1128,1.2695,0.0000,0.0000

34.7250,1.1277,1.3004,0.0000,0.0000

35.7250,1.1496,1.3107,0.0000,0.0000

36.7260,1.1695,1.2850,0.0000,0.0000

37.7260,1.1909,1.3055,0.0000,0.0000

38.7260,1.2063,1.2901,0.0000,0.0000

39.7260,1.2182,1.3621,0.0000,0.0000

40.7250,1.2187,1.3055,0.0000,0.0000

41.7260,1.2202,1.3055,0.0000,0.0000

42.7250,1.2162,1.2490,0.0000,0.0000

43.7260,1.2217,1.3261,0.0000,0.0000

44.7250,1.2212,1.2953,0.0000,0.0000

45.7260,1.2237,1.3364,0.0000,0.0000

46.7250,1.2291,1.3416,0.0000,0.0000

47.7250,1.2321,1.3364,0.0000,0.0000

48.7250,1.2803,1.7892,0.0000,0.0000

49.7250,1.3216,1.7892,0.0000,0.0000

50.7250,1.3688,1.7943,0.0000,0.0000

51.7250,1.4170,1.8046,0.0000,0.0000

52.7250,1.4687,1.7840,0.0000,0.0000

53.7260,1.5149,1.8046,0.0000,0.0000

54.7250,1.5711,1.8767,0.0000,0.0000

55.7260,1.6243,1.8869,0.0000,0.0000

56.7260,1.6735,1.8509,0.0000,0.0000

57.7250,1.7271,1.8921,0.0000,0.0000

58.7250,1.7316,1.8355,0.0000,0.0000

59.7250,1.7475,1.9538,0.0000,0.0000

60.7260,1.7684,2.0104,0.0000,0.0000

61.7250,1.7798,1.9230,0.0000,0.0000

62.7250,1.7932,1.9230,0.0000,0.0000

63.7250,1.8067,1.9435,0.0000,0.0000

64.7250,1.8136,1.9487,0.0000,0.0000

65.7250,1.8181,1.9333,0.0000,0.0000

66.7260,1.8250,1.9230,0.0000,0.0000

67.7250,1.8280,1.9230,0.0000,0.0000

68.7250,1.8380,1.9384,0.0000,0.0000

69.7250,1.8395,1.9693,0.0000,0.0000

70.7260,1.8315,1.9281,0.0000,0.0000

71.7250,1.8310,1.9178,0.0000,0.0000

72.7250,1.8310,1.9230,0.0000,0.0000

73.7250,1.8320,1.9538,0.0000,0.0000

74.7250,1.8305,1.9333,0.0000,0.0000

75.7250,1.8310,1.9384,0.0000,0.0000

76.7250,1.8340,1.9538,0.0000,0.0000

77.7260,1.8375,1.9590,0.0000,0.0000

78.7250,1.8375,1.9384,0.0000,0.0000

79.7260,1.8355,1.9487,0.0000,0.0000

80.7250,1.8375,1.9487,0.0000,0.0000

81.7250,1.8410,1.9538,0.0000,0.0000

82.7250,1.8459,1.9744,0.0000,0.0000

83.7250,1.8469,1.9641,0.0000,0.0000

84.7250,1.8504,1.9693,0.0000,0.0000

85.7260,1.8509,1.9435,0.0000,0.0000

86.7250,1.8474,1.9178,0.0000,0.0000

87.7260,1.8554,2.0413,0.0000,0.0000

88.7250,1.8564,1.9487,0.0000,0.0000

89.7250,1.8534,1.9178,0.0000,0.0000

90.7260,1.8524,1.9384,0.0000,0.0000

91.7250,1.8494,1.9230,0.0000,0.0000

92.7260,1.8474,1.9538,0.0000,0.0000

93.7260,1.8469,1.9590,0.0000,0.0000

94.7260,1.8439,1.9384,0.0000,0.0000

95.7250,1.8410,1.9127,0.0000,0.0000

96.7250,1.8474,1.9847,0.0000,0.0000

97.7250,1.8400,1.9641,0.0000,0.0000

98.7250,1.8410,1.9590,0.0000,0.0000

99.7250,1.8439,1.9487,0.0000,0.0000

100.7250,1.8385,1.8818,0.0000,0.0000

101.7250,1.8429,1.9693,0.0000,0.0000

102.7250,1.8410,1.9333,0.0000,0.0000

103.7260,1.8365,1.9127,0.0000,0.0000

104.7250,1.8325,1.8972,0.0000,0.0000

105.7260,1.8325,1.9127,0.0000,0.0000

106.7250,1.8300,1.9590,0.0000,0.0000

107.7250,1.8290,1.9538,0.0000,0.0000

108.7250,1.8365,2.0362,0.0000,0.0000

109.7260,1.8360,1.9435,0.0000,0.0000

110.7250,1.8419,1.9435,0.0000,0.0000

111.7250,1.8395,1.9435,0.0000,0.0000

112.7250,1.8380,1.9178,0.0000,0.0000

113.7250,1.8395,1.9281,0.0000,0.0000

114.7250,1.8439,1.9435,0.0000,0.0000

115.7250,1.8479,1.9538,0.0000,0.0000

116.7260,1.8459,1.9384,0.0000,0.0000

117.7250,1.8429,1.9230,0.0000,0.0000

118.7250,1.8330,1.9333,0.0000,0.0000

