Elapsed Time (s), Rod voltage (V)
1.1870,NaN

2.1490,0.0976

3.1490,0.0973

4.1490,0.0972

5.1490,0.0971

6.1490,0.0970

7.1490,0.0968

8.1490,0.0966

9.1490,0.0962

10.1500,0.0958

11.1490,0.0953

12.1490,0.0950

13.1500,0.0948

14.1500,0.0944

15.1490,0.0941

16.1490,0.0937

17.1490,0.0935

18.1490,0.0934

19.1490,0.0933

20.1490,0.0930

21.1490,0.0927

22.1490,0.0924

23.1490,0.0924

24.1490,0.0925

25.1490,0.0927

26.1490,0.0928

27.1490,0.0932

28.1490,0.0936

29.1490,0.0940

30.1490,0.0942

31.1490,0.0944

32.1490,0.0948

33.1490,0.0951

34.1490,0.0949

35.1490,0.0945

36.1490,0.0941

37.1500,0.0935

38.1490,0.0928

39.1510,0.0923

40.1490,0.0917

41.1510,0.0912

42.1490,0.0907

43.1490,0.0903

44.1490,0.0898

45.1500,0.0892

46.1490,0.0888

47.1490,0.0883

48.1490,0.0881

49.1490,0.0879

50.1490,0.0878

51.1490,0.0878

52.1490,0.0877

53.1500,0.0877

54.1490,0.0877

55.1490,0.0876

56.1490,0.0876

57.1490,0.0874

58.1490,0.0873

59.1500,0.0871

60.1490,0.0867

61.1490,0.0864

62.1500,0.0861

63.1500,0.0858

64.1500,0.0855

65.1490,0.0853

66.1490,0.0850

67.1490,0.0846

68.1490,0.0843

69.1490,0.0839

70.1490,0.0836

71.1500,0.0833

72.1490,0.0830

73.1490,0.0826

74.1490,0.0823

75.1500,0.0819

76.1500,0.0816

77.1490,0.0814

78.1500,0.0811

79.1490,0.0811

80.1490,0.0811

81.1490,0.0809

82.1490,0.0808

83.1500,0.0808

84.1510,0.0809

85.1490,0.0809

86.1500,0.0810

87.1490,0.0809

88.1490,0.0810

89.1490,0.0809

90.1490,0.0808

91.1490,0.0808

92.1490,0.0807

93.1490,0.0806

94.1490,0.0805

95.1500,0.0802

96.1490,0.0801

97.1500,0.0802

98.1490,0.0801

99.1500,0.0801

100.1490,0.0800

101.1490,0.0800

102.1500,0.0797

103.1490,0.0796

104.1490,0.0795

105.1490,0.0794

106.1490,0.0792

107.1490,0.0791

108.1490,0.0790

109.1490,0.0788

110.1490,0.0787

