Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2490,0.2359,0.0399

1.6040,0.2405,0.0450

2.3500,0.2498,0.0553

3.3500,0.2405,0.0450

4.3500,0.2359,0.0399

5.3510,0.2266,0.0296

6.3500,0.2405,0.0450

7.3500,0.2405,0.0450

8.3500,0.2220,0.0244

9.3500,0.2405,0.0450

10.3500,0.2451,0.0501

11.3500,0.2312,0.0347

12.3500,0.2683,0.0759

13.3500,0.2359,0.0399

14.3500,0.2914,0.1016

15.3500,0.2405,0.0450

16.3500,0.2498,0.0553

17.3500,0.2405,0.0450

18.3500,0.2451,0.0501

19.3510,0.2359,0.0399

20.3500,0.2498,0.0553

21.3510,0.2451,0.0501

22.3500,0.2359,0.0399

23.3500,0.2451,0.0501

24.3500,0.2359,0.0399

25.3500,0.2220,0.0244

26.3510,0.2312,0.0347

27.3500,0.2405,0.0450

28.3510,0.2359,0.0399

29.3500,0.2220,0.0244

30.3510,0.2498,0.0553

31.3510,0.2405,0.0450

32.3500,0.2359,0.0399

33.3500,0.2266,0.0296

34.3500,0.2405,0.0450

35.3500,0.2220,0.0244

36.3500,0.2405,0.0450

37.3500,0.2405,0.0450

38.3500,0.2405,0.0450

39.3500,0.2498,0.0553

40.3510,0.2359,0.0399

41.3510,0.2359,0.0399

42.3500,0.2498,0.0553

43.3500,0.2359,0.0399

