Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.1850,-45.1831,-7.7340,-5.4498,-41.5766,-5.6354,-0.2630,-45.1852,-25.1274,-0.2630,-21.5753

1.9470,-45.4403,-7.9810,-5.6968,-42.8627,-5.4501,-0.0778,-44.6707,-25.3503,-0.0778,-21.7399

2.9470,-55.7282,-10.3270,-7.6107,-52.6374,-7.9816,0.0457,-53.1601,-31.2408,0.0457,-26.7713

3.9460,-55.9854,-10.6357,-8.1047,-53.9236,-8.0433,-0.2630,-58.3051,-32.4996,-0.2630,-27.8944

4.9460,-56.4998,-10.6974,-7.8577,-53.9236,-8.4138,0.0457,-54.1891,-31.9302,0.0457,-27.3622

5.9460,-54.9566,-9.0305,-8.4134,-53.6663,-7.9816,0.1074,-55.4753,-31.5873,0.1074,-27.0595

6.9460,-55.9854,-8.9688,-8.9690,-52.1230,-8.2286,-0.2013,-54.9608,-31.5393,-0.2013,-27.0624

7.9460,-55.2138,-10.5122,-8.1047,-53.6663,-7.7964,-0.1395,-54.9608,-31.7090,-0.1395,-27.1991

8.9460,-56.4998,-10.5122,-7.9812,-53.6663,-8.4138,-0.0160,-54.4463,-31.9199,-0.0160,-27.3622

9.9470,-55.7282,-10.5122,-7.9812,-51.6085,-8.4138,0.0457,-54.4463,-31.4484,0.0457,-26.9492

10.9460,-53.9278,-11.0061,-7.0551,-45.9495,-13.2915,-1.1273,-47.2432,-29.7455,-1.1273,-25.6572

11.9470,-53.1562,-11.1295,-7.2403,-45.9495,-13.2915,-0.0778,-48.5295,-29.8828,-0.0778,-25.6249

12.9460,-53.9278,-11.4382,-6.8081,-46.7212,-13.1680,-0.1395,-46.7287,-29.7987,-0.1395,-25.5617

13.9470,-53.9278,-11.2530,-6.5612,-46.7212,-12.9828,-0.0778,-48.0150,-29.9102,-0.0778,-25.6484

14.9460,-54.4422,-11.2530,-6.9316,-42.6055,-12.7975,-0.4482,-47.5005,-29.2551,-0.4482,-25.1398

15.9460,-54.6994,-10.9443,-6.8699,-45.9495,-13.3532,-0.0160,-48.7868,-30.1005,-0.0160,-25.8027

16.9460,-53.9278,-11.1913,-6.9316,-45.4350,-13.3532,-0.1395,-48.2723,-29.8519,-0.1395,-25.6072

17.9470,-53.1562,-11.0678,-7.0551,-44.9206,-11.9949,-0.5717,-46.4715,-29.1110,-0.5717,-25.0340

18.9470,-53.9278,-10.8826,-6.8081,-46.9784,-13.1680,-0.2013,-46.9860,-29.7918,-0.2013,-25.5646

19.9490,-54.1850,-11.1295,-7.8577,-45.9495,-13.4150,0.2926,-48.5295,-30.1777,0.2926,-25.8248

20.9460,-53.6706,-11.0678,-6.8081,-52.3802,-12.6741,-0.2630,-48.0150,-30.7693,-0.2630,-26.4113

21.9460,-51.6130,-10.2035,-7.1168,-45.6923,-13.1680,0.1692,-48.0150,-29.3014,0.1692,-25.0913

22.9460,-53.4134,-11.0061,-6.7464,-45.6923,-13.1680,-0.0160,-48.5295,-29.7593,-0.0160,-25.5102

23.9460,-54.1850,-11.0678,-6.8081,-45.6923,-13.1680,-0.2630,-51.1020,-30.3372,-0.2630,-26.0409

24.9460,-53.9278,-11.0061,-6.5612,-45.6923,-13.2297,-0.0778,-46.7287,-29.5243,-0.0778,-25.3176

25.9460,-54.6994,-11.0061,-6.8081,-45.1778,-13.1680,-0.2013,-47.7577,-29.7695,-0.2013,-25.5455

26.9460,-53.9278,-10.8209,-6.8081,-46.2067,-13.0445,0.0457,-47.2432,-29.6752,0.0457,-25.4294

27.9460,-53.4134,-13.1668,-8.2281,-44.9206,-13.5385,0.2309,-47.7577,-30.1709,0.2309,-25.8278

28.9460,-55.2138,-10.7591,-6.8699,-45.6923,-13.0445,-0.2013,-47.5005,-29.8467,-0.2013,-25.6116

29.9460,-54.9566,-11.1913,-6.8699,-46.9784,-13.3532,-0.0778,-48.0150,-30.2274,-0.0778,-25.9203

30.9470,-53.1562,-11.1295,-7.1168,-47.4928,-13.2297,-0.0160,-47.2432,-29.8947,-0.0160,-25.6264

31.9460,-54.6994,-11.1913,-6.7464,-46.7212,-13.3532,-0.0778,-46.7287,-29.9067,-0.0778,-25.6454

32.9460,-53.6706,-10.8826,-7.0551,-47.2356,-13.4150,0.1074,-48.5295,-30.1314,0.1074,-25.8116

33.9460,-54.9566,-10.8826,-6.4377,-46.9784,-13.4767,-0.0778,-46.9860,-29.9530,-0.0778,-25.6851

34.9460,-53.6706,-11.1913,-6.9933,-46.9784,-13.4150,0.1692,-48.2723,-30.0868,0.1692,-25.7645

35.9460,-54.9566,-10.7591,-6.9316,-46.4639,-13.3532,0.0457,-49.5585,-30.3372,0.0457,-25.9968

36.9460,-55.2138,-10.9443,-6.8081,-46.7212,-13.3532,0.2926,-48.5295,-30.2617,0.2926,-25.8968

37.9470,-54.6994,-11.1295,-9.5864,-49.0362,-12.8593,-0.2630,-48.0150,-30.8876,-0.2630,-26.5127

38.9460,-54.6994,-11.1295,-6.9933,-45.9495,-13.3532,-0.0778,-48.7868,-30.1520,-0.0778,-25.8556

39.9460,-53.6706,-11.1295,-6.9316,-47.2356,-13.4767,-0.0778,-47.2432,-29.9479,-0.0778,-25.6807

40.9470,-56.2426,-10.9443,-6.8699,-45.6923,-13.6619,-0.1395,-49.0440,-30.4092,-0.1395,-26.0849

41.9470,-55.4710,-10.9443,-6.8699,-45.6923,-13.3532,-0.1395,-49.3013,-30.2720,-0.1395,-25.9674

42.9460,-54.4422,-10.7591,-6.6846,-47.7501,-13.3532,-0.0160,-47.7577,-30.1245,-0.0160,-25.8233

