Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.1850,30.1757,28.3609,27.5096,27.5006,28.7140,27.1312,26.7979,30.8106,28.4521,28.9709,28.3751

1.9470,30.1725,28.3718,27.5272,27.5291,28.7103,27.1389,26.8022,30.8116,28.4622,28.9752,28.3829

2.9470,30.1800,28.3674,27.5162,27.4903,28.7097,27.1167,26.7980,30.8205,28.4527,28.9686,28.3749

3.9460,30.1791,28.3699,27.5167,27.4936,28.7018,27.1351,26.7848,30.8502,28.4522,28.9926,28.3789

4.9460,30.1871,28.3651,27.5379,27.4894,28.6923,27.1281,26.7952,30.8728,28.4544,29.0004,28.3835

5.9460,30.1784,28.3649,27.4920,27.4901,28.7034,27.1288,26.7940,30.8725,28.4458,29.0006,28.3780

6.9460,30.1836,28.3672,27.5212,27.4802,28.6935,27.1184,26.8091,30.9105,28.4491,29.0145,28.3854

7.9460,30.1896,28.3736,27.4941,27.5139,28.6938,27.1358,26.8048,30.8828,28.4530,29.0093,28.3860

8.9460,30.1981,28.3964,27.5344,27.4919,28.6728,27.1198,26.8001,30.9091,28.4587,29.0145,28.3903

9.9470,30.1797,28.3735,27.5280,27.4912,28.6913,27.1367,26.7868,30.9090,28.4527,29.0228,28.3870

10.9460,29.9060,30.1919,27.4171,27.5557,29.1120,27.1328,26.8230,30.9324,28.8365,29.0326,28.6339

11.9470,29.6955,27.7333,28.3348,28.0847,29.5001,27.1269,27.0274,30.9068,28.6697,29.0168,28.5512

12.9460,28.9514,28.3586,29.4895,28.8087,29.4797,27.0955,27.2157,30.9173,29.0176,29.0064,28.7896

13.9470,28.9753,29.3248,29.4725,29.1013,29.0815,27.0435,27.3603,30.9242,29.1911,28.9839,28.9104

14.9460,29.2947,29.3953,28.8702,28.9333,29.1177,26.9539,27.4408,30.9462,29.1223,28.9501,28.8690

15.9460,29.4263,28.8609,28.7249,28.8496,29.3781,26.8943,27.5015,30.9137,29.0480,28.9040,28.8187

16.9460,29.2758,28.8036,29.1330,29.0220,29.4464,26.8566,27.5534,30.9278,29.1362,28.8922,28.8773

17.9470,29.2132,29.1153,29.3275,29.1694,29.3341,26.8132,27.5637,30.9301,29.2319,28.8716,28.9333

18.9470,29.3082,29.3041,29.2035,29.1832,29.3234,26.7868,27.5976,30.9522,29.2645,28.8695,28.9574

19.9490,29.3966,29.1778,29.0945,29.1411,29.4173,26.7386,27.6348,30.9296,29.2455,28.8341,28.9413

20.9460,29.3908,29.1073,29.1882,29.1868,29.4959,26.7192,27.6540,30.9379,29.2738,28.8285,28.9600

21.9460,29.3722,29.2055,29.3095,29.2563,29.5099,26.7424,27.6767,30.9174,29.3307,28.8299,28.9987

22.9460,29.4083,29.2984,29.3469,29.3144,29.4974,26.7145,27.6677,30.9417,29.3731,28.8281,29.0237

23.9460,29.4578,29.3278,29.2991,29.3100,29.5362,26.7076,27.6876,30.9508,29.3862,28.8292,29.0346

24.9460,29.4703,29.3022,29.3323,29.3167,29.5957,26.7196,27.6770,30.9313,29.4034,28.8255,29.0431

25.9460,29.4932,29.3176,29.4027,29.3651,29.6120,26.7166,27.7089,30.9527,29.4381,28.8347,29.0711

26.9460,29.5123,29.3919,29.4390,29.4117,29.6281,26.7423,27.6898,30.9619,29.4766,28.8521,29.0971

27.9460,29.5395,29.4336,29.4364,29.4642,29.6547,26.7257,27.6893,30.9534,29.5057,28.8396,29.1121

28.9460,29.5807,29.4674,29.4594,29.4660,29.6847,26.7412,27.6925,30.9242,29.5316,28.8327,29.1270

29.9460,29.5834,29.4601,29.5180,29.5076,29.7193,26.7335,27.6999,30.9593,29.5577,28.8464,29.1476

30.9470,29.6163,29.5070,29.5502,29.5295,29.7515,26.7504,27.6791,30.9611,29.5909,28.8558,29.1682

31.9460,29.6594,29.5518,29.5796,29.5871,29.7860,26.7427,27.6912,30.9675,29.6328,28.8551,29.1957

32.9460,29.6739,29.5754,29.6031,29.6177,29.8040,26.7492,27.6939,30.9519,29.6548,28.8505,29.2086

33.9460,29.7163,29.5987,29.6236,29.6316,29.8343,26.7729,27.6704,30.9492,29.6809,28.8610,29.2246

34.9460,29.7128,29.6405,29.6640,29.6659,29.8709,26.7958,27.6862,30.9691,29.7108,28.8824,29.2507

35.9460,29.7548,29.6756,29.6845,29.6996,29.8896,26.7700,27.6907,30.9557,29.7408,28.8629,29.2651

36.9460,29.7924,29.6967,29.7353,29.7047,29.8965,26.7818,27.6812,30.9308,29.7651,28.8563,29.2774

37.9470,29.7908,29.7239,29.7380,29.7507,29.9637,26.7896,27.6834,30.9442,29.7934,28.8669,29.2980

38.9460,29.8372,29.7716,29.7838,29.7942,29.9766,26.7965,27.6601,30.9661,29.8327,28.8813,29.3233

39.9460,29.8529,29.7879,29.8100,29.7987,30.0089,26.8019,27.6773,30.9565,29.8517,28.8792,29.3367

40.9470,29.8955,29.8307,29.8303,29.8401,30.0254,26.8154,27.6676,30.9464,29.8844,28.8809,29.3564

41.9470,29.9144,29.8445,29.8403,29.8605,30.0533,26.8235,27.6611,30.9606,29.9026,28.8920,29.3698

42.9460,29.9274,29.8717,29.8773,29.8712,30.0922,26.8049,27.6756,30.9613,29.9279,28.8831,29.3852

