Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1850,1.3518,1.2798

1.9470,1.2824,1.2026

2.9470,2.3243,2.3603

3.9460,2.4539,2.5044

4.9460,2.4539,2.5044

5.9460,2.4586,2.5095

6.9460,2.4586,2.5095

7.9460,2.4539,2.5044

8.9460,2.4632,2.5146

9.9470,2.4817,2.5352

10.9460,2.5141,2.5712

11.9470,2.5419,2.6021

12.9460,2.5465,2.6073

13.9470,2.5141,2.5712

14.9460,2.5234,2.5815

15.9460,2.5326,2.5918

16.9460,2.5373,2.5970

17.9470,2.5280,2.5867

18.9470,2.5280,2.5867

19.9490,2.5188,2.5764

20.9460,2.5558,2.6175

21.9460,2.5419,2.6021

22.9460,2.5326,2.5918

23.9460,2.5697,2.6330

24.9460,2.5512,2.6124

25.9460,2.5651,2.6278

26.9460,2.5419,2.6021

27.9460,2.5280,2.5867

28.9460,2.5280,2.5867

29.9460,2.5188,2.5764

30.9470,2.5188,2.5764

31.9460,2.5188,2.5764

32.9460,2.5095,2.5661

33.9460,2.5280,2.5867

34.9460,2.5280,2.5867

35.9460,2.5188,2.5764

36.9460,2.5234,2.5815

37.9470,2.5141,2.5712

38.9460,2.5188,2.5764

39.9460,2.5188,2.5764

40.9470,2.5512,2.6124

41.9470,2.5141,2.5712

42.9460,2.5141,2.5712

43.9470,2.5141,2.5712

44.9460,2.5141,2.5712

45.9460,2.5188,2.5764

46.9470,2.5373,2.5970

47.9460,2.5373,2.5970

48.9460,2.5743,2.6381

49.9460,2.5188,2.5764

50.9460,2.5049,2.5610

51.9470,2.5002,2.5558

52.9470,2.5002,2.5558

53.9460,2.5141,2.5712

54.9470,2.5141,2.5712

55.9460,2.5141,2.5712

56.9470,2.5188,2.5764

57.9470,2.5188,2.5764

58.9460,2.5095,2.5661

59.9460,2.5095,2.5661

60.9460,2.5188,2.5764

61.9460,2.5095,2.5661

62.9460,2.5373,2.5970

63.9460,2.5465,2.6073

64.9460,2.5373,2.5970

65.9460,2.5049,2.5610

66.9460,2.5141,2.5712

67.9460,2.5234,2.5815

68.9460,2.5234,2.5815

69.9460,2.5141,2.5712

70.9460,2.5234,2.5815

71.9460,2.5465,2.6073

72.9460,2.5234,2.5815

73.9470,2.5280,2.5867

74.9460,2.5975,2.6639

75.9460,2.5188,2.5764

76.9460,2.5188,2.5764

77.9460,2.4678,2.5198

78.9460,2.5234,2.5815

79.9460,2.5188,2.5764

80.9470,2.5326,2.5918

81.9470,2.5373,2.5970

82.9460,2.5697,2.6330

83.9460,2.5280,2.5867

84.9460,2.4956,2.5507

85.9470,2.5188,2.5764

86.9460,2.5141,2.5712

87.9460,2.4956,2.5507

88.9460,2.5049,2.5610

89.9460,2.5188,2.5764

90.9460,2.5234,2.5815

91.9460,2.5188,2.5764

92.9460,2.5836,2.6484

93.9460,2.4215,2.4683

94.9460,2.5651,2.6278

95.9470,2.5234,2.5815

96.9460,2.5234,2.5815

97.9460,2.5095,2.5661

98.9460,2.5373,2.5970

99.9470,2.5002,2.5558

