Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.8570,0.0154,0.0553,0.0000,0.0000

2.2110,0.0104,0.0450,0.0000,0.0000

3.0300,0.0154,0.0656,0.0000,0.0001

4.0300,0.3459,1.4239,0.0000,0.0001

5.0310,0.4866,1.1255,0.0000,0.0000

6.0300,0.5853,1.1563,0.0000,0.0000

7.0310,0.6601,1.1872,0.0000,0.0000

8.0300,0.7131,1.1615,0.0000,0.0000

9.0300,0.7504,1.1255,0.0000,0.0000

10.0300,0.7833,1.1563,0.0000,0.0000

11.0300,0.8872,1.1306,0.0000,0.0000

12.0300,0.9930,1.1409,0.0000,0.0000

13.0300,1.0969,1.1409,0.0000,0.0000

14.0300,1.0765,1.2129,0.0000,0.0000

15.0300,1.0775,1.1358,0.0000,0.0000

16.0300,1.0785,1.1666,0.0000,0.0000

17.0300,1.0726,1.1255,0.0000,0.0000

18.0300,1.0711,1.1461,0.0000,0.0000

19.0300,1.0696,1.1100,0.0000,0.0000

20.0310,1.0701,1.1615,0.0000,0.0000

21.0300,1.0616,1.0431,0.0000,0.0000

22.0300,1.0502,1.0226,0.0000,0.0000

23.0300,1.0383,1.0174,0.0000,0.0000

24.0310,1.0184,1.0071,0.0000,0.0000

25.0310,1.0084,1.0329,0.0000,0.0000

26.0300,0.9925,1.0020,0.0000,0.0000

27.0310,0.9786,0.9814,0.0000,0.0000

28.0300,0.9269,0.6110,0.0000,0.0000

29.0300,0.8757,0.5801,0.0000,0.0000

30.0300,0.8216,0.6007,0.0000,0.0000

31.0300,0.7788,0.6007,0.0000,0.0000

32.0300,0.7450,0.6727,0.0000,0.0000

33.0310,0.7043,0.5955,0.0000,0.0000

34.0310,0.6610,0.5595,0.0000,0.0000

35.0310,0.6168,0.5749,0.0000,0.0000

36.0300,0.5686,0.5029,0.0000,0.0000

37.0300,0.5263,0.5441,0.0000,0.0000

38.0300,0.5199,0.5441,0.0000,0.0000

39.0300,0.5010,0.3846,0.0000,0.0000

40.0310,0.4871,0.4566,0.0000,0.0000

41.0300,0.4702,0.4257,0.0000,0.0000

42.0300,0.4493,0.4566,0.0000,0.0000

43.0300,0.3971,0.0553,0.0000,0.0000

44.0300,0.3469,0.0399,0.0000,0.0000

45.0300,0.2957,0.0450,0.0000,0.0000

46.0300,0.2510,0.0399,0.0000,0.0000

47.0300,0.2048,0.0656,0.0000,0.0000

48.0300,0.1561,0.0399,0.0000,0.0000

49.0310,0.1198,0.0090,0.0000,0.0000

50.0300,0.0785,0.0296,0.0000,0.0000

51.0300,0.0442,0.0707,0.0000,0.0000

