Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.1240,-1.2021,0.0447,0.9094,2.1522,1.1564,-0.0160,-0.4232,0.4396,-0.0160,0.3745

1.5900,-1.9737,0.0447,0.9712,1.1233,1.2181,0.1074,-0.4232,0.1601,0.1074,0.1525

2.5900,-1.9737,0.2299,0.7860,1.3805,0.7242,-0.0160,-0.1659,0.1635,-0.0160,0.1378

3.5900,-1.4593,0.1065,1.2181,0.6088,0.7859,0.1074,0.3486,0.2681,0.1074,0.2451

4.5910,-1.4593,0.1682,1.0329,1.3805,0.7859,-0.0778,-1.1949,0.1189,-0.0778,0.0908

5.5900,-1.4593,-0.1405,0.9712,1.1233,0.9711,0.0457,-0.4232,0.1738,0.0457,0.1555

