Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2170,0.0005,0.0399,0.0000,0.0000

1.6200,-0.0020,0.0347,0.0000,0.0000

2.6190,-0.0012,0.0399,0.0000,0.3478

3.6190,0.3285,1.4033,60.6757,0.3433

4.6190,0.4727,1.1255,60.4328,0.3310

5.6190,0.5704,1.1358,60.5608,0.3287

6.6190,0.6402,1.1358,60.7769,0.3429

7.6190,0.6926,1.1358,60.5058,0.2757

8.6200,0.7306,1.1100,60.5284,0.3401

9.6190,0.7639,1.1409,60.6415,0.3455

10.6190,0.8673,1.1100,60.5203,0.3425

11.6190,0.9737,1.1358,60.6242,0.3331

12.6190,1.0770,1.1100,60.7017,0.3442

13.6190,1.0487,1.1100,60.5902,0.3369

14.6190,1.0497,1.1358,60.6374,0.3240

15.6200,1.0492,1.1306,60.6880,0.3391

16.6190,1.0487,1.1306,60.8351,0.2443

17.6190,1.0472,1.1203,60.2831,0.2776

18.6190,1.0502,1.1409,60.6702,0.3343

19.6190,1.0482,1.1203,60.7000,0.2507

20.6190,1.0497,1.1255,60.4287,0.3375

21.6200,1.0487,1.1255,60.7765,0.3463

22.6190,1.0482,1.1049,60.5140,0.3124

23.6190,1.0492,1.1203,60.7976,0.3292

24.6190,1.0452,1.0946,60.6710,0.3393

25.6190,1.0562,1.2438,60.4931,0.3386

26.6190,1.0706,1.2798,60.8418,0.3425

27.6200,1.0939,1.3621,60.5228,0.3354

28.6190,1.1133,1.3416,60.1638,0.2555

29.6190,1.1337,1.3313,60.5190,0.3410

30.6190,1.1516,1.3107,60.5869,0.3192

31.6190,1.1695,1.3107,60.4655,0.2826

32.6190,1.1918,1.3364,60.5535,0.3422

33.6200,1.2048,1.2541,60.4764,0.3404

34.6190,1.2286,1.3416,60.5440,0.3440

35.6190,1.2381,1.3416,60.5932,0.3301

36.6190,1.2445,1.3467,60.6011,0.3362

37.6200,1.2450,1.3673,60.5355,0.3283

38.6190,1.2435,1.3261,60.6171,0.3146

39.6210,1.2455,1.3519,60.6575,0.3355

40.6190,1.2500,1.3570,60.4199,0.3362

41.6190,1.2535,1.3467,60.6496,0.3353

42.6190,1.2545,1.3467,60.4305,0.3054

43.6190,1.2649,1.3621,60.6593,0.3340

44.6200,1.2664,1.3570,60.5109,0.3460

45.6190,1.2694,1.3724,60.6032,0.3092

46.6190,1.2684,1.3364,60.4087,0.3297

47.6190,1.2679,1.3621,60.5153,0.3294

48.6190,1.2709,1.3570,60.7349,0.3384

49.6190,1.2729,1.3724,60.6860,0.3368

50.6190,1.2729,1.3570,60.4874,0.2620

51.6190,1.2744,1.3621,60.3614,0.2545

52.6190,1.2753,1.3570,60.7655,0.3472

53.6190,1.2659,1.2644,60.5832,0.3377

54.6190,1.2654,1.3519,60.5604,0.3337

55.6190,1.2634,1.3519,60.4348,0.3202

56.6200,1.2664,1.3673,60.5231,0.3235

57.6190,1.2694,1.3930,60.5984,0.3432

58.6190,1.2704,1.3673,60.8448,0.3428

59.6190,1.2719,1.3879,60.6648,0.3410

60.6190,1.2744,1.3827,60.3052,0.3420

61.6190,1.2729,1.3467,60.6106,0.3301

62.6200,1.2724,1.3519,60.6267,0.3394

63.6190,1.2838,1.3827,60.6685,0.3283

64.6190,1.2808,1.3210,60.5689,0.3415

65.6190,1.2833,1.3776,60.6789,0.3402

66.6190,1.2838,1.3724,60.5176,0.3299

67.6190,1.2823,1.3776,60.5289,0.3274

68.6190,1.2838,1.3827,60.7579,0.3434

69.6190,1.2843,1.3930,60.5991,0.3446

70.6190,1.2828,1.3673,60.7301,0.3405

71.6190,1.2868,1.3879,60.3009,0.3191

72.6190,1.2898,1.3827,60.6839,0.3409

73.6200,1.2893,1.3776,60.3848,0.3380

74.6190,1.2883,1.3107,60.3817,0.3271

75.6190,1.2903,1.3982,60.6211,0.2930

76.6190,1.2913,1.3827,60.7589,0.3442

77.6190,1.2888,1.3519,60.3968,0.3049

78.6190,1.2883,1.3776,60.6381,0.3370

79.6200,1.2883,1.3930,60.5224,0.3254

80.6190,1.2893,1.3776,60.4770,0.2914

81.6190,1.2898,1.3930,60.6644,0.3084

82.6190,1.2898,1.3827,60.5699,0.3455

83.6200,1.2922,1.4033,60.4611,0.2983

84.6190,1.2992,1.3827,60.5326,0.3251

