Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1760,0.2266,0.0296

1.9540,0.2405,0.0450

2.9540,0.2266,0.0296

3.9550,0.2359,0.0399

4.9540,0.2359,0.0399

5.9540,0.2498,0.0553

6.9540,0.2359,0.0399

7.9540,0.2359,0.0399

8.9540,0.2405,0.0450

9.9550,0.2451,0.0501

10.9550,0.1942,-0.0065

11.9540,0.2266,0.0296

12.9540,0.2405,0.0450

13.9540,0.2405,0.0450

14.9550,0.2451,0.0501

15.9540,0.2451,0.0501

16.9550,0.2498,0.0553

17.9540,0.2405,0.0450

18.9540,0.2498,0.0553

19.9550,0.2451,0.0501

20.9540,0.2405,0.0450

21.9550,0.2405,0.0450

22.9540,0.2359,0.0399

23.9540,0.2359,0.0399

24.9540,0.2544,0.0604

25.9540,0.2451,0.0501

26.9540,0.2405,0.0450

27.9540,0.2405,0.0450

28.9540,0.2359,0.0399

29.9540,0.2498,0.0553

30.9540,0.2405,0.0450

31.9540,0.2405,0.0450

32.9550,0.2405,0.0450

33.9540,0.2405,0.0450

34.9540,0.2451,0.0501

35.9540,0.2405,0.0450

36.9540,0.2498,0.0553

37.9540,0.2405,0.0450

38.9540,0.3007,0.1119

39.9540,0.2359,0.0399

40.9540,0.2405,0.0450

41.9540,0.2405,0.0450

42.9540,0.2405,0.0450

43.9540,0.2359,0.0399

44.9540,0.2359,0.0399

45.9540,0.2451,0.0501

46.9540,0.2405,0.0450

47.9540,0.2544,0.0604

48.9540,0.2405,0.0450

49.9540,0.2590,0.0656

50.9540,0.2544,0.0604

51.9540,0.2405,0.0450

52.9540,0.2498,0.0553

53.9540,0.2451,0.0501

54.9540,0.2498,0.0553

55.9540,0.2451,0.0501

56.9540,0.2405,0.0450

57.9540,0.2451,0.0501

58.9540,0.2405,0.0450

59.9540,0.2173,0.0193

60.9550,0.2359,0.0399

61.9550,0.2266,0.0296

62.9540,0.2451,0.0501

63.9550,0.2451,0.0501

64.9540,0.2405,0.0450

65.9550,0.2405,0.0450

66.9550,0.2359,0.0399

67.9550,0.2405,0.0450

68.9540,0.2359,0.0399

69.9540,0.2405,0.0450

70.9540,0.2359,0.0399

71.9550,0.2405,0.0450

72.9540,0.2451,0.0501

73.9550,0.2359,0.0399

74.9540,0.3239,0.1376

75.9540,0.2451,0.0501

76.9540,0.2451,0.0501

77.9550,0.2451,0.0501

78.9540,0.2405,0.0450

79.9540,0.2451,0.0501

80.9550,0.2359,0.0399

81.9550,0.2359,0.0399

82.9540,0.2451,0.0501

83.9550,0.2359,0.0399

84.9540,0.2359,0.0399

85.9540,0.2359,0.0399

86.9550,0.2359,0.0399

87.9540,0.2312,0.0347

88.9540,0.2359,0.0399

89.9540,0.2359,0.0399

90.9550,0.2451,0.0501

91.9540,0.2312,0.0347

92.9540,0.2590,0.0656

93.9540,0.2451,0.0501

94.9540,0.2405,0.0450

95.9540,0.2451,0.0501

96.9550,0.2405,0.0450

97.9550,0.2451,0.0501

98.9540,0.2312,0.0347

99.9540,0.2405,0.0450

100.9540,0.3100,0.1222

101.9540,0.2451,0.0501

102.9540,0.2544,0.0604

103.9550,0.2405,0.0450

104.9550,0.2359,0.0399

105.9540,0.2359,0.0399

106.9540,0.2359,0.0399

107.9550,0.2451,0.0501

108.9550,0.2405,0.0450

109.9550,0.2359,0.0399

110.9540,0.2312,0.0347

111.9540,0.2544,0.0604

112.9550,0.2498,0.0553

113.9540,0.2451,0.0501

114.9540,0.2405,0.0450

115.9550,0.1664,-0.0373

116.9550,0.2544,0.0604

117.9540,0.2451,0.0501

118.9540,0.2451,0.0501

119.9540,0.2451,0.0501

120.9540,0.2451,0.0501

121.9550,0.2312,0.0347

122.9540,0.2405,0.0450

123.9550,0.2498,0.0553

124.9540,0.2498,0.0553

125.9540,0.2451,0.0501

126.9540,0.2405,0.0450

127.9540,0.2405,0.0450

128.9540,0.2359,0.0399

129.9540,0.2451,0.0501

130.9540,0.2498,0.0553

131.9540,0.2451,0.0501

132.9550,0.2312,0.0347

133.9540,0.2544,0.0604

134.9550,0.2359,0.0399

135.9540,0.2359,0.0399

136.9540,0.2405,0.0450

137.9540,0.2498,0.0553

138.9550,0.2266,0.0296

139.9540,0.2359,0.0399

140.9550,0.2359,0.0399

141.9540,0.2405,0.0450

142.9540,0.2498,0.0553

143.9540,0.2405,0.0450

144.9540,0.2544,0.0604

145.9540,0.2451,0.0501

146.9550,0.2405,0.0450

147.9550,0.2359,0.0399

148.9540,0.2405,0.0450

149.9540,0.2359,0.0399

150.9550,0.2405,0.0450

151.9540,0.2359,0.0399

152.9540,0.2173,0.0193

153.9540,0.2405,0.0450

154.9550,0.2451,0.0501

155.9540,0.2451,0.0501

156.9550,0.2405,0.0450

157.9550,0.2359,0.0399

158.9540,0.1571,-0.0476

159.9540,0.2498,0.0553

160.9550,0.2359,0.0399

161.9540,0.1201,-0.0888

162.9540,0.2359,0.0399

163.9540,0.2312,0.0347

164.9540,0.2312,0.0347

165.9540,0.2405,0.0450

166.9550,0.2405,0.0450

167.9540,0.2451,0.0501

168.9540,0.2451,0.0501

169.9540,0.2451,0.0501

170.9540,0.2220,0.0244

171.9540,0.2451,0.0501

172.9540,0.2359,0.0399

173.9550,0.2312,0.0347

174.9540,0.2637,0.0707

175.9550,0.2405,0.0450

176.9550,0.2451,0.0501

177.9550,0.2359,0.0399

178.9540,0.2405,0.0450

179.9550,0.2405,0.0450

180.9540,0.2544,0.0604

181.9540,0.2266,0.0296

182.9540,0.2405,0.0450

183.9540,0.2359,0.0399

184.9540,0.2405,0.0450

185.9540,0.2312,0.0347

186.9550,0.2405,0.0450

187.9540,0.2405,0.0450

188.9540,0.2081,0.0090

189.9550,0.2405,0.0450

190.9540,0.2451,0.0501

191.9540,0.2405,0.0450

192.9540,0.2312,0.0347

193.9540,0.2498,0.0553

194.9540,0.2451,0.0501

195.9550,0.2498,0.0553

196.9540,0.2359,0.0399

197.9540,0.2405,0.0450

198.9540,0.2405,0.0450

199.9550,0.2359,0.0399

200.9540,0.2590,0.0656

201.9550,0.2359,0.0399

202.9540,0.2405,0.0450

203.9540,0.2498,0.0553

204.9540,0.2405,0.0450

205.9540,0.2359,0.0399

206.9540,0.2451,0.0501

207.9540,0.2359,0.0399

208.9540,0.2035,0.0038

209.9540,0.2451,0.0501

210.9540,0.2451,0.0501

211.9540,0.2451,0.0501

212.9540,0.2359,0.0399

213.9540,0.2498,0.0553

214.9550,0.2405,0.0450

215.9540,0.2405,0.0450

216.9540,0.2359,0.0399

217.9540,0.2498,0.0553

218.9550,0.2405,0.0450

219.9540,0.2359,0.0399

220.9550,0.2498,0.0553

221.9540,0.2359,0.0399

222.9540,0.2405,0.0450

223.9550,0.2405,0.0450

224.9550,0.2359,0.0399

225.9540,0.2359,0.0399

226.9540,0.2405,0.0450

227.9540,0.2312,0.0347

228.9540,0.2266,0.0296

229.9540,0.2312,0.0347

230.9550,0.2498,0.0553

231.9540,0.2405,0.0450

232.9540,0.2451,0.0501

