Elapsed Time (s), Rod voltage (V)
4.4730,NaN

5.0380,0.0010

6.0380,0.0010

7.0390,0.0010

8.0380,0.0010

9.0380,0.0010

10.0380,0.0010

11.0390,0.0010

12.0390,0.0010

13.0380,0.0010

14.0380,0.0011

15.0390,0.0010

16.0380,0.0010

17.0380,0.0011

18.0390,0.0010

19.0380,0.0010

20.0380,0.0010

21.0390,0.0010

22.0390,0.0010

23.0380,0.0010

24.0390,0.0010

25.0380,0.0011

26.0380,0.0011

27.0380,0.0011

28.0380,0.0001

29.0380,0.3281

30.0380,2.8097

31.0390,2.9476

32.0380,2.9614

33.0380,2.8954

34.0390,2.8873

35.0380,3.0918

36.0380,3.1442

37.0380,3.1732

38.0380,3.1779

39.0380,3.1687

40.0380,3.1980

41.0390,3.1627

42.0380,3.1711

43.0380,3.1904

44.0390,3.1721

45.0390,3.1659

46.0380,3.1685

47.0390,3.1744

48.0380,3.1729

49.0390,3.1735

50.0390,3.1778

51.0390,3.1951

52.0380,3.2042

53.0380,3.2029

54.0380,3.2089

55.0380,3.1996

56.0380,3.1795

57.0390,3.1650

58.0380,3.1647

59.0390,3.1666

60.0380,3.1674

61.0380,3.1680

62.0380,3.1698

63.0380,3.1704

64.0380,3.1714

65.0390,3.1716

66.0380,3.1723

67.0390,3.1729

68.0380,3.1736

69.0380,3.1749

70.0380,3.1748

71.0380,3.1752

72.0380,3.1766

73.0380,3.1773

74.0380,3.1786

75.0380,3.1817

76.0380,3.1907

77.0380,3.2032

78.0380,3.2076

79.0380,3.2088

80.0390,3.1879

81.0390,3.1728

82.0380,3.1874

83.0380,3.2251

84.0380,3.2021

85.0380,3.1788

86.0390,3.1683

87.0380,3.1706

88.0380,3.1712

89.0380,3.1730

90.0380,3.1737

91.0380,3.1747

92.0380,3.1762

93.0390,3.1778

94.0380,3.1766

95.0380,3.1782

96.0380,3.1797

97.0380,3.1713

98.0390,3.1659

99.0380,3.1667

100.0380,3.1680

101.0390,3.1692

102.0380,3.1705

103.0380,3.1715

104.0380,3.1725

105.0380,3.1734

106.0380,3.1755

107.0390,3.1776

108.0380,3.1792

109.0380,3.1815

110.0380,3.1949

111.0380,3.2037

112.0380,3.1908

113.0390,3.1698

114.0380,3.1712

115.0380,3.1727

116.0380,3.1750

117.0380,3.1772

118.0380,3.1806

119.0380,3.2016

120.0380,3.1897

121.0380,3.1672

122.0380,3.1677

123.0380,3.1691

124.0390,3.1697

125.0380,3.1705

126.0380,3.1711

127.0390,3.1728

128.0390,3.1766

129.0380,3.1859

130.0380,3.1954

131.0380,3.1930

132.0380,3.1818

133.0390,3.1699

134.0380,3.1745

135.0380,3.1602

136.0380,3.1653

137.0390,3.1928

138.0380,3.1957

139.0380,3.1960

140.0390,3.1963

141.0380,3.1967

142.0380,3.1967

143.0380,3.1970

144.0380,3.1973

145.0380,3.1969

146.0380,3.1975

147.0390,3.1985

148.0380,3.1993

149.0380,3.1999

150.0390,3.2006

151.0390,3.2012

152.0380,3.1986

153.0380,3.1934

154.0380,3.1788

155.0380,3.1688

156.0380,3.1687

157.0390,3.1685

158.0380,3.1686

159.0390,3.1687

160.0380,3.1690

161.0390,3.1693

162.0380,3.1699

163.0380,3.1703

164.0380,3.1708

165.0380,3.1710

166.0380,3.1715

167.0380,3.1719

168.0380,3.1721

169.0380,3.1723

170.0380,3.1731

171.0380,3.1742

172.0390,3.1768

173.0380,3.1814

174.0380,3.1948

175.0380,3.2038

176.0380,3.2038

177.0380,3.2017

178.0380,3.1988

179.0380,3.1754

180.0380,3.1712

181.0380,3.1711

182.0380,3.1710

183.0380,3.1711

184.0390,3.1712

185.0380,3.1713

186.0380,3.1715

187.0380,3.1719

188.0380,3.1720

189.0380,3.1724

190.0380,3.1727

191.0380,3.1733

192.0380,3.1738

193.0380,3.1744

194.0380,3.1750

195.0380,3.1758

196.0390,3.1771

197.0380,3.1789

198.0380,3.1815

199.0380,3.1858

200.0380,3.1916

201.0380,3.1867

202.0380,3.1883

203.0380,3.1857

204.0380,3.1880

205.0390,3.1880

206.0380,3.1744

207.0380,3.1709

208.0390,3.1723

209.0390,3.1742

210.0380,3.1810

211.0390,3.1891

212.0380,3.1821

213.0390,3.1919

214.0380,3.1912

215.0380,3.1908

216.0380,3.1818

217.0390,3.1743

218.0380,3.1762

219.0380,3.1796

220.0380,3.1894

221.0390,3.1918

222.0380,3.1930

223.0380,3.1946

224.0380,3.1948

225.0380,3.1792

226.0380,3.1727

227.0380,3.1728

228.0380,3.1731

229.0380,3.1737

230.0380,3.1745

231.0380,3.1757

232.0380,3.1769

233.0380,3.1787

234.0380,3.1819

235.0380,3.1880

236.0380,3.1955

237.0380,3.1950

238.0380,3.1885

239.0380,3.1928

240.0380,3.1932

241.0380,3.1962

242.0380,3.1973

243.0390,3.1981

244.0380,3.1987

245.0380,3.1992

246.0380,3.1992

247.0380,3.2005

248.0380,3.2005

249.0380,3.1990

250.0380,3.2012

251.0380,3.2016

252.0380,3.2023

253.0380,3.2023

254.0380,3.2023

255.0390,3.2001

256.0380,3.2003

257.0380,3.2007

258.0380,3.2020

259.0380,3.2028

260.0390,3.2037

261.0380,3.2029

262.0390,3.2030

263.0390,3.2026

264.0380,3.1841

265.0390,3.1443

266.0380,3.1557

267.0390,3.1705

268.0380,3.1727

269.0380,3.1712

270.0380,3.1715

271.0390,3.1721

272.0380,3.1717

273.0380,3.1711

274.0390,3.1711

275.0380,3.1706

276.0380,3.1719

277.0380,3.1720

278.0380,3.1718

279.0380,3.1717

280.0380,3.1719

281.0380,3.1719

282.0380,3.1721

283.0380,3.1721

284.0380,3.1724

285.0390,3.1726

286.0390,3.1729

287.0390,3.1730

288.0380,3.1734

289.0380,3.1739

290.0380,3.1745

291.0380,3.1757

292.0390,3.1770

293.0380,3.1792

294.0380,3.1813

295.0390,3.1847

296.0390,3.1908

297.0380,3.1976

298.0380,3.2115

299.0390,3.1474

300.0390,3.1498

301.0390,3.1552

302.0380,3.1568

303.0380,3.1601

304.0380,3.1729

305.0380,3.1892

306.0380,3.1947

307.0390,3.1652

308.0380,3.1592

309.0380,3.1660

310.0380,3.1733

311.0380,3.1867

312.0380,3.1901

313.0380,3.1950

314.0380,3.2009

315.0380,3.2083

316.0380,3.2161

317.0380,3.2054

318.0380,3.1422

319.0380,3.1450

320.0380,3.1477

321.0380,3.1493

322.0380,3.1503

323.0380,3.1514

324.0380,3.1525

325.0380,3.1533

326.0380,3.1536

327.0380,3.1535

328.0380,3.1540

329.0380,3.1548

330.0380,3.1561

331.0380,3.1582

332.0380,3.1600

333.0380,3.1641

334.0380,3.1660

335.0380,3.1668

336.0380,3.1675

337.0380,3.1687

338.0380,3.1712

339.0390,3.1794

340.0380,3.1857

341.0380,3.1893

342.0380,3.1897

343.0390,3.1724

344.0380,3.1566

345.0380,3.1620

346.0380,3.1726

347.0380,3.1826

348.0380,3.1862

349.0380,3.1883

350.0390,3.1903

351.0380,3.1931

352.0380,3.1933

353.0380,3.1889

354.0390,3.1726

355.0380,3.1689

356.0380,3.1776

357.0380,3.1835

358.0390,3.1888

359.0380,3.1920

360.0380,3.1923

361.0380,3.1940

362.0380,3.1957

363.0380,3.2004

364.0380,3.2038

365.0400,3.2035

366.0380,3.1993

367.0380,3.2014

368.0380,3.1998

369.0390,3.2018

370.0380,3.1961

371.0390,3.1702

372.0390,3.1705

373.0380,3.1818

374.0390,3.1825

375.0380,3.1843

376.0380,3.1849

377.0380,3.1831

378.0380,3.1832

379.0380,3.1863

380.0390,3.1879

381.0380,3.1901

382.0380,3.1917

383.0390,3.1949

384.0380,3.1983

385.0380,3.2024

386.0380,3.2050

387.0380,3.1986

388.0380,3.1541

389.0380,3.1527

390.0380,3.1533

391.0380,3.1542

392.0380,3.1552

393.0380,3.1561

394.0380,3.1570

395.0380,3.1582

396.0380,3.1598

397.0390,3.1635

398.0380,3.1681

399.0380,3.1746

400.0380,3.1782

401.0380,3.1794

402.0380,3.1800

403.0380,3.1815

404.0380,3.1825

405.0380,3.1831

406.0380,3.1828

407.0390,3.1853

408.0380,3.1861

409.0380,3.1871

410.0380,3.1890

411.0380,3.1919

412.0380,3.1959

413.0380,3.2009

414.0390,3.2055

415.0380,3.2064

416.0380,3.2081

417.0380,3.2117

418.0380,3.2129

419.0380,3.2144

420.0380,3.2190

421.0380,3.2272

422.0380,3.1598

423.0380,3.1460

424.0390,3.1484

425.0390,3.1504

426.0380,3.1522

427.0380,3.1540

428.0380,3.1553

429.0380,3.1571

430.0390,3.1590

431.0380,3.1616

432.0380,3.1640

433.0380,3.1586

434.0390,3.1670

435.0380,3.1736

436.0380,3.1712

437.0380,3.1730

