Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
4.4730,0.0204,0.0604,0.0000,0.0000

5.0380,0.0129,0.0450,0.0000,0.0000

6.0380,0.0121,0.0501,0.0000,0.3125

7.0390,0.0117,0.0501,58.6758,0.3351

8.0380,0.0134,0.0604,58.8995,0.3103

9.0380,0.0121,0.0450,58.9291,0.3139

10.0380,0.0147,0.0707,59.0090,0.2452

11.0390,0.0142,0.0501,58.7360,0.2891

12.0390,0.0149,0.0604,58.9980,0.3237

13.0380,0.0154,0.0604,58.9754,0.3163

14.0380,0.0134,0.0399,59.1780,0.3064

15.0390,0.0144,0.0553,58.8867,0.3323

16.0380,0.0099,0.0038,59.3473,0.2991

17.0380,0.0109,0.0604,59.5920,0.2690

18.0390,0.0080,0.0296,58.9505,0.3075

19.0380,0.0075,0.0399,59.7176,0.2954

20.0380,0.0075,0.0707,59.3333,0.3291

21.0390,0.0055,0.0296,59.1765,0.2779

22.0390,0.0050,0.0553,59.4708,0.3188

23.0380,0.0045,0.0553,59.3548,0.2619

24.0390,0.0065,0.0604,59.4397,0.3226

25.0380,0.0075,0.0656,59.5441,0.2920

26.0380,0.0119,0.0501,59.0916,0.3061

27.0380,0.0109,0.0501,59.3286,0.2174

28.0380,0.0124,0.0450,59.2510,0.2829

29.0380,0.0149,0.0656,59.3953,0.3194

30.0380,0.0124,0.0450,59.4701,0.3209

31.0390,0.0119,0.0244,59.2661,0.3177

32.0380,0.0094,0.0296,59.0520,0.2890

33.0380,0.0094,0.0553,59.2173,0.2701

34.0390,0.0080,0.0450,59.4407,0.2527

35.0380,0.0045,0.0296,59.5833,0.2921

36.0380,0.0025,0.0296,59.4121,0.3091

37.0380,0.0005,0.0296,59.3053,0.2867

38.0380,0.0020,0.0604,59.4382,0.3314

39.0380,0.0000,0.0450,59.2871,0.2630

40.0380,-0.0050,-0.0065,59.3872,0.2627

41.0390,-0.0020,0.0553,59.9996,0.2775

42.0380,-0.0025,0.0244,59.4600,0.3106

43.0380,-0.0015,0.0656,59.5259,0.2834

44.0390,-0.0045,0.0141,59.3583,0.3329

45.0390,-0.0035,0.0399,59.4120,0.2789

46.0380,-0.0010,0.0553,59.7568,0.3271

47.0390,0.0020,0.0604,59.5673,0.3115

48.0380,-0.0060,-0.0219,60.1227,0.2175

49.0390,-0.0045,0.0604,59.5593,0.3384

50.0390,0.0015,0.0553,59.2143,0.2564

51.0390,0.0005,0.0450,59.5239,0.2771

52.0380,0.0035,0.0553,59.3729,0.3041

53.0380,0.0015,0.0450,59.7673,0.3025

54.0380,0.0065,0.0656,59.5492,0.3267

55.0380,0.0065,0.0399,59.5245,0.2672

56.0380,0.0075,0.0656,59.3185,0.2630

57.0390,0.0104,0.0913,59.4849,0.2611

58.0380,0.0174,0.0501,59.6809,0.3292

59.0390,0.0144,0.0296,59.4576,0.3042

60.0380,0.0139,0.0501,59.4802,0.2655

61.0380,0.0134,0.0399,60.0498,0.2576

62.0380,0.0109,0.0296,59.8346,0.2247

63.0380,0.0104,0.0399,59.3884,0.3039

64.0380,0.0114,0.0759,59.4644,0.3104

65.0390,0.0119,0.0450,59.6965,0.3380

