Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2180,-0.0393,-0.0013,0.0000,0.0000

1.5720,-0.0244,0.0296,0.0000,0.0000

2.5240,-0.0161,0.0399,0.0000,0.0001

3.5240,-0.0144,0.0296,0.0000,0.0001

4.5240,-0.0094,0.0501,0.0000,0.0000

5.5240,-0.0045,0.0604,0.0000,0.0000

6.5250,-0.0031,0.0450,0.0000,0.0000

7.5240,-0.0020,0.0450,0.0000,0.0000

8.5240,-0.0006,0.0501,0.0000,0.0000

9.5250,0.0010,0.0553,0.0000,0.0000

10.5240,0.0040,0.0296,0.0000,0.0000

11.5250,0.0060,0.0501,0.0000,0.0000

12.5240,0.0045,0.0244,0.0000,0.0001

13.5240,0.0050,0.0347,0.0000,0.0000

14.5240,0.0050,0.0501,0.0000,0.0000

15.5240,0.0040,0.0501,0.0000,0.0000

16.5250,0.0030,0.0347,0.0000,0.0000

17.5250,0.0134,0.1530,0.0000,0.0000

18.5240,0.0114,0.0296,0.0000,0.0000

19.5240,0.0094,0.0347,0.0000,0.0000

