Elapsed Time (s), Rod voltage (V)
1.2520,NaN

2.1190,0.3922

3.1200,0.3922

4.1190,0.3922

5.1190,0.3921

6.1190,0.3922

7.1190,0.3922

8.1190,0.3921

9.1210,0.3921

10.1190,0.3921

11.1190,0.3920

12.1190,0.3921

13.1200,0.3920

14.1200,0.3920

15.1190,0.3920

16.1190,0.3921

17.1190,0.3920

18.1190,0.3920

19.1190,0.3920

20.1190,0.3919

21.1190,0.3919

22.1190,0.3919

23.1190,0.3919

24.1190,0.3918

25.1190,0.3919

26.1190,0.3918

27.1190,0.3918

28.1190,0.3918

29.1190,0.3917

30.1200,0.3917

31.1190,0.3917

32.1190,0.3917

33.1200,0.3917

34.1200,0.3916

35.1190,0.3916

36.1190,0.3916

37.1190,0.3917

38.1190,0.3917

39.1190,0.3916

40.1190,0.3916

41.1190,0.3916

42.1190,0.3916

43.1190,0.3916

44.1190,0.3916

45.1190,0.3916

46.1190,0.3916

47.1200,0.3916

48.1190,0.3915

49.1190,0.3915

50.1190,0.3914

51.1190,0.3914

52.1200,0.3915

53.1190,0.3914

54.1200,0.3914

55.1200,0.3914

56.1190,0.3913

57.1200,0.3913

58.1190,0.3913

59.1200,0.3912

60.1190,0.3913

61.1190,0.3913

62.1190,0.3912

63.1200,0.3912

64.1190,0.3913

65.1190,0.3911

66.1190,0.3912

67.1190,0.3912

68.1190,0.3911

69.1190,0.3911

70.1190,0.3912

71.1190,0.3911

72.1190,0.3912

73.1190,0.3911

74.1190,0.3911

75.1190,0.3912

76.1190,0.3910

77.1190,0.3911

78.1190,0.3911

79.1190,0.3912

80.1190,0.3911

81.1190,0.3911

82.1190,0.3911

83.1190,0.3911

84.1190,0.3912

85.1200,0.3912

86.1190,0.3913

87.1200,0.3913

88.1190,0.3914

89.1190,0.3914

90.1190,0.3914

91.1200,0.3915

92.1190,0.3915

93.1190,0.3915

94.1190,0.3915

95.1190,0.3914

96.1190,0.3914

97.1190,0.3913

98.1200,0.3913

99.1200,0.3912

100.1190,0.3912

101.1190,0.3912

102.1190,0.3911

103.1190,0.3912

104.1190,0.3911

105.1190,0.3910

106.1190,0.3910

107.1190,0.3910

108.1190,0.3910

109.1190,0.3909

110.1200,0.3909

111.1190,0.3909

112.1190,0.3910

113.1190,0.3909

114.1190,0.3908

115.1190,0.3909

116.1190,0.3908

117.1190,0.3909

118.1200,0.3909

119.1190,0.3908

120.1190,0.3908

121.1190,0.3908

122.1190,0.3908

123.1210,0.3909

124.1190,0.3908

125.1200,0.3908

126.1200,0.3908

127.1190,0.3907

128.1190,0.3908

129.1190,0.3907

130.1190,0.3907

131.1190,0.3907

132.1190,0.3907

133.1190,0.3906

134.1190,0.3907

135.1210,0.3907

136.1190,0.3908

137.1190,0.3908

138.1190,0.3908

139.1190,0.3908

140.1190,0.3908

141.1190,0.3909

142.1190,0.3909

143.1190,0.3909

144.1200,0.3908

145.1200,0.3908

146.1200,0.3908

147.1200,0.3908

148.1190,0.3907

149.1190,0.3907

150.1190,0.3907

151.1190,0.3907

152.1190,0.3908

153.1190,0.3908

154.1190,0.3909

155.1190,0.3909

156.1200,0.3909

157.1190,0.3909

158.1190,0.3908

159.1190,0.3908

160.1190,0.3907

161.1190,0.3909

162.1200,0.3907

163.1190,0.3907

164.1190,0.3907

165.1190,0.3906

166.1210,0.3906

167.1200,0.3905

168.1190,0.3906

169.1190,0.3906

170.1190,0.3905

171.1190,0.3905

172.1190,0.3905

173.1200,0.3905

174.1190,0.3904

175.1190,0.3904

176.1190,0.3903

177.1190,0.3903

178.1190,0.3902

179.1190,0.3902

180.1190,0.3902

181.1190,0.3902

182.1190,0.3903

183.1190,0.3902

184.1190,0.3903

185.1190,0.3902

186.1190,0.3903

187.1190,0.3902

188.1200,0.3902

189.1190,0.3901

190.1190,0.3900

191.1190,0.3901

192.1190,0.3900

193.1190,0.3900

194.1190,0.3899

195.1190,0.3898

196.1190,0.3898

197.1190,0.3898

198.1190,0.3898

199.1190,0.3897

200.1190,0.3897

201.1190,0.3897

202.1190,0.3897

203.1190,0.3897

204.1190,0.3897

205.1190,0.3897

206.1190,0.3897

207.1190,0.3896

208.1190,0.3896

209.1190,0.3896

210.1190,0.3896

211.1190,0.3897

212.1190,0.3896

213.1190,0.3896

214.1190,0.3896

215.1190,0.3896

216.1200,0.3896

217.1190,0.3896

218.1190,0.3896

219.1200,0.3896

220.1200,0.3896

221.1200,0.3896

222.1190,0.3895

223.1190,0.3894

224.1190,0.3895

225.1200,0.3894

226.1190,0.3894

227.1190,0.3894

228.1200,0.3894

229.1190,0.3894

230.1190,0.3893

231.1190,0.3893

