Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2520,-0.0144,0.0244,0.0000,0.0000

2.1190,-0.0119,0.0296,0.0000,0.0000

3.1200,-0.0111,0.0296,0.0000,0.0001

4.1190,-0.0082,0.0399,0.0000,0.0001

5.1190,-0.0055,0.0450,0.0000,0.0001

6.1190,-0.0028,0.0501,0.0000,0.0001

7.1190,-0.0009,0.0501,0.0000,0.0001

8.1190,0.0005,0.0501,0.0000,0.0001

9.1210,-0.0001,0.0347,0.0000,0.0001

10.1190,0.0030,0.0707,0.0000,0.0001

11.1190,0.0055,0.0501,0.0000,0.0001

12.1190,0.0060,0.0347,0.0000,0.0001

13.1200,0.0050,0.0193,0.0000,0.0001

14.1200,0.0065,0.0553,0.0000,0.0001

15.1190,0.0075,0.0553,0.0000,0.0001

16.1190,0.0159,0.1376,0.0000,0.0001

17.1190,0.0149,0.0399,0.0000,0.0001

18.1190,0.0169,0.0707,0.0000,0.0001

19.1190,0.0189,0.0553,0.0000,0.0001

20.1190,0.0154,0.0347,0.0000,0.0001

21.1190,0.0164,0.0604,0.0000,0.0001

22.1190,0.0144,0.0141,0.0000,0.0001

23.1190,0.0159,0.0347,0.0000,0.0001

24.1190,0.0139,0.0347,0.0000,0.0001

25.1190,0.0129,0.0450,0.0000,0.0001

26.1190,0.0035,0.0399,0.0000,0.0001

27.1190,0.0005,0.0090,0.0000,0.0001

28.1190,-0.0030,0.0347,0.0000,0.0000

29.1190,-0.0045,0.0399,0.0000,0.0000

30.1200,-0.0015,0.0656,0.0000,0.0001

31.1190,-0.0045,0.0296,0.0000,0.0001

32.1190,-0.0015,0.0450,0.0000,0.0001

33.1200,-0.0005,0.0450,0.0000,0.0001

34.1200,0.0020,0.0604,0.0000,0.0001

35.1190,0.0010,0.0347,0.0000,0.0001

36.1190,0.0010,0.0399,0.0000,0.0000

37.1190,0.0045,0.0450,0.0000,0.0001

38.1190,0.0070,0.0604,0.0000,0.0001

39.1190,0.0080,0.0501,0.0000,0.0001

40.1190,0.0050,0.0347,0.0000,0.0001

41.1190,0.0070,0.0501,0.0000,0.0001

42.1190,0.0060,0.0347,0.0000,0.0001

43.1190,0.0099,0.0862,0.0000,0.0001

44.1190,0.0094,0.0553,0.0000,0.0001

45.1190,0.0109,0.0501,0.0000,0.0001

46.1190,0.0104,0.0347,0.0000,0.0001

47.1200,0.0114,0.0553,0.0000,0.0001

48.1190,0.0075,0.0193,0.0000,0.0001

49.1190,0.0065,0.0399,0.0000,0.0001

50.1190,0.0040,0.0090,0.0000,0.0001

51.1190,0.0045,0.0553,0.0000,0.0001

52.1200,0.0055,0.0450,0.0000,0.0000

53.1190,0.0010,0.0399,0.0000,0.0000

54.1200,0.0000,0.0450,0.0000,0.0001

55.1200,0.0000,0.0501,0.0000,0.0001

56.1190,0.0010,0.0450,0.0000,0.0001

57.1200,-0.0005,0.0399,0.0000,0.0001

58.1190,0.0020,0.0450,0.0000,0.0001

59.1200,0.0020,0.0399,0.0000,0.0001

60.1190,0.0045,0.0347,0.0000,0.0001

61.1190,0.0080,0.0913,0.0000,0.0000

62.1190,0.0085,0.0501,0.0000,0.0000

63.1200,0.0094,0.0501,0.0000,0.0001

64.1190,0.0109,0.0604,0.0000,0.0001

65.1190,0.0124,0.0656,0.0000,0.0001

66.1190,0.0134,0.0553,0.0000,0.0001

67.1190,0.0139,0.0450,0.0000,0.0001

68.1190,0.0124,0.0296,0.0000,0.0000

69.1190,0.0129,0.0450,0.0000,0.0001

70.1190,0.0124,0.0296,0.0000,0.0001

71.1190,0.0119,0.0862,0.0000,0.0000

72.1190,0.0099,0.0296,0.0000,0.0001

73.1190,0.0094,0.0450,0.0000,0.0001

74.1190,0.0080,0.0450,0.0000,0.0001

75.1190,0.0070,0.0553,0.0000,0.0001

76.1190,0.0065,0.0501,0.0000,0.0001

77.1190,0.0065,0.0450,0.0000,0.0001

78.1190,0.0085,0.0501,0.0000,0.0000

79.1190,0.0065,0.0244,0.0000,0.0001

80.1190,0.0089,0.0553,0.0000,0.0001

81.1190,0.0045,0.0399,0.0000,0.0001

82.1190,0.0050,0.0347,0.0000,0.0001

83.1190,0.0065,0.0604,0.0000,0.0001

84.1190,0.0050,0.0296,0.0000,0.0000

85.1200,0.0045,0.0501,0.0000,0.0000

86.1190,0.0055,0.0604,0.0000,0.0000

87.1200,0.0055,0.0450,0.0000,0.0001

88.1190,0.0060,0.0553,0.0000,0.0001

89.1190,0.0080,0.0450,0.0000,0.0001

90.1190,0.0060,0.0347,0.0000,0.0001

91.1200,0.0060,0.0399,0.0000,0.0001

92.1190,0.0060,0.0347,0.0000,0.0001

93.1190,0.0045,0.0450,0.0000,0.0000

94.1190,0.0055,0.0399,0.0000,0.0001

95.1190,0.0055,0.0501,0.0000,0.0001

96.1190,0.0040,0.0450,0.0000,0.0001

97.1190,0.0055,0.0604,0.0000,0.0001

98.1200,0.0050,0.0501,0.0000,0.0001

99.1200,0.0045,0.0399,0.0000,0.0001

100.1190,0.0045,0.0347,0.0000,0.0001

101.1190,0.0045,0.0399,0.0000,0.0001

102.1190,0.0060,0.0501,0.0000,0.0001

103.1190,0.0060,0.0450,0.0000,0.0001

104.1190,0.0065,0.0450,0.0000,0.0001

105.1190,0.0060,0.0450,0.0000,0.0001

106.1190,0.0060,0.0450,0.0000,0.0001

107.1190,0.0050,0.0501,0.0000,0.0000

108.1190,0.0040,0.0399,0.0000,0.0001

109.1190,0.0045,0.0450,0.0000,0.0000

110.1200,0.0055,0.0450,0.0000,0.0000

111.1190,0.0055,0.0399,0.0000,0.0000

112.1190,0.0045,0.0399,0.0000,0.0001

113.1190,0.0055,0.0553,0.0000,0.0001

114.1190,0.0065,0.0553,0.0000,0.0001

115.1190,0.0075,0.0553,0.0000,0.0001

116.1190,0.0075,0.0450,0.0000,0.0000

117.1190,0.0065,0.0399,0.0000,0.0001

118.1200,0.0065,0.0399,0.0000,0.0001

119.1190,0.0070,0.0501,0.0000,0.0000

120.1190,0.0080,0.0553,0.0000,0.0001

