Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2300,-0.0144,0.0244

1.8930,-0.0020,0.0501

2.8920,0.0022,0.0501

3.8920,0.0030,0.0450

4.8920,-0.0204,-0.0785

5.8920,-0.0161,0.0450

6.8920,-0.0116,0.0553

7.8920,-0.0088,0.0501

8.8920,-0.0089,0.0296

9.8920,-0.0084,0.0347

10.8920,-0.0075,0.0347

11.8920,-0.0060,0.0656

12.8930,-0.0065,0.0450

13.8920,-0.0084,0.0244

14.8920,0.0020,0.0296

15.8920,0.0025,0.0501

16.8930,0.0010,0.0399

17.8920,-0.0005,0.0347

18.8930,0.0005,0.0399

19.8920,0.0010,0.0399

20.8920,0.0015,0.0399

21.8920,-0.0010,0.0399

22.8930,-0.0010,0.0450

23.8920,0.0010,0.0450

24.8920,0.0020,0.0399

25.8930,0.0010,0.0399

26.8920,0.0015,0.0450

27.8920,0.0030,0.0501

28.8920,0.0045,0.0553

29.8920,0.0030,0.0244

30.8930,0.0040,0.0501

31.8920,0.0045,0.0450

32.8920,0.1809,1.8715

33.8920,0.2942,1.2181

34.8930,0.4086,1.2232

35.8920,0.5219,1.2129

36.8920,0.6362,1.2284

37.8930,0.7500,1.2284

38.8920,0.8633,1.2284

39.8920,0.9796,1.2284

40.8920,1.0924,1.2181

41.8940,1.2068,1.2284

42.8920,1.1441,1.2232

43.8930,1.1412,1.1872

44.8920,1.1407,1.2181

45.8920,1.1426,1.2335

46.8920,1.1412,1.2129

47.8920,1.1417,1.2335

48.8930,1.1581,1.3982

49.8930,1.1829,1.4856

50.8920,1.2102,1.5011

51.8920,1.2371,1.5062

52.8920,1.2634,1.4959

53.8920,1.2927,1.4908

54.8920,1.3216,1.5165

55.8930,1.3499,1.5268

56.8920,1.3812,1.5371

57.8920,1.4100,1.5319

58.8920,1.4215,1.5165

59.8920,1.4249,1.5216

60.8920,1.4269,1.5216

61.8920,1.4299,1.5371

62.8920,1.4344,1.5422

63.8920,1.4379,1.5268

64.8920,1.4458,1.5988

65.8920,1.4478,1.5474

66.8920,1.4493,1.5525

67.8930,1.4493,1.5319

68.8920,1.4528,1.5525

69.8920,1.4558,1.5525

70.8930,1.4607,1.5731

71.8920,1.4642,1.5731

72.8920,1.4667,1.5679

73.8920,1.4722,1.5834

74.8920,1.4707,1.5834

75.8920,1.4771,1.6143

76.8920,1.4836,1.6194

77.8920,1.4911,1.6091

78.8920,1.4970,1.6143

79.8920,1.5025,1.6091

80.8920,1.5060,1.6091

81.8920,1.5109,1.6245

82.8920,1.5139,1.5988

83.8920,1.5154,1.5988

84.8920,1.5169,1.5988

85.8920,1.5144,1.5885

86.8920,1.5258,1.7377

87.8920,1.5244,1.5937

88.8930,1.5214,1.5834

89.8920,1.5209,1.6040

90.8920,1.5204,1.6040

91.8920,1.5189,1.6091

92.8930,1.5194,1.6040

93.8930,1.5219,1.6245

94.8920,1.5204,1.5834

95.8920,1.5209,1.5937

96.8940,1.5089,1.6143

97.8920,1.5119,1.6245

98.8920,1.5149,1.6143

99.8920,1.5169,1.6245

100.8920,1.5189,1.6245

101.8920,1.5209,1.6297

102.8920,1.5214,1.6091

103.8920,1.5209,1.6194

104.8920,1.5229,1.6040

105.8930,1.5248,1.6143

106.8920,1.5234,1.5988

107.8920,1.5219,1.6091

108.8920,1.5224,1.6194

109.8920,1.5224,1.6245

110.8920,1.5229,1.6297

111.8920,1.5219,1.6194

112.8920,1.5204,1.5937

113.8920,1.5209,1.6245

114.8920,1.5239,1.6348

115.8920,1.5248,1.6245

116.8920,1.5268,1.6194

117.8930,1.5278,1.6194

118.8920,1.5273,1.6143

119.8920,1.5268,1.6194

120.8920,1.5263,1.6245

121.8920,1.5268,1.6245

122.8920,1.5303,1.6297

123.8920,1.5298,1.6194

124.8920,1.5298,1.6348

125.8930,1.5278,1.6040

126.8920,1.5293,1.6348

127.8920,1.5288,1.6143

128.8930,1.5283,1.6091

129.8920,1.5288,1.6245

130.8920,1.3892,0.1788

131.8920,1.2361,0.0399

132.8930,1.0820,0.0347

133.8920,0.9304,0.0501

134.8920,0.7763,0.0399

135.8920,0.6282,0.0707

136.8920,0.4756,0.0553

137.8920,0.3265,0.0707

138.8920,0.1754,0.0450

139.8930,0.0209,0.0244

140.8930,0.0075,0.0399

141.8930,0.0065,0.0296

142.8930,0.0065,0.0347

143.8920,0.0055,0.0399

144.8930,0.0055,0.0399

145.8920,0.0010,0.0244

146.8930,0.0025,0.0707

147.8920,-0.0005,0.0399

148.8940,-0.0025,0.0244

149.8920,-0.0005,0.0450

150.8920,-0.0015,0.0296

151.8930,0.0005,0.0501

152.8930,0.0010,0.0399

153.8920,0.0025,0.0553

154.8920,0.0035,0.0501

155.8920,0.0065,0.0553

156.8920,0.0030,0.0347

157.8920,0.0035,0.0450

158.8920,0.0055,0.0450

159.8920,0.0045,0.0347

160.8920,0.0070,0.0553

161.8920,0.0060,0.0399

162.8920,0.0065,0.0450

163.8920,0.0055,0.0450

164.8920,0.0045,0.0399

165.8930,0.0045,0.0553

166.8930,0.0060,0.0501

167.8920,0.0060,0.0450

168.8920,0.0070,0.0553

169.8930,0.0119,0.0862

170.8920,0.0119,0.0553

171.8930,0.0129,0.0501

172.8930,0.0129,0.0450

173.8920,0.0129,0.0450

174.8920,0.0129,0.0399

175.8920,0.0085,0.0090

176.8930,0.0070,0.0347

177.8920,0.0114,0.0913

178.8920,0.0089,0.0296

179.8920,0.0050,0.0450

