Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2290,-0.0094,0.0296,0.0000,0.0000

1.5820,-0.0020,0.0450,0.0000,0.0000

2.3950,0.0005,0.0450,0.0000,0.0000

3.3950,-0.0045,0.0193,0.0000,0.0000

4.3950,-0.0025,0.0450,0.0000,0.0000

5.3950,-0.0020,0.0399,0.0000,0.0000

6.3950,-0.0016,0.0399,0.0000,0.0000

7.3950,-0.0001,0.0501,0.0000,0.0000

8.3950,0.0005,0.0450,0.0000,0.0000

9.3950,0.0025,0.0604,0.0000,0.0000

10.3950,0.0035,0.0399,0.0000,0.0000

11.3950,0.0030,0.0399,0.0000,0.0000

12.3950,0.0040,0.0553,0.0000,0.0000

13.3960,0.0075,0.0553,0.0000,0.0000

14.3950,0.0089,0.0604,0.0000,0.0000

15.3950,0.0109,0.0604,0.0000,0.0000

16.3950,0.0119,0.0501,0.0000,0.0000

17.3950,0.0104,0.0347,0.0000,0.0000

18.3950,0.0104,0.0450,0.0000,0.0000

19.3950,0.0114,0.0707,0.0000,0.0000

20.3950,0.0119,0.0450,0.0000,0.0000

21.3950,0.0139,0.0604,0.0000,0.0000

22.3960,0.0129,0.0450,0.0000,0.0000

23.3950,0.0119,0.0450,0.0000,0.0000

24.3950,0.0094,0.0347,0.0000,0.0000

25.3950,0.0070,0.0347,0.0000,0.0000

26.3950,0.0070,0.0501,0.0000,0.0000

27.3950,0.0075,0.0399,0.0000,0.0000

28.3950,0.0060,0.0296,0.0000,0.0000

29.3950,0.0080,0.0913,0.0000,0.0000

30.3950,0.0080,0.0450,0.0000,0.0000

31.3950,0.0070,0.0501,0.0000,0.0000

32.3950,0.0045,0.0193,0.0000,0.0000

33.3950,0.0075,0.0759,0.0000,0.0000

34.3950,0.0050,0.0090,0.0000,0.0000

35.3960,0.0035,0.0193,0.0000,0.0000

36.3950,0.0030,0.0450,0.0000,0.0000

37.3950,0.0050,0.0604,0.0000,0.0000

38.3950,0.0060,0.0399,0.0000,0.0000

39.3950,0.0020,0.0501,0.0000,0.0000

40.3950,0.0020,0.0450,0.0000,0.0000

41.3950,0.0025,0.0553,0.0000,0.0000

42.3950,0.0040,0.0347,0.0000,0.0000

43.3950,0.0010,0.0450,0.0000,0.0000

44.3950,0.0040,0.0399,0.0000,0.0000

45.3950,0.0065,0.0450,0.0000,0.0000

46.3950,0.0065,0.0450,0.0000,0.0000

47.3960,0.0045,0.0399,0.0000,0.0000

48.3950,0.0055,0.0501,0.0000,0.0000

49.3960,0.0045,0.0399,0.0000,0.0000

50.3960,0.0050,0.0501,0.0000,0.0000

51.3960,0.0035,0.0399,0.0000,0.0000

52.3950,0.0050,0.0501,0.0000,0.0000

53.3950,0.0065,0.0604,0.0000,0.0000

54.3960,0.0040,0.0141,0.0000,0.0000

55.3950,0.0075,0.0810,0.0000,0.0000

56.3950,0.0080,0.0501,0.0000,0.0000

57.3960,0.0050,0.0090,0.0000,0.0000

58.3950,0.0050,0.0501,0.0000,0.0000

59.3950,0.0055,0.0450,0.0000,0.0000

60.3950,0.0060,0.0553,0.0000,0.0000

61.3950,0.0075,0.0553,0.0000,0.0000

62.3950,0.0040,0.0141,0.0000,0.0000

63.3950,0.0015,0.0347,0.0000,0.0000

64.3950,0.0124,0.1273,0.0000,0.0000

65.3950,0.0089,0.0450,0.0000,0.0000

66.3950,0.0094,0.0553,0.0000,0.0000

67.3950,0.0154,0.0707,0.0000,0.0000

68.3950,0.0134,0.0296,0.0000,0.0000

69.3960,0.0129,0.0399,0.0000,0.0000

70.3950,0.0114,0.0399,0.0000,0.0000

71.3950,0.0119,0.0604,0.0000,0.0000

72.3950,0.0129,0.0244,0.0000,0.0000

73.3950,0.0144,0.0501,0.0000,0.0000

74.3950,0.0050,0.0296,0.0000,0.0000

75.3950,0.0030,0.0244,0.0000,0.0000

76.3960,0.0060,0.0862,0.0000,0.0000

77.3960,0.0050,0.0604,0.0000,0.0000

78.3950,0.0060,0.0399,0.0000,0.0000

79.3950,0.0045,0.0244,0.0000,0.0000

80.3950,0.0060,0.0553,0.0000,0.0000

81.3950,0.0080,0.0810,0.0000,0.0000

82.3950,0.0055,-0.0013,0.0000,0.0000

83.3950,0.0070,0.0656,0.0000,0.0000

84.3950,0.0070,0.0296,0.0000,0.0000

85.3950,0.0089,0.0450,0.0000,0.0000

86.3950,0.0055,0.0501,0.0000,0.0000

87.3950,0.0065,0.0707,0.0000,0.0000

88.3950,0.0080,0.0553,0.0000,0.0000

89.3950,0.0124,0.0707,0.0000,0.0000

90.3950,0.0109,0.0399,0.0000,0.0000

91.3950,0.0094,0.0656,0.0000,0.0000

92.3950,0.0144,0.0501,0.0000,0.0000

93.3960,0.0129,0.0501,0.0000,0.0000

94.3950,0.0124,0.0244,0.0000,0.0000

95.3950,0.0114,0.0347,0.0000,0.0000

96.3950,0.0109,0.0450,0.0000,0.0000

97.3960,0.0075,0.0347,0.0000,0.0000

98.3950,0.0070,0.0501,0.0000,0.0000

99.3960,0.0055,0.0553,0.0000,0.0000

100.3950,0.0040,0.0244,0.0000,0.0000

101.3950,0.0010,0.0347,0.0000,0.0000

102.3960,0.0005,0.0450,0.0000,0.0000

103.3950,-0.0005,0.0399,0.0000,0.0000

104.3960,0.0020,0.0501,0.0000,0.0000

105.3950,0.0010,0.0244,0.0000,0.0000

106.3950,0.0015,0.0501,0.0000,0.0000

107.3950,0.0015,0.0347,0.0000,0.0000

108.3950,0.0015,0.0501,0.0000,0.0000

109.3960,0.0005,0.0450,0.0000,0.0000

110.3950,0.0020,0.0399,0.0000,0.0000

111.3960,0.0025,0.0399,0.0000,0.0000

112.3950,0.0025,0.0450,0.0000,0.0000

113.3960,0.0020,0.0347,0.0000,0.0000

114.3960,0.0010,0.0399,0.0000,0.0000

115.3950,0.0010,0.0244,0.0000,0.0000

116.3950,0.0005,0.0450,0.0000,0.0000

117.3960,0.0010,0.0399,0.0000,0.0000

118.3960,0.0010,0.0501,0.0000,0.0000

119.3950,0.0020,0.0553,0.0000,0.0000

120.3950,-0.0179,-0.1659,0.0000,0.0000

121.3950,-0.0164,0.0553,0.0000,0.0000

122.3950,-0.0149,0.0604,0.0000,0.0000

123.3950,-0.0134,0.0501,0.0000,0.0000

124.3950,-0.0139,0.0347,0.0000,0.0000

125.3960,-0.0109,0.0553,0.0000,0.0000

126.3950,-0.0104,0.0501,0.0000,0.0000

127.3960,-0.0114,0.0296,0.0000,0.0000

128.3960,-0.0129,0.0347,0.0000,0.0000

129.3950,-0.0124,0.0604,0.0000,0.0000

130.3950,0.0075,0.0399,0.0000,0.0000

131.3950,0.0070,0.0501,0.0000,0.0000

132.3950,0.0025,0.0141,0.0000,0.0000

133.3950,0.0010,0.0347,0.0000,0.0000

134.3950,0.0015,0.0399,0.0000,0.0000

135.3950,0.0020,0.0604,0.0000,0.0000

136.3950,0.0010,0.0399,0.0000,0.0000

137.3960,0.0030,0.0501,0.0000,0.0000

138.3960,0.0045,0.0501,0.0000,0.0000

139.3950,0.0035,0.0501,0.0000,0.0000

140.3950,0.0040,0.0450,0.0000,0.0000

141.3950,0.0035,0.0450,0.0000,0.0000

142.3950,0.0030,0.0090,0.0000,0.0000

143.3960,0.0060,0.0656,0.0000,0.0000

144.3950,0.0065,0.0450,0.0000,0.0000

145.3950,0.0050,0.0450,0.0000,0.0000

146.3950,0.0055,0.0450,0.0000,0.0000

147.3950,0.0040,0.0347,0.0000,0.0000

148.3960,-0.0005,0.0038,0.0000,0.0000

149.3960,0.0005,0.0604,0.0000,0.0000

150.3950,0.0005,0.0450,0.0000,0.0000

151.3960,-0.0010,0.0296,0.0000,0.0000

152.3950,0.0035,0.0553,0.0000,0.0000

153.3950,0.0025,0.0553,0.0000,0.0000

