Elapsed Time (s), Rod voltage (V)
1.1670,NaN

1.7230,0.2224

2.7240,0.2225

3.7240,0.2225

4.7230,0.2226

5.7230,0.2225

6.7230,0.2225

7.7230,0.2225

8.7230,0.2225

9.7230,0.2225

10.7230,0.2225

11.7240,0.2225

12.7230,0.2225

13.7230,0.2224

14.7230,0.2224

15.7230,0.2224

16.7230,0.2225

17.7230,0.2225

18.7230,0.2225

19.7240,0.2224

20.7230,0.2224

21.7230,0.2224

22.7240,0.2225

23.7230,0.2225

24.7230,0.2225

25.7230,0.2224

26.7230,0.2224

27.7230,0.2225

28.7230,0.2224

29.7230,0.2224

30.7230,0.2224

31.7230,0.2224

32.7240,0.2224

33.7230,0.2225

34.7230,0.2224

35.7230,0.2224

