Elapsed Time (s), Rod voltage (V)
1.2020,NaN

1.9270,0.0932

2.9270,0.0931

3.9270,0.0931

4.9270,0.0931

5.9270,0.0931

6.9270,0.0931

7.9270,0.0931

8.9270,0.0930

9.9270,0.0930

10.9270,0.0930

11.9270,0.0929

12.9280,0.0929

13.9270,0.0929

14.9270,0.0928

15.9280,0.0928

16.9270,0.0927

17.9280,0.0927

18.9280,0.0926

19.9270,0.0926

20.9270,0.0926

21.9270,0.0926

22.9270,0.0926

23.9270,0.0925

24.9270,0.0925

25.9270,0.0925

26.9280,0.0925

27.9270,0.0925

28.9270,0.0924

29.9270,0.0924

30.9270,0.0923

31.9280,0.0923

32.9270,0.0923

33.9280,0.0922

34.9270,0.0922

35.9270,0.0922

36.9270,0.0921

37.9270,0.0921

38.9270,0.0921

39.9270,0.0921

40.9270,0.0920

41.9270,0.0921

42.9280,0.0921

43.9270,0.0921

44.9290,0.0920

45.9270,0.0920

46.9270,0.0920

47.9270,0.0919

48.9270,0.0919

49.9270,0.0918

50.9270,0.0917

51.9280,0.0918

52.9270,0.0917

53.9270,0.0916

54.9280,0.0916

55.9270,0.0915

56.9270,0.0915

57.9270,0.0914

58.9270,0.0914

59.9270,0.0913

60.9270,0.0913

61.9270,0.0912

62.9270,0.0912

63.9280,0.0912

64.9270,0.0911

65.9270,0.0911

66.9270,0.0910

67.9280,0.0910

68.9270,0.0909

69.9280,0.0909

70.9270,0.0908

71.9270,0.0908

72.9270,0.0907

73.9270,0.0907

74.9270,0.0906

75.9270,0.0906

76.9270,0.0905

77.9280,0.0905

78.9280,0.0904

79.9270,0.0904

80.9270,0.0903

81.9270,0.0903

82.9280,0.0903

83.9270,0.0902

84.9270,0.0902

85.9270,0.0902

86.9270,0.0901

87.9270,0.0901

88.9270,0.0900

89.9270,0.0900

90.9270,0.0899

91.9270,0.0898

92.9270,0.0899

93.9270,0.0898

94.9270,0.0898

95.9270,0.0897

96.9270,0.0897

97.9270,0.0896

98.9270,0.0896

99.9270,0.0896

100.9270,0.0896

101.9270,0.0896

102.9270,0.0895

103.9270,0.0895

104.9270,0.0894

105.9280,0.0894

106.9280,0.0894

107.9280,0.0893

108.9270,0.0893

109.9270,0.0893

110.9280,0.0892

111.9280,0.0891

112.9270,0.0892

113.9270,0.0891

114.9270,0.0891

115.9270,0.0891

116.9270,0.0890

117.9270,0.0890

118.9270,0.0889

119.9270,0.0888

120.9270,0.0889

121.9280,0.0888

122.9280,0.0888

123.9280,0.0887

124.9280,0.0887

125.9270,0.0887

126.9270,0.0886

127.9270,0.0886

128.9280,0.0885

129.9270,0.0885

130.9270,0.0884

131.9290,0.0884

132.9280,0.0884

133.9270,0.0884

134.9270,0.0883

135.9270,0.0883

136.9270,0.0882

137.9280,0.0882

138.9280,0.0882

139.9270,0.0882

140.9270,0.0882

141.9270,0.0882

142.9280,0.0881

143.9270,0.0881

144.9270,0.0881

145.9280,0.0881

146.9270,0.0880

147.9270,0.0880

148.9270,0.0880

149.9270,0.0879

150.9270,0.0878

151.9270,0.0878

152.9270,0.0877

153.9270,0.0877

154.9270,0.0877

155.9270,0.0877

156.9270,0.0876

157.9280,0.0876

158.9270,0.0875

159.9270,0.0875

160.9270,0.0875

161.9280,0.0874

162.9270,0.0874

163.9270,0.0874

164.9270,0.0874

165.9270,0.0874

166.9270,0.0873

167.9280,0.0873

168.9270,0.0873

169.9270,0.0872

170.9270,0.0872

171.9270,0.0872

