Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2130,4.1811,4.4235

2.0200,4.1904,4.4338

3.0210,0.2822,0.0913

4.0200,0.2451,0.0501

5.0200,0.2451,0.0501

6.0200,0.2498,0.0553

7.0210,0.2498,0.0553

8.0200,0.2405,0.0450

9.0200,0.2312,0.0347

10.0200,0.2359,0.0399

11.0200,0.2359,0.0399

12.0200,0.2359,0.0399

13.0200,0.2405,0.0450

14.0200,0.2498,0.0553

15.0200,0.2498,0.0553

16.0200,0.1988,-0.0013

17.0210,0.2451,0.0501

18.0200,0.2405,0.0450

19.0210,0.2312,0.0347

20.0200,0.2498,0.0553

21.0210,0.2359,0.0399

22.0200,0.2451,0.0501

23.0200,0.2312,0.0347

24.0200,0.2359,0.0399

25.0200,0.2451,0.0501

26.0200,0.2405,0.0450

27.0210,0.2637,0.0707

28.0200,0.2498,0.0553

29.0200,0.2405,0.0450

30.0210,0.2451,0.0501

31.0200,0.2544,0.0604

32.0200,0.2498,0.0553

33.0200,0.2451,0.0501

34.0200,0.2405,0.0450

35.0200,0.2451,0.0501

36.0200,0.2498,0.0553

37.0200,0.2405,0.0450

38.0210,0.2451,0.0501

39.0200,0.2359,0.0399

40.0200,0.2405,0.0450

41.0210,0.2405,0.0450

42.0200,0.2359,0.0399

43.0210,0.2451,0.0501

44.0200,0.2498,0.0553

45.0200,0.2451,0.0501

46.0200,0.2451,0.0501

47.0200,0.2359,0.0399

48.0200,0.2451,0.0501

49.0200,0.2266,0.0296

50.0200,0.2451,0.0501

51.0200,0.2451,0.0501

52.0200,0.2498,0.0553

53.0210,0.2405,0.0450

