Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1650,0.2405,0.0450

2.1000,0.2359,0.0399

3.0990,0.2359,0.0399

4.0990,0.2127,0.0141

5.0990,0.2451,0.0501

6.1000,0.2451,0.0501

7.1000,0.2359,0.0399

8.0990,0.2312,0.0347

9.0990,0.2359,0.0399

10.1000,0.2405,0.0450

11.1000,0.2405,0.0450

12.1000,0.2451,0.0501

13.1010,0.1988,-0.0013

14.0990,0.2405,0.0450

15.0990,0.2359,0.0399

16.0990,0.2405,0.0450

17.1000,0.2405,0.0450

18.0990,0.2544,0.0604

19.0990,0.2405,0.0450

20.0990,0.2405,0.0450

21.1000,0.2359,0.0399

22.0990,0.2405,0.0450

23.0990,0.2359,0.0399

24.0990,0.2405,0.0450

25.1000,0.2637,0.0707

26.1000,0.2498,0.0553

27.0990,0.2405,0.0450

28.1000,0.2405,0.0450

29.0990,0.2405,0.0450

30.0990,0.2266,0.0296

31.0990,0.2405,0.0450

32.1000,0.2405,0.0450

33.0990,0.2451,0.0501

34.0990,0.2451,0.0501

35.0990,0.2451,0.0501

36.0990,0.2405,0.0450

37.0990,0.2405,0.0450

38.1000,0.2451,0.0501

39.1000,0.2405,0.0450

40.0990,0.2405,0.0450

41.0990,0.2359,0.0399

42.0990,0.2359,0.0399

43.0990,0.2405,0.0450

44.1000,0.2359,0.0399

45.1000,0.2544,0.0604

46.1000,0.2312,0.0347

47.0990,0.2405,0.0450

48.0990,0.2498,0.0553

49.0990,0.2405,0.0450

50.0990,0.2451,0.0501

51.0990,0.2451,0.0501

52.0990,0.2312,0.0347

53.0990,0.2498,0.0553

54.1000,0.2544,0.0604

55.0990,0.2359,0.0399

56.0990,0.2312,0.0347

57.0990,0.2359,0.0399

58.0990,0.2035,0.0038

59.0990,0.2451,0.0501

60.0990,0.2405,0.0450

61.0990,0.2451,0.0501

62.0990,0.2359,0.0399

63.0990,0.2405,0.0450

64.0990,0.2312,0.0347

65.0990,0.2451,0.0501

66.1000,0.2220,0.0244

67.0990,0.2359,0.0399

68.0990,0.2266,0.0296

69.0990,0.2405,0.0450

70.0990,0.2498,0.0553

71.0990,0.2359,0.0399

72.0990,0.2405,0.0450

73.0990,0.2405,0.0450

74.1000,0.2405,0.0450

75.0990,0.2405,0.0450

76.0990,0.2359,0.0399

77.0990,0.2359,0.0399

78.1000,0.2359,0.0399

79.0990,0.2498,0.0553

80.0990,0.2451,0.0501

81.1000,0.2498,0.0553

82.0990,0.2312,0.0347

83.1000,0.2359,0.0399

84.0990,0.2451,0.0501

85.0990,0.2266,0.0296

86.0990,0.2405,0.0450

87.0990,0.2405,0.0450

88.0990,0.2405,0.0450

89.1000,0.2498,0.0553

90.1000,0.2405,0.0450

91.0990,0.2498,0.0553

92.0990,0.2359,0.0399

93.0990,0.2451,0.0501

94.0990,0.2359,0.0399

95.0990,0.2405,0.0450

96.0990,0.2498,0.0553

97.0990,0.2405,0.0450

98.1010,0.2498,0.0553

99.0990,0.2498,0.0553

100.0990,0.2451,0.0501

101.0990,0.2405,0.0450

102.1000,0.2359,0.0399

103.1000,0.2405,0.0450

104.0990,0.2405,0.0450

105.1000,0.2220,0.0244

106.1000,0.2312,0.0347

107.0990,0.2451,0.0501

108.0990,0.2451,0.0501

109.0990,0.2312,0.0347

110.0990,0.2451,0.0501

111.0990,0.2405,0.0450

112.1000,0.2359,0.0399

113.0990,0.2451,0.0501

114.0990,0.2359,0.0399

115.1000,0.2405,0.0450

116.1000,0.2405,0.0450

117.0990,0.2405,0.0450

118.0990,0.2451,0.0501

119.0990,0.2359,0.0399

120.0990,0.2359,0.0399

121.0990,0.2451,0.0501

122.0990,0.2405,0.0450

123.1000,0.2359,0.0399

124.0990,0.2405,0.0450

125.0990,0.2173,0.0193

126.0990,0.2637,0.0707

127.1000,0.2359,0.0399

128.0990,0.2405,0.0450

129.0990,0.2498,0.0553

130.0990,0.2359,0.0399

131.1000,0.2451,0.0501

132.1000,0.2498,0.0553

133.1000,0.2544,0.0604

134.0990,0.2405,0.0450

135.0990,0.2405,0.0450

136.0990,0.2405,0.0450

137.0990,0.2498,0.0553

