Elapsed Time (s), Rod voltage (V)
1.8620,NaN

2.5610,0.0016

3.5620,0.0017

4.5610,0.0017

5.5610,0.0017

6.5620,0.0017

7.5620,0.0017

8.5610,0.0017

9.5610,0.0016

10.5610,0.0017

11.5610,0.0016

12.5610,0.0017

13.5610,0.0016

14.5610,0.0016

15.5620,0.0016

16.5610,0.0016

17.5610,0.0017

18.5610,0.0017

19.5610,0.0016

20.5610,0.0016

21.5620,0.0017

22.5610,0.0017

23.5610,0.0017

24.5620,0.0017

25.5610,0.0017

26.5620,0.0017

27.5620,0.0017

28.5610,0.0016

29.5610,0.0017

30.5610,0.0017

31.5610,0.0017

32.5610,0.0016

33.5610,0.0017

34.5610,0.0017

35.5610,0.0017

36.5610,0.0017

37.5610,0.0017

38.5610,0.0016

39.5610,0.0017

40.5620,0.0017

41.5610,0.0017

42.5610,0.0017

43.5610,0.0017

44.5610,0.0016

45.5610,0.0017

46.5620,0.0017

47.5610,0.0017

48.5620,0.0017

49.5610,0.0016

50.5610,0.0017

51.5620,0.0017

52.5610,0.0017

53.5620,0.0017

54.5610,0.0017

55.5610,0.0017

56.5610,0.0016

57.5610,0.0017

58.5610,0.0017

59.5620,0.0017

60.5610,0.0017

61.5610,0.0017

