Elapsed Time (s), Rod voltage (V)
1.8560,NaN

2.6710,0.0016

3.6720,0.0016

4.6720,0.0016

5.6710,0.0016

6.6710,0.0016

7.6710,0.0016

8.6710,0.0016

9.6720,0.0016

10.6710,0.0016

11.6710,0.0016

12.6710,0.0016

13.6710,0.0016

14.6710,0.0016

15.6710,0.0016

16.6710,0.0016

17.6710,0.0016

18.6720,0.0016

19.6710,0.0016

20.6720,0.0016

21.6720,0.0016

22.6710,0.0016

23.6710,0.0016

24.6710,0.0016

25.6720,0.0016

26.6710,0.0016

27.6710,0.0016

28.6720,0.0016

29.6720,0.0016

30.6710,0.0016

31.6710,0.0016

32.6710,0.0016

33.6710,0.0016

34.6710,0.0016

35.6710,0.0016

36.6710,0.0016

37.6720,0.0016

38.6710,0.0016

39.6710,0.0016

40.6710,0.0016

41.6720,0.0016

42.6710,0.0016

43.6710,0.0016

44.6710,0.0015

45.6710,0.0016

46.6710,0.0016

47.6710,0.0016

48.6710,0.0016

49.6710,0.0016

50.6720,0.0016

51.6720,0.0016

52.6710,0.0016

53.6720,0.0015

54.6710,0.0016

55.6710,0.0015

56.6710,0.0015

57.6720,0.0016

58.6710,0.0016

59.6710,0.0016

60.6710,0.0016

61.6710,0.0016

62.6710,0.0016

63.6710,0.0016

64.6710,0.0015

65.6720,0.0016

66.6710,0.0015

67.6710,0.0015

68.6710,0.0015

69.6720,0.0015

70.6710,0.0016

71.6710,0.0016

72.6710,0.0016

73.6710,0.0016

74.6710,0.0016

75.6710,0.0016

76.6710,0.0016

77.6710,0.0016

78.6710,0.0016

79.6710,0.0016

80.6710,0.0016

81.6710,0.0016

82.6710,0.0016

83.6710,0.0015

84.6710,0.0016

85.6710,0.0010

86.6710,-0.0003

87.6710,3.6505

88.6710,6.5207

89.6720,6.4835

90.6720,6.4485

91.6710,6.4580

92.6730,6.4657

93.6710,6.4747

94.6710,6.4740

95.6720,6.4766

96.6710,6.4795

97.6710,6.4859

98.6710,6.4942

99.6710,6.4493

100.6710,6.4265

101.6710,6.4251

102.6710,6.4198

103.6710,6.4198

104.6710,6.4220

105.6720,6.4237

106.6720,6.4271

107.6710,6.4261

108.6710,6.4263

109.6710,6.4280

110.6710,6.4101

111.6710,6.3604

112.6710,6.3082

113.6710,6.2973

114.6710,6.2993

115.6720,6.3014

116.6710,6.3010

117.6710,6.3043

118.6710,6.3014

119.6720,6.2980

120.6710,5.8492

121.6710,0.0081

122.6720,0.0039

123.6710,0.0029

124.6710,0.0025

125.6710,0.0022

126.6720,0.0020

127.6710,0.0019

128.6710,0.0018

129.6710,0.0019

130.6720,0.0018

131.6710,0.0018

132.6710,0.0018

133.6720,0.0018

134.6710,0.0018

135.6720,0.0018

136.6710,0.0018

137.6720,0.0018

138.6710,0.0018

139.6710,0.0018

140.6710,0.0018

141.6720,0.0018

142.6710,0.0018

143.6710,0.0018

144.6710,0.0018

145.6710,0.0018

146.6720,0.0018

147.6710,0.0018

148.6710,0.0018

149.6710,0.0018

150.6720,0.0018

151.6710,0.0018

152.6710,0.0018

153.6710,0.0018

154.6710,0.0018

155.6710,0.0018

156.6710,0.0018

157.6720,0.0018

158.6710,0.0018

159.6710,0.0018

160.6710,0.0018

161.6720,0.0018

162.6720,0.0018

163.6720,0.0018

164.6710,0.0018

165.6720,0.0018

166.6710,0.0018

167.6720,0.0018

168.6710,0.0018

169.6710,0.0018

170.6710,0.0018

171.6710,0.0018

172.6710,0.0018

173.6720,0.0018

174.6720,0.0018

175.6710,0.0018

176.6710,0.0018

