Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.2060,28.7837,26.5156,24.6871,24.6205,24.7538,25.0166,24.9433,27.3815,25.8722,26.1990,25.8378

2.1340,28.7686,26.5417,24.6854,24.6409,24.7567,25.0335,24.9508,27.3748,25.8787,26.2042,25.8440

3.1340,28.7820,26.5405,24.6751,24.6232,24.7375,25.0247,24.9326,27.3788,25.8717,26.2018,25.8368

4.1350,28.7608,26.5259,24.6951,24.6388,24.7546,25.0262,24.9581,27.3760,25.8750,26.2011,25.8419

5.1340,28.7722,26.5232,24.6593,24.6304,24.7557,25.0281,24.9398,27.3713,25.8681,26.1997,25.8350

6.1340,28.7789,26.5335,24.6904,24.6502,24.7367,25.0165,24.9475,27.3517,25.8779,26.1841,25.8382

7.1340,28.7737,26.5411,24.7112,24.6309,24.7632,25.0150,24.9305,27.3852,25.8840,26.2001,25.8439

8.1340,28.7697,26.5195,24.6943,24.6381,24.7335,25.0101,24.9713,27.3482,25.8710,26.1791,25.8356

9.1340,28.7681,26.5230,24.6718,24.6236,24.7384,25.0212,24.9466,27.3663,25.8650,26.1938,25.8324

10.1340,28.7605,26.5311,24.6790,24.6322,24.7640,25.0230,24.9678,27.3672,25.8734,26.1951,25.8406

11.1350,28.7841,26.5181,24.6815,24.6319,24.7614,25.0103,24.9489,27.3795,25.8754,26.1949,25.8395

12.1340,28.7893,26.5400,24.6709,24.6264,24.7573,25.0326,24.9490,27.3612,25.8768,26.1969,25.8408

13.1350,28.7572,26.5467,24.6464,24.6407,24.7518,25.0193,24.9446,27.3531,25.8685,26.1862,25.8325

14.1340,28.7690,26.5142,24.6881,24.6314,24.7467,25.0169,24.9484,27.3545,25.8699,26.1857,25.8336

15.1340,28.7426,26.5509,24.6775,24.6388,24.7616,25.0182,24.9417,27.3770,25.8743,26.1976,25.8385

16.1340,28.7655,26.5421,24.6787,24.6305,24.7609,25.0285,24.9595,27.3590,25.8755,26.1937,25.8406

17.1340,28.7383,26.5383,24.6767,24.6247,24.7537,25.0253,24.9473,27.3440,25.8664,26.1846,25.8310

18.1340,28.7564,26.5456,24.6855,24.6387,24.7578,24.9840,24.9348,27.3273,25.8768,26.1556,25.8288

19.1350,28.7500,26.5259,24.6686,24.6270,24.7423,24.9454,24.9416,27.2638,25.8628,26.1046,25.8081

20.1340,28.7342,26.5459,24.6796,24.6395,24.7240,24.9428,24.9456,27.2541,25.8646,26.0985,25.8082

21.1340,28.7402,26.5428,24.6610,24.6411,24.7517,24.9479,24.9195,27.2371,25.8673,26.0925,25.8051

