Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.1750,0.0055,0.0450,0.0000,0.0001

1.6670,0.0030,0.0399,0.0000,0.0000

2.6670,-0.0045,0.0193,0.0000,0.0001

3.6670,-0.0157,-0.0116,0.0000,0.0001

4.6670,-0.0124,0.0399,0.0000,0.0001

5.6670,-0.0119,0.0296,0.0000,0.0001

6.6670,-0.0080,0.0553,0.0000,0.0001

7.6670,-0.0063,0.0450,0.0000,0.0001

8.6670,-0.0056,0.0399,0.0000,0.0001

9.6670,-0.0025,0.0656,0.0000,0.0001

10.6670,-0.0045,0.0244,0.0000,0.0001

11.6670,0.0040,0.1273,0.0000,0.0001

12.6680,0.0060,0.0399,0.0000,0.0001

13.6680,0.0114,0.0450,0.0000,0.0001

14.6670,0.0119,0.0450,0.0000,0.0001

