Elapsed Time (s), Rod voltage (V)
1.1920,NaN

1.5470,0.2603

2.4840,0.2600

3.4840,0.2602

4.4840,0.2602

5.4840,0.2602

6.4840,0.2602

7.4840,0.2602

8.4840,0.2603

9.4850,0.2603

10.4840,0.2603

11.4840,0.2603

12.4850,0.2603

13.4840,0.2603

14.4840,0.2603

15.4840,0.2603

16.4840,0.2603

17.4850,0.2603

18.4850,0.2603

19.4840,0.2603

20.4840,0.2603

21.4840,0.2603

22.4840,0.2603

23.4850,0.2603

24.4840,0.2603

25.4840,0.2603

26.4850,0.2603

27.4850,0.2603

28.4850,0.2603

29.4840,0.2603

30.4840,0.2603

31.4840,0.2602

32.4840,0.2602

33.4840,0.2593

34.4840,0.9238

35.4860,2.5291

36.4840,2.5936

37.4840,2.6282

38.4850,2.6601

39.4840,2.6845

40.4840,2.7062

41.4850,2.7241

42.4840,2.7352

43.4840,2.7465

44.4840,2.7561

45.4840,2.7647

46.4840,2.7745

47.4840,2.7838

48.4850,2.7932

49.4850,2.7992

50.4840,2.8009

51.4840,2.8072

52.4840,2.8157

53.4840,2.8230

54.4840,2.8305

55.4840,2.8385

56.4850,2.8467

57.4850,2.8543

58.4840,2.8600

59.4840,2.8682

60.4840,2.8753

61.4840,2.8832

62.4850,2.8884

63.4840,2.8947

64.4840,2.8953

65.4840,2.9007

66.4840,2.9049

67.4850,2.9072

68.4840,2.9106

69.4840,2.9146

70.4840,2.9182

71.4840,2.9248

72.4840,2.9273

73.4840,2.9306

74.4850,2.9331

75.4840,2.9357

76.4840,2.9374

77.4840,2.9404

78.4840,2.9453

79.4840,2.9495

80.4840,2.9489

81.4840,2.9495

82.4840,2.9512

83.4840,2.9541

84.4850,2.9554

85.4840,2.9570

86.4840,2.9572

87.4840,2.9572

88.4840,2.9570

89.4840,2.9563

90.4840,2.9546

91.4840,2.9520

92.4840,2.9499

93.4840,2.9472

94.4840,2.9443

95.4840,2.9408

96.4840,2.9372

97.4840,2.9326

98.4840,2.9287

99.4850,2.9237

100.4840,2.9194

101.4850,2.9149

102.4850,2.9102

103.4840,2.9059

104.4840,2.9031

105.4850,2.8989

106.4860,2.8940

107.4840,2.8890

108.4840,2.8844

109.4840,2.8806

110.4840,2.8772

111.4840,2.8747

112.4850,2.8706

113.4840,2.8657

114.4850,2.8624

115.4840,2.8590

116.4850,2.8571

117.4840,2.8552

118.4840,2.8529

119.4840,2.8504

120.4840,2.8479

121.4840,2.8457

