Elapsed Time (s), Rod voltage (V)
1.9160,NaN

2.4190,0.0015

3.4190,0.0015

4.4190,0.0015

5.4190,0.0015

6.4190,0.0015

7.4190,0.0015

8.4200,0.0015

9.4190,0.0015

10.4190,0.0015

11.4200,0.0015

12.4190,0.0015

13.4190,0.0015

14.4200,0.0015

15.4190,0.0015

16.4190,0.0015

17.4190,0.0015

18.4190,0.0015

19.4190,0.0015

20.4190,0.0015

21.4190,0.0015

22.4200,0.0015

23.4190,0.0015

24.4190,0.0015

25.4190,0.0015

26.4190,0.0015

27.4190,0.0015

28.4190,0.0015

29.4190,0.0015

30.4190,0.0015

31.4200,0.0015

32.4190,0.0015

33.4190,0.0015

34.4190,0.0015

35.4190,0.0015

36.4190,0.0015

37.4200,0.0015

38.4190,0.0015

39.4190,0.0015

40.4190,0.0015

41.4190,0.0015

42.4190,0.0015

43.4190,0.0015

44.4190,0.0015

45.4190,0.0015

46.4190,0.0015

47.4190,0.0015

48.4190,0.0015

49.4190,0.0015

50.4200,0.0015

51.4190,0.0015

52.4190,0.0015

53.4190,0.0015

54.4190,0.0015

55.4190,0.0015

56.4190,0.0015

57.4190,0.0015

58.4190,0.0015

59.4190,0.0015

60.4190,0.0015

61.4190,0.0015

62.4190,0.0015

63.4190,0.0015

64.4200,0.0015

65.4190,0.0015

66.4200,0.0015

67.4190,0.0015

68.4200,0.0015

69.4190,0.0015

70.4190,0.0015

71.4190,0.0015

72.4190,0.0015

73.4190,0.0015

74.4200,0.0015

75.4200,0.0015

76.4190,0.0015

77.4200,0.0015

78.4190,0.0015

79.4190,0.0015

80.4190,0.0015

81.4190,0.0015

82.4190,0.0015

83.4190,0.0015

84.4190,0.0015

85.4190,0.0015

86.4190,0.0015

87.4190,0.0015

88.4190,0.0015

89.4190,0.0015

90.4190,0.0015

91.4190,0.0015

92.4190,0.0015

93.4190,0.0015

94.4190,0.0015

95.4190,0.0015

96.4190,0.0015

97.4190,0.0015

98.4190,0.0015

99.4200,0.0015

100.4190,0.0015

101.4190,0.0015

102.4200,0.0015

103.4190,0.0015

104.4190,0.0015

105.4190,0.0015

106.4190,0.0015

107.4190,0.0015

108.4190,0.0015

109.4190,0.0015

110.4190,0.0015

111.4200,0.0015

112.4190,0.0015

113.4190,0.0015

114.4190,0.0015

115.4200,0.0015

116.4200,0.0015

117.4190,0.0015

118.4190,0.0015

119.4190,0.0015

120.4190,0.0015

121.4190,0.0015

122.4190,0.0015

123.4190,0.0015

124.4200,0.0015

125.4190,0.0015

126.4190,0.0015

127.4190,0.0015

128.4200,0.0015

129.4190,0.0015

130.4190,0.0015

131.4190,0.0015

132.4190,0.0015

133.4190,0.0015

134.4190,0.0015

135.4190,0.0015

136.4190,0.0015

137.4190,0.0015

138.4190,0.0015

139.4190,0.0015

140.4190,0.0015

141.4190,0.0015

142.4190,0.0015

143.4190,0.0015

144.4190,0.0015

145.4190,0.0015

146.4190,0.0015

147.4190,0.0015

148.4200,0.0015

149.4190,0.0015

150.4190,0.0015

151.4190,0.0016

152.4190,0.0015

153.4190,0.0015

154.4190,0.0015

155.4190,0.0015

156.4200,0.0015

157.4190,0.0015

158.4200,0.0015

159.4190,0.0015

160.4190,0.0015

161.4190,0.0015

162.4190,0.0015

163.4190,0.0015

164.4190,0.0015

165.4200,0.0015

166.4190,0.0015

167.4190,0.0015

168.4190,0.0015

169.4190,0.0015

170.4190,0.0015

171.4190,0.0015

172.4190,0.0015

173.4190,0.0015

174.4190,0.0015

175.4190,0.0015

176.4190,0.0015

177.4190,0.0015

178.4190,0.0015

179.4190,0.0015

180.4200,0.0015

181.4190,0.0015

182.4200,0.0015

183.4190,0.0015

184.4190,0.0015

185.4190,0.0015

186.4190,0.0015

187.4200,0.0015

188.4190,0.0015

189.4190,0.0015

190.4190,0.0015

191.4190,0.0015

192.4190,0.0015

193.4190,0.0015

194.4190,0.0015

195.4190,0.0015

196.4200,0.0015

197.4190,0.0015

198.4190,0.0015

199.4190,0.0015

200.4200,0.0015

201.4200,0.0015

202.4190,0.0015

203.4190,0.0015

204.4190,0.0015

205.4200,0.0015

206.4200,0.0015

207.4190,0.0015

208.4190,0.0015

209.4200,0.0015

210.4190,0.0015

211.4190,0.0015

212.4190,0.0015

213.4200,0.0015

214.4190,0.0015

215.4200,0.0015

216.4190,0.0015

217.4190,0.0015

218.4190,0.0015

219.4190,0.0015

220.4200,0.0015

221.4190,0.0015

222.4190,0.0015

223.4190,0.0015

224.4200,0.0015

225.4190,0.0015

226.4200,0.0015

227.4190,0.0015

228.4190,0.0015

229.4190,0.0015

230.4190,0.0015

231.4190,0.0015

232.4190,0.0015

233.4190,0.0015

234.4190,0.0015

235.4190,0.0015

236.4190,0.0015

237.4190,0.0015

238.4190,0.0015

239.4190,0.0015

240.4190,0.0015

241.4190,0.0015

242.4190,0.0015

243.4200,0.0015

244.4190,0.0015

245.4190,0.0015

246.4190,0.0015

247.4190,0.0015

248.4190,0.0015

249.4190,0.0015

250.4190,0.0015

251.4190,0.0015

252.4190,0.0015

253.4200,0.0015

254.4190,0.0015

255.4190,0.0015

256.4200,0.0015

257.4190,0.0015

258.4190,0.0015

259.4190,0.0015

260.4190,0.0015

261.4190,0.0015

262.4190,0.0015

263.4200,0.0015

264.4190,0.0015

265.4200,0.0015

266.4190,0.0015

267.4190,0.0015

268.4190,0.0015

269.4190,0.0015

270.4190,0.0015

271.4200,0.0015

272.4190,0.0015

273.4190,0.0015

274.4190,0.0015

275.4190,0.0015

276.4190,0.0015

277.4190,0.0015

278.4190,0.0015

279.4190,0.0015

280.4190,0.0015

281.4200,0.0015

282.4200,0.0015

283.4190,0.0015

284.4190,0.0015

285.4200,0.0015

286.4190,0.0015

287.4190,0.0015

288.4190,0.0015

289.4190,0.0015

290.4200,0.0015

291.4200,0.0015

292.4190,0.0015

293.4190,0.0015

294.4190,0.0015

295.4200,0.0015

296.4190,0.0015

297.4190,0.0015

298.4190,0.0015

299.4190,0.0015

300.4190,0.0015

301.4190,0.0015

302.4190,0.0015

303.4190,0.0015

304.4190,0.0015

305.4190,0.0015

306.4190,0.0015

307.4190,0.0015

308.4190,0.0015

309.4190,0.0015

310.4190,0.0015

311.4190,0.0015

312.4190,0.0015

313.4190,0.0015

314.4190,0.0015

315.4200,0.0015

316.4190,0.0015

317.4190,0.0015

318.4190,0.0015

319.4190,0.0016

320.4190,0.0015

321.4200,0.0015

322.4200,0.0015

323.4190,0.0015

324.4190,0.0015

325.4190,0.0015

326.4190,0.0015

327.4200,0.0015

328.4200,0.0015

329.4190,0.0015

330.4190,0.0015

331.4190,0.0015

332.4200,0.0015

333.4190,0.0015

334.4190,0.0015

335.4190,0.0015

336.4200,0.0015

337.4190,0.0015

338.4190,0.0015

339.4190,0.0015

340.4190,0.0015

341.4190,0.0015

342.4190,0.0015

343.4190,0.0015

344.4200,0.0015

345.4190,0.0015

346.4200,0.0015

347.4190,0.0015

348.4190,0.0015

349.4190,0.0015

350.4190,0.0015

351.4190,0.0015

352.4200,0.0015

353.4200,0.0015

354.4190,0.0015

355.4190,0.0015

356.4190,0.0015

357.4190,0.0015

358.4190,0.0015

359.4190,0.0015

360.4190,0.0015

361.4190,0.0015

362.4190,0.0015

363.4190,0.0015

364.4190,0.0015

365.4200,0.0015

366.4190,0.0015

367.4190,0.0015

368.4190,0.0015

369.4200,0.0015

370.4200,0.0015

371.4190,0.0015

372.4200,0.0015

373.4190,0.0015

374.4190,0.0015

375.4190,0.0015

376.4190,0.0015

377.4190,0.0015

378.4200,0.0015

379.4190,0.0015

380.4190,0.0015

381.4200,0.0015

382.4190,0.0015

383.4190,0.0015

384.4190,0.0015

385.4190,0.0015

386.4190,0.0015

387.4190,0.0015

388.4190,0.0015

389.4190,0.0015

390.4190,0.0015

391.4200,0.0015

392.4200,0.0015

393.4190,0.0015

394.4190,0.0015

395.4190,0.0015

396.4190,0.0015

397.4190,0.0015

398.4190,0.0015

399.4190,0.0015

400.4190,0.0015

401.4200,0.0015

402.4190,0.0015

403.4190,0.0015

404.4200,0.0015

405.4190,0.0015

406.4190,0.0015

407.4190,0.0015

408.4190,0.0015

409.4200,0.0015

410.4190,0.0015

411.4190,0.0015

412.4190,0.0015

413.4190,0.0015

414.4190,0.0015

415.4200,0.0015

416.4190,0.0015

417.4190,0.0015

418.4200,0.0015

419.4190,0.0015

420.4200,0.0015

421.4190,0.0015

422.4190,0.0015

423.4190,0.0015

424.4190,0.0016

425.4190,0.0015

426.4200,0.0015

427.4190,0.0015

428.4190,0.0015

429.4200,0.0015

430.4190,0.0015

431.4190,0.0015

432.4200,0.0015

433.4190,0.0015

434.4190,0.0015

435.4190,0.0015

436.4200,0.0015

437.4190,0.0015

438.4190,0.0015

439.4190,0.0015

440.4190,0.0015

441.4190,0.0015

442.4190,0.0015

443.4190,0.0015

444.4200,0.0015

