Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.8720,0.2919,-0.0788,3.1938,2.5155,2.5147,9.3678,1.0938,1.5885,9.3678,2.6998

2.2290,0.2919,0.2917,2.9469,2.8242,3.5026,9.4913,1.3408,1.8663,9.4913,2.9556

3.0160,0.4771,0.2917,2.7617,2.5155,2.2677,9.3061,1.1555,1.5782,9.3061,2.6822

4.0170,-0.0785,0.3534,2.5147,2.5772,1.9590,9.3061,1.4643,1.4650,9.3061,2.5852

5.0160,0.1684,0.9708,2.6999,2.5155,2.8852,9.3061,2.0817,1.8869,9.3061,2.9468

6.0160,0.0450,0.2917,0.8477,3.0094,2.3295,9.4913,1.2173,1.2901,9.4913,2.4617

