Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2450,0.5312,0.0347

1.6750,0.4849,-0.0167

2.6750,0.5405,0.0450

3.6760,2.0315,1.7017

4.6750,1.7445,1.3827

5.6750,1.7445,1.3827

6.6750,1.6750,1.3055

7.6750,1.7352,1.3724

8.6750,1.7445,1.3827

9.6750,1.7537,1.3930

10.6750,1.7583,1.3982

11.6750,1.7306,1.3673

12.6750,1.7352,1.3724

13.6750,1.7398,1.3776

14.6750,1.7074,1.3416

15.6750,0.5359,0.0399

16.6760,0.5405,0.0450

17.6750,0.5405,0.0450

18.6750,0.5081,0.0090

19.6750,0.5359,0.0399

20.6760,0.5359,0.0399

21.6750,0.5498,0.0553

22.6750,0.5359,0.0399

23.6750,0.5359,0.0399

24.6750,0.5683,0.0759

25.6750,0.5405,0.0450

26.6760,0.5312,0.0347

27.6750,0.5359,0.0399

28.6750,0.5266,0.0296

29.6750,0.5405,0.0450

30.6750,0.5266,0.0296

31.6750,0.5405,0.0450

32.6760,0.5359,0.0399

33.6750,0.5498,0.0553

34.6750,0.5405,0.0450

35.6760,0.5312,0.0347

36.6750,0.5312,0.0347

37.6750,0.5405,0.0450

38.6760,0.5359,0.0399

39.6760,0.5266,0.0296

40.6750,0.5266,0.0296

41.6750,0.5544,0.0604

42.6750,0.5498,0.0553

43.6750,0.5544,0.0604

44.6760,0.5359,0.0399

45.6750,0.5035,0.0038

46.6750,0.5405,0.0450

47.6750,0.5961,0.1067

48.6750,0.5220,0.0244

49.6750,0.5451,0.0501

50.6750,0.5405,0.0450

51.6750,0.5312,0.0347

52.6750,0.5405,0.0450

53.6750,0.5312,0.0347

54.6750,0.5405,0.0450

55.6760,0.5312,0.0347

56.6750,0.5498,0.0553

57.6750,0.5405,0.0450

58.6760,0.5405,0.0450

59.6750,0.5266,0.0296

60.6760,0.5266,0.0296

61.6750,0.5312,0.0347

62.6750,0.5498,0.0553

63.6750,0.5405,0.0450

64.6750,0.5451,0.0501

65.6760,0.5451,0.0501

66.6760,0.5127,0.0141

67.6750,0.5498,0.0553

68.6750,0.5405,0.0450

69.6760,0.5451,0.0501

70.6760,0.6377,0.1530

71.6750,0.5405,0.0450

72.6750,0.5035,0.0038

73.6750,0.5359,0.0399

74.6750,0.5173,0.0193

75.6750,0.5451,0.0501

76.6750,0.5359,0.0399

77.6750,0.5498,0.0553

78.6750,0.5312,0.0347

79.6760,0.5451,0.0501

80.6750,0.5312,0.0347

81.6750,0.5405,0.0450

82.6750,0.5498,0.0553

83.6750,0.5312,0.0347

84.6750,0.5266,0.0296

85.6750,0.5359,0.0399

86.6750,0.5451,0.0501

87.6750,0.5590,0.0656

88.6750,0.5451,0.0501

89.6750,0.5451,0.0501

90.6750,0.5405,0.0450

91.6750,0.5405,0.0450

92.6750,0.5544,0.0604

93.6750,0.5451,0.0501

94.6750,0.5359,0.0399

95.6750,0.5266,0.0296

96.6750,0.5405,0.0450

97.6760,0.5220,0.0244

98.6750,0.5359,0.0399

99.6750,0.5359,0.0399

100.6760,0.5451,0.0501

101.6750,0.5498,0.0553

102.6750,0.5451,0.0501

103.6750,0.5451,0.0501

104.6750,0.5405,0.0450

105.6750,0.5220,0.0244

106.6750,0.5312,0.0347

107.6750,0.5405,0.0450

108.6760,0.5498,0.0553

109.6750,0.5405,0.0450

110.6750,0.5775,0.0862

111.6750,0.5544,0.0604

112.6750,0.5544,0.0604

113.6750,0.5405,0.0450

114.6750,0.5498,0.0553

115.6760,0.5359,0.0399

116.6750,0.5359,0.0399

117.6750,0.5451,0.0501

118.6750,0.5359,0.0399

119.6750,0.5405,0.0450

120.6750,0.5359,0.0399

121.6750,0.5173,0.0193

122.6750,0.5451,0.0501

123.6750,0.5405,0.0450

124.6750,0.5590,0.0656

125.6750,0.5405,0.0450

126.6750,0.5405,0.0450

127.6760,0.5498,0.0553

128.6760,0.5405,0.0450

129.6750,0.5266,0.0296

