Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2710,0.7857,1.2794,3.5025,3.1946,3.0087,8.8739,1.8347,2.2676,8.8739,3.2114

1.6590,0.6622,0.7856,4.2434,3.6267,3.0704,8.8739,1.9582,2.3911,8.8739,3.3172

2.6580,0.9709,0.5386,3.4408,3.3798,3.0704,3.2560,1.9582,2.2264,3.2560,2.3735

3.6590,0.8474,1.2177,3.2556,3.1328,3.2556,3.0707,1.7112,2.2367,3.0707,2.3559

4.6580,0.7857,0.4151,3.5643,3.5650,2.9469,2.8855,1.4025,2.1133,2.8855,2.2236

5.6590,0.6622,1.2177,3.7495,3.0711,3.3791,2.8238,2.3286,2.4014,2.8238,2.4617

6.6580,0.9092,1.2177,2.9469,3.1328,2.2677,2.7621,2.0199,2.0824,2.7621,2.1795

7.6580,0.9709,1.1560,3.4408,3.6885,3.2556,3.0707,2.1434,2.4425,3.0707,2.5323

8.6580,0.7857,1.4029,3.5643,3.3180,3.0087,2.8855,1.7730,2.3088,2.8855,2.3912

9.6600,1.1561,0.9708,3.8112,3.5033,3.1321,3.2560,1.7730,2.3911,3.2560,2.5146

10.6590,0.6622,1.6499,3.6260,3.0711,3.1321,3.0707,1.7730,2.3191,3.0707,2.4264

11.6580,1.2795,1.4647,3.3791,3.0711,3.4409,3.3177,1.8347,2.4116,3.3177,2.5411

12.6580,0.7240,1.2177,3.4408,3.5650,3.1939,3.0090,1.8964,2.3396,3.0090,2.4353

13.6580,0.9709,1.1560,3.3173,3.1946,3.3791,3.2560,1.7730,2.2985,3.2560,2.4353

14.6580,0.8474,0.9708,3.6260,2.8859,3.3174,3.4412,1.6495,2.2162,3.4412,2.3912

15.6580,0.7240,1.3412,3.5025,3.4415,3.2556,3.1942,1.8347,2.3499,3.1942,2.4705

16.6580,0.7240,1.2177,3.4408,3.1946,3.5026,3.1942,2.0817,2.3602,3.1942,2.4794

17.6580,1.0943,1.1560,3.3173,3.3180,3.1939,3.4412,1.9582,2.3396,3.4412,2.4970

18.6580,1.0943,1.2794,3.6878,3.6885,3.3174,2.8855,1.7730,2.4734,2.8855,2.5323

19.6590,0.7857,1.2177,3.1321,3.2563,3.0704,3.2560,1.7730,2.2059,3.2560,2.3559

20.6590,0.6622,1.0325,3.4408,3.2563,3.3174,3.7498,1.4643,2.1956,3.7498,2.4176

21.6580,0.6005,1.1560,3.6260,3.2563,3.6261,3.3177,1.7112,2.3294,3.3177,2.4705

22.6580,0.7857,0.9090,3.6260,3.5033,3.4409,3.3794,2.0199,2.3808,3.3794,2.5235

23.6580,0.7240,1.6499,3.1938,3.5650,3.0087,3.0707,1.5260,2.2779,3.0707,2.3912

