Elapsed Time (s), Rod voltage (V)
1.2390,NaN

1.5930,0.2045

2.4220,0.2046

3.4210,0.2045

4.4220,0.2045

5.4210,0.2045

6.4210,0.2045

7.4220,0.2045

8.4210,0.2045

9.4210,0.2045

10.4210,0.2045

11.4210,0.2045

12.4210,0.2045

13.4210,0.2045

14.4210,0.2044

15.4210,0.2045

16.4220,0.2044

17.4220,0.2045

18.4210,0.2045

19.4220,0.2044

20.4220,0.2045

21.4210,0.2044

22.4220,0.2044

23.4210,0.2044

24.4220,0.2043

25.4210,0.2043

26.4210,0.2043

27.4210,0.2043

28.4210,0.2042

29.4210,0.2042

30.4210,0.2042

31.4210,0.2041

32.4210,0.2041

33.4210,0.2041

34.4210,0.2041

35.4210,0.2042

36.4210,0.2041

37.4210,0.2041

38.4210,0.2041

39.4210,0.2040

40.4210,0.2042

41.4220,0.2041

42.4220,0.2040

43.4210,0.2040

44.4210,0.2041

45.4220,0.2040

46.4210,0.2040

47.4210,0.2041

48.4210,0.2041

49.4220,0.2040

50.4210,0.2040

51.4210,0.2040

52.4210,0.2040

53.4210,0.2040

54.4220,0.2039

55.4220,0.2039

56.4210,0.2039

57.4210,0.2039

58.4210,0.2039

59.4210,0.2038

60.4210,0.2039

61.4210,0.2038

62.4210,0.2038

63.4210,0.2038

64.4210,0.2037

65.4210,0.2037

66.4210,0.2037

67.4220,0.2038

68.4210,0.2038

69.4220,0.2037

70.4210,0.2037

71.4210,0.2038

72.4210,0.2037

73.4210,0.2037

74.4210,0.2037

75.4220,0.2037

76.4210,0.2037

77.4210,0.2036

78.4210,0.2037

79.4210,0.2036

80.4210,0.2036

81.4210,0.2037

82.4210,0.2036

83.4220,0.2036

84.4210,0.2035

85.4210,0.2035

86.4210,0.2034

87.4210,0.2035

88.4210,0.2035

89.4210,0.2035

90.4210,0.2035

91.4210,0.2035

92.4210,0.2035

93.4220,0.2034

94.4220,0.2034

95.4210,0.2035

96.4210,0.2036

97.4220,0.2034

98.4220,0.2034

99.4210,0.2034

100.4220,0.2033

101.4210,0.2033

102.4220,0.2034

103.4210,0.2033

104.4210,0.2033

105.4210,0.2034

106.4210,0.2033

107.4210,0.2033

108.4210,0.2033

109.4210,0.2033

110.4210,0.2033

111.4210,0.2033

112.4210,0.2032

113.4210,0.2033

114.4210,0.2032

115.4210,0.2031

116.4210,0.2032

117.4210,0.2032

118.4210,0.2031

119.4210,0.2032

120.4210,0.2030

121.4210,0.2031

122.4210,0.2032

123.4210,0.2031

124.4210,0.2031

125.4210,0.2030

126.4220,0.2030

127.4210,0.2030

128.4210,0.2030

129.4220,0.2030

130.4210,0.2030

131.4220,0.2030

132.4210,0.2030

133.4210,0.2030

134.4220,0.2029

135.4210,0.2030

136.4210,0.2029

137.4220,0.2029

138.4210,0.2029

139.4210,0.2029

140.4210,0.2029

141.4210,0.2028

142.4210,0.2029

143.4220,0.2029

144.4210,0.2028

145.4230,0.2028

146.4210,0.2028

147.4210,0.2028

148.4210,0.2027

149.4210,0.2027

150.4210,0.2027

151.4210,0.2027

152.4210,0.2026

153.4210,0.2026

154.4210,0.2026

155.4220,0.2027

156.4210,0.2026

157.4210,0.2026

158.4210,0.2026

159.4210,0.2026

160.4210,0.2026

161.4220,0.2026

162.4210,0.2026

163.4210,0.2026

164.4210,0.2025

165.4230,0.2026

166.4210,0.2025

167.4210,0.2025

168.4210,0.2025

169.4220,0.2024

170.4220,0.2025

171.4210,0.2024

172.4210,0.2024

173.4210,0.2024

174.4210,0.2024

175.4210,0.2023

176.4210,0.2023

177.4210,0.2024

178.4210,0.2023

179.4210,0.2022

180.4210,0.2023

181.4220,0.2022

182.4210,0.2022

183.4210,0.2022

184.4210,0.2022

185.4210,0.2021

186.4210,0.2022

187.4210,0.2022

188.4210,0.2021

189.4220,0.2021

190.4210,0.2021

191.4210,0.2021

192.4220,0.2021

193.4220,0.2021

194.4210,0.2021

195.4210,0.2020

196.4210,0.2020

197.4210,0.2020

198.4210,0.2020

199.4210,0.2019

200.4210,0.2019

201.4210,0.2019

202.4210,0.2018

203.4220,0.2019

204.4220,0.2018

205.4210,0.2017

206.4220,0.2017

207.4210,0.2017

208.4210,0.2017

209.4210,0.2017

210.4210,0.2017

211.4210,0.2017

212.4210,0.2016

213.4220,0.2016

214.4220,0.2016

215.4220,0.2016

216.4220,0.2016

217.4220,0.2017

218.4210,0.2015

219.4210,0.2015

220.4220,0.2016

221.4210,0.2014

222.4220,0.2015

223.4220,0.2016

224.4220,0.2015

225.4210,0.2015

226.4210,0.2014

227.4210,0.2014

228.4210,0.2014

229.4210,0.2014

230.4210,0.2014

231.4210,0.2013

232.4210,0.2013

233.4210,0.2013

234.4210,0.2012

235.4210,0.2013

236.4210,0.2012

237.4210,0.2012

238.4210,0.2011

239.4210,0.2012

240.4210,0.2012

241.4210,0.2011

242.4210,0.2010

243.4210,0.2011

244.4220,0.2011

245.4220,0.2012

246.4210,0.2011

247.4220,0.2011

248.4210,0.2011

249.4210,0.2011

250.4210,0.2011

251.4210,0.2011

252.4210,0.2010

253.4220,0.2010

254.4210,0.2010

255.4210,0.2010

256.4210,0.2011

257.4210,0.2011

258.4210,0.2011

259.4220,0.2011

260.4210,0.2010

261.4220,0.2010

262.4220,0.2010

263.4210,0.2011

264.4220,0.2011

265.4210,0.2010

266.4220,0.2011

267.4210,0.2011

268.4210,0.2010

269.4210,0.2010

270.4220,0.2010

271.4210,0.2010

272.4210,0.2010

273.4210,0.2010

274.4220,0.2010

275.4210,0.2010

276.4210,0.2009

277.4210,0.2009

278.4210,0.2009

279.4210,0.2009

280.4210,0.2009

281.4210,0.2008

282.4210,0.2008

283.4210,0.2008

284.4220,0.2008

285.4220,0.2008

286.4210,0.2009

287.4210,0.2008

288.4210,0.2008

289.4220,0.2008

290.4210,0.2008

291.4210,0.2008

292.4210,0.2008

293.4210,0.2008

294.4210,0.2007

295.4220,0.2007

296.4220,0.2007

297.4210,0.2007

298.4210,0.2007

299.4220,0.2007

300.4210,0.2007

301.4210,0.2007

302.4210,0.2006

303.4210,0.2007

304.4220,0.2006

305.4210,0.2005

306.4210,0.2006

307.4210,0.2006

308.4210,0.2006

309.4210,0.2006

310.4210,0.2006

311.4210,0.2006

312.4210,0.2006

313.4220,0.2005

314.4220,0.2005

315.4210,0.2004

316.4210,0.2005

317.4210,0.2005

318.4210,0.2005

319.4210,0.2004

320.4210,0.2005

321.4210,0.2005

322.4210,0.2005

323.4210,0.2004

324.4220,0.2004

325.4220,0.2004

326.4220,0.2004

327.4220,0.2003

328.4210,0.2003

329.4210,0.2003

330.4210,0.2003

331.4210,0.2003

332.4210,0.2003

333.4210,0.2003

334.4210,0.2002

335.4220,0.2002

336.4220,0.2002

337.4220,0.2002

338.4210,0.2003

339.4210,0.2002

340.4220,0.2002

341.4220,0.2002

342.4210,0.2002

343.4210,0.2001

344.4210,0.2002

345.4210,0.2002

346.4210,0.2001

347.4210,0.2001

348.4210,0.2002

349.4220,0.2002

350.4210,0.2001

351.4230,0.2001

352.4210,0.2002

353.4230,0.2002

354.4220,0.2001

355.4210,0.2001

356.4220,0.2002

357.4210,0.2001

358.4220,0.2001

359.4210,0.2001

360.4210,0.2001

361.4210,0.2001

362.4210,0.2001

363.4210,0.2002

364.4210,0.2000

365.4220,0.2001

366.4220,0.2000

367.4210,0.2001

368.4220,0.2001

369.4210,0.2000

370.4210,0.2000

371.4220,0.2000

372.4210,0.2000

373.4210,0.2000

374.4210,0.2000

375.4220,0.2000

376.4210,0.2000

377.4220,0.1999

378.4210,0.1999

379.4220,0.1999

380.4210,0.1998

381.4210,0.1999

382.4210,0.1998

383.4220,0.1998

384.4210,0.1998

385.4210,0.1997

386.4210,0.1998

387.4210,0.1998

388.4210,0.1997

389.4220,0.1997

390.4210,0.1997

391.4220,0.1997

392.4210,0.1997

393.4210,0.1998

394.4210,0.1997

395.4210,0.1997

396.4210,0.1997

397.4210,0.1997

398.4220,0.1997

399.4210,0.1996

400.4210,0.1997

401.4210,0.1997

402.4220,0.1997

403.4220,0.1997

404.4210,0.1997

405.4220,0.1997

406.4210,0.1996

407.4210,0.1996

408.4220,0.1995

409.4210,0.1995

410.4220,0.1996

411.4210,0.1995

412.4210,0.1995

413.4210,0.1996

414.4210,0.1996

415.4220,0.1995

416.4210,0.1996

417.4210,0.1995

418.4210,0.1996

419.4210,0.1995

420.4220,0.1995

421.4220,0.1995

422.4220,0.1996

423.4210,0.1995

424.4220,0.1995

425.4210,0.1995

426.4210,0.1995

427.4210,0.1995

428.4210,0.1995

429.4210,0.1994

430.4210,0.1995

431.4210,0.1994

432.4220,0.1994

433.4220,0.1995

434.4210,0.1993

435.4220,0.1994

436.4220,0.1994

437.4210,0.1995

438.4220,0.1994

439.4220,0.1994

440.4210,0.1994

441.4210,0.1993

442.4210,0.1993

443.4210,0.1994

444.4210,0.1994

445.4210,0.1994

446.4210,0.1993

447.4210,0.1993

448.4220,0.1993

449.4220,0.1993

450.4220,0.1993

451.4220,0.1993

452.4220,0.1993

453.4210,0.1993

454.4210,0.1993

455.4210,0.1993

456.4220,0.1993

457.4210,0.1993

458.4210,0.1992

459.4220,0.1992

460.4210,0.1993

461.4210,0.1992

462.4220,0.1992

463.4210,0.1992

464.4210,0.1992

465.4220,0.1992

466.4210,0.1991

467.4220,0.1991

468.4210,0.1991

469.4220,0.1992

470.4210,0.1991

471.4210,0.1991

472.4210,0.1992

473.4210,0.1991

474.4210,0.1992

475.4210,0.1992

476.4220,0.1993

477.4210,0.1992

478.4230,0.1991

479.4210,0.1991

480.4210,0.1992

481.4210,0.1991

482.4210,0.1991

483.4210,0.1991

484.4210,0.1991

485.4210,0.1991

486.4210,0.1990

487.4210,0.1990

488.4210,0.1990

489.4210,0.1990

490.4210,0.1990

491.4210,0.1990

492.4210,0.1990

493.4210,0.1990

494.4210,0.1990

495.4220,0.1990

496.4210,0.1990

497.4220,0.1989

498.4220,0.1989

499.4210,0.1989

500.4220,0.1989

501.4210,0.1989

502.4210,0.1989

503.4210,0.1989

504.4210,0.1989

505.4220,0.1988

506.4210,0.1989

507.4210,0.1989

508.4210,0.1989

509.4210,0.1988

510.4210,0.1988

511.4220,0.1988

512.4210,0.1988

513.4210,0.1989

514.4210,0.1988

515.4210,0.1988

516.4210,0.1988

517.4210,0.1988

518.4220,0.1988

519.4210,0.1987

520.4210,0.1988

521.4220,0.1987

522.4210,0.1986

523.4210,0.1987

524.4210,0.1986

525.4210,0.1987

526.4210,0.1986

527.4220,0.1987

528.4220,0.1987

529.4210,0.1987

530.4210,0.1986

531.4220,0.1986

532.4210,0.1986

533.4210,0.1986

534.4210,0.1986

535.4220,0.1986

536.4210,0.1986

537.4210,0.1986

538.4210,0.1986

539.4220,0.1986

540.4210,0.1986

541.4210,0.1986

542.4210,0.1985

543.4220,0.1986

544.4210,0.1985

545.4220,0.1987

546.4210,0.1986

547.4210,0.1987

548.4210,0.1986

549.4220,0.1986

550.4210,0.1986

551.4210,0.1986

552.4220,0.1985

553.4220,0.1985

554.4210,0.1985

555.4220,0.1984

556.4210,0.1986

557.4210,0.1985

558.4210,0.1985

559.4210,0.1985

560.4210,0.1985

561.4210,0.1985

562.4210,0.1984

563.4210,0.1985

564.4210,0.1985

565.4210,0.1984

566.4210,0.1985

567.4210,0.1984

568.4210,0.1984

569.4210,0.1985

570.4210,0.1984

571.4220,0.1985

572.4210,0.1985

573.4220,0.1985

574.4220,0.1984

575.4210,0.1985

576.4220,0.1985

577.4220,0.1984

578.4220,0.1984

579.4210,0.1984

580.4220,0.1985

581.4210,0.1984

582.4210,0.1984

583.4210,0.1984

584.4210,0.1985

585.4210,0.1984

586.4210,0.1985

587.4210,0.1984

588.4210,0.1984

589.4210,0.1984

590.4210,0.1984

591.4220,0.1984

592.4210,0.1984

593.4210,0.1983

594.4210,0.1985

595.4210,0.1984

596.4210,0.1983

597.4210,0.1983

598.4210,0.1984

599.4210,0.1983

600.4210,0.1983

601.4210,0.1983

602.4210,0.1983

603.4210,0.1983

604.4220,0.1983

605.4220,0.1983

606.4220,0.1983

607.4210,0.1983

608.4220,0.1983

609.4210,0.1982

610.4210,0.1982

611.4210,0.1983

612.4220,0.1983

613.4210,0.1982

614.4210,0.1983

615.4210,0.1982

616.4210,0.1982

617.4210,0.1982

618.4220,0.1982

619.4210,0.1981

620.4210,0.1981

621.4220,0.1982

622.4210,0.1982

623.4210,0.1981

624.4210,0.1982

625.4210,0.1982

626.4220,0.1982

627.4210,0.1982

628.4220,0.1982

629.4210,0.1981

630.4210,0.1981

631.4210,0.1981

632.4210,0.1981

633.4220,0.1981

634.4210,0.1980

635.4220,0.1981

636.4210,0.1981

637.4210,0.1981

638.4210,0.1981

639.4220,0.1980

640.4220,0.1981

641.4210,0.1982

642.4210,0.1982

643.4210,0.1982

644.4220,0.1982

645.4210,0.1982

646.4210,0.1982

647.4210,0.1982

648.4210,0.1982

649.4220,0.1981

650.4210,0.1982

651.4210,0.1982

652.4210,0.1981

653.4220,0.1982

654.4210,0.1982

655.4220,0.1982

656.4210,0.1981

657.4210,0.1981

658.4210,0.1980

659.4210,0.1981

660.4210,0.1980

661.4220,0.1981

662.4210,0.1981

663.4220,0.1981

664.4210,0.1982

665.4210,0.1981

666.4210,0.1981

667.4210,0.1982

668.4220,0.1981

669.4210,0.1982

670.4210,0.1981

671.4210,0.1982

672.4210,0.1982

673.4210,0.1981

674.4220,0.1981

675.4210,0.1981

676.4210,0.1981

677.4210,0.1980

678.4210,0.1981

679.4210,0.1981

680.4210,0.1980

681.4210,0.1980

682.4220,0.1980

683.4210,0.1980

684.4210,0.1980

685.4210,0.1980

686.4210,0.1980

687.4210,0.1980

688.4210,0.1979
