Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2390,-0.6877,-0.0788,2.0208,2.6666,1.5886,0.0457,0.8631,1.0621,0.0457,0.9169

1.5930,-0.9449,-0.0788,1.9590,6.0106,1.2799,0.2926,0.8631,1.5148,0.2926,1.3402

2.4220,-1.2021,-0.0788,2.0208,2.1522,1.3416,-0.0778,0.6059,0.8066,-0.0778,0.6803

3.4210,-0.6877,-0.1405,2.0208,1.8950,1.8973,0.1692,0.0913,0.8460,0.1692,0.7493

4.4220,0.0839,-0.2022,2.0825,0.0944,1.7738,-0.0778,0.8631,0.7826,-0.0778,0.6597

5.4210,-0.4305,-1.4370,2.3295,1.1233,1.8355,0.0457,0.6059,0.6711,0.0457,0.5818

6.4210,-0.6877,0.0447,1.9590,2.4094,1.7121,0.0457,-0.1659,0.8786,0.0457,0.7596

7.4220,-0.6877,-0.4492,1.9590,1.6377,1.6503,0.1074,0.0913,0.7003,0.1074,0.6156

8.4210,-0.1733,0.0447,1.7738,2.9239,1.7121,-0.1395,0.6059,1.1478,-0.1395,0.9639

9.4210,-0.4305,0.1682,1.7121,2.1522,1.6503,-0.0160,1.1204,1.0621,-0.0160,0.9081

10.4210,-0.9449,0.1065,1.9590,1.6377,1.7738,0.0457,0.3486,0.8134,0.0457,0.7038

11.4210,-0.1733,0.0447,1.9590,2.9239,1.8355,0.1692,0.8631,1.2422,0.1692,1.0889

12.4210,-1.2021,0.0447,1.8355,2.1522,1.6503,-0.0778,-0.1659,0.7191,-0.0778,0.6053

13.4210,-0.9449,0.0447,1.8973,2.4094,1.5886,-0.0160,0.3486,0.8906,-0.0160,0.7611

14.4210,-0.1733,-0.0170,1.9590,1.6377,1.6503,0.1074,0.6059,0.9438,0.1074,0.8243

15.4210,-0.9449,0.0447,2.0208,1.8950,1.5268,-0.0778,0.3486,0.8152,-0.0778,0.6876

16.4220,-0.9449,0.2299,1.8973,3.1811,1.7121,-0.0160,1.1204,1.1993,-0.0160,1.0257

17.4220,-0.9449,0.1065,1.7738,2.9239,1.5268,-0.0778,0.0913,0.9129,-0.0778,0.7714

18.4210,-0.4305,0.0447,1.8973,1.8950,1.8355,-0.2013,0.6059,0.9746,-0.2013,0.8067

19.4220,-0.6877,0.2299,1.8355,3.4383,1.6503,0.1692,1.1204,1.2645,0.1692,1.1080

20.4220,-0.6877,0.1065,1.8355,1.8950,1.5886,-0.0160,0.6059,0.8906,-0.0160,0.7611

21.4210,-2.7453,0.0447,1.8973,2.4094,1.6503,-0.0778,0.6059,0.6437,-0.0778,0.5406

22.4220,-1.2021,0.1065,1.8355,1.6377,2.0208,-0.2013,1.1204,0.9198,-0.2013,0.7596

23.4210,-0.6877,0.0447,2.0208,1.8950,1.8973,-0.0778,0.3486,0.9198,-0.0778,0.7773

24.4220,-0.6877,0.1065,1.8355,2.4094,1.4651,0.0457,0.0913,0.8700,0.0457,0.7523

25.4210,-0.6877,0.0447,1.7121,2.1522,1.7738,-0.2013,-0.1659,0.8049,-0.2013,0.6611

26.4210,-0.9449,0.1682,2.2677,2.4094,1.6503,-0.0778,1.3776,1.1547,-0.0778,0.9787

27.4210,-1.4593,-0.0788,4.4904,6.7823,-0.0167,-0.1395,4.9792,2.4495,-0.1395,2.0796

28.4210,-2.4881,0.1065,3.5025,5.4962,-0.0167,-0.0778,3.4356,1.6727,-0.0778,1.4226

29.4210,-1.9737,-0.0788,3.3173,5.2389,-0.0167,-0.1395,3.9501,1.7395,-0.1395,1.4711

30.4210,-2.2309,0.0447,3.0704,5.7534,0.1685,-0.2013,4.4647,1.8784,-0.2013,1.5813

