Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
1.0070,24.8230,24.5473,23.8198,24.1026,24.2406,24.2289,24.2252,26.3862,24.3067,25.3076,24.5467

1.6230,24.8046,24.5420,23.8050,24.1019,24.2513,24.2607,24.2257,26.5391,24.3010,25.3999,24.5663

2.6230,24.8306,24.5353,23.7993,24.0967,24.2456,24.2508,24.2106,26.7589,24.3015,25.5048,24.5910

3.6230,24.8027,24.5425,23.8126,24.0817,24.2315,24.2715,24.2327,26.9833,24.2942,25.6274,24.6198

4.6230,24.8089,24.5353,23.8006,24.1037,24.2517,24.2720,24.2366,27.1785,24.3000,25.7253,24.6484

5.6230,24.8146,24.5277,23.8242,24.0881,24.2587,24.3037,24.2574,27.3779,24.3027,25.8408,24.6815

6.6220,24.8147,24.5490,23.8054,24.0919,24.2503,24.3388,24.2268,27.5830,24.3022,25.9609,24.7075

7.6230,24.7955,24.5395,23.8214,24.0777,24.2190,24.3891,24.2445,27.9093,24.2906,26.1492,24.7495

8.6220,24.7992,24.5410,23.8002,24.0929,24.2451,24.4561,24.2401,28.2224,24.2957,26.3393,24.7997

9.6230,24.8048,24.5458,23.7999,24.1105,24.2429,24.5577,24.2264,28.5760,24.3008,26.5669,24.8580

10.6230,24.8170,24.5050,23.8111,24.0976,24.2649,24.6271,24.2343,28.8833,24.2991,26.7552,24.9050

11.6220,24.8027,24.5562,23.8131,24.1001,24.2263,24.7172,24.2347,29.1783,24.2997,26.9478,24.9536

12.6230,24.8109,24.5442,23.8243,24.0772,24.2635,24.7854,24.2386,29.4170,24.3040,27.1012,24.9951

13.6230,24.7901,24.5244,23.7870,24.0796,24.2574,24.8293,24.2395,29.5971,24.2877,27.2132,25.0130

14.6230,24.8150,24.5517,23.8024,24.1041,24.2506,24.8892,24.2172,29.6844,24.3048,27.2868,25.0393

15.6230,24.8125,24.5415,23.8390,24.0953,24.2546,24.9415,24.2317,29.7431,24.3086,27.3423,25.0574

16.6220,24.7996,24.5307,23.8117,24.0902,24.2367,24.9772,24.2306,29.7787,24.2938,27.3780,25.0569

17.6220,24.8139,24.5444,23.8097,24.0977,24.2362,24.9958,24.2444,29.8597,24.3004,27.4277,25.0752

18.6220,24.8009,24.5384,23.8193,24.0822,24.2401,25.0234,24.2414,29.8759,24.2962,27.4497,25.0777

19.6220,24.8162,24.5288,23.7965,24.0996,24.2513,25.0457,24.2377,29.9240,24.2985,27.4849,25.0875

20.6230,24.8075,24.5347,23.8010,24.0871,24.2474,25.0663,24.2309,29.9624,24.2955,27.5143,25.0922

21.6220,24.8182,24.5406,23.8221,24.0916,24.2552,25.1059,24.2549,30.0252,24.3055,27.5656,25.1142

22.6230,24.8019,24.5378,23.8036,24.0982,24.2433,25.1392,24.2287,30.0603,24.2970,27.5997,25.1141

23.6220,24.7988,24.5048,23.8274,24.0841,24.2354,25.1484,24.2251,30.1357,24.2901,27.6420,25.1200

24.6220,24.8117,24.5248,23.8322,24.0842,24.2553,25.1891,24.2294,30.2082,24.3016,27.6986,25.1419

25.6220,24.7988,24.5294,23.8033,24.1011,24.2297,25.1923,24.2355,30.2593,24.2925,27.7258,25.1437

26.6220,24.8080,24.5169,23.7940,24.0881,24.2432,25.1929,24.2498,30.3164,24.2900,27.7547,25.1512

