Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.0070,4.0283,4.2537

1.6230,4.0283,4.2537

2.6230,4.0237,4.2485

3.6230,4.0283,4.2537

4.6230,4.0237,4.2485

5.6230,4.0191,4.2434

6.6220,4.0283,4.2537

7.6230,0.2637,0.0707

8.6220,0.2405,0.0450

9.6230,0.2775,0.0862

10.6230,0.2359,0.0399

11.6220,0.2498,0.0553

12.6230,0.2451,0.0501

13.6230,4.7368,5.0409

14.6230,4.5516,4.8351

15.6230,4.5840,4.8711

16.6220,4.5840,4.8711

17.6220,4.5840,4.8711

18.6220,4.5933,4.8814

19.6220,4.5840,4.8711

20.6230,0.3748,0.1942

21.6220,0.2451,0.0501

22.6230,0.2498,0.0553

23.6220,0.2544,0.0604

24.6220,0.2405,0.0450

25.6220,0.2359,0.0399

26.6220,0.2451,0.0501

27.6220,0.2544,0.0604

28.6220,0.2451,0.0501

29.6220,0.2451,0.0501

30.6220,0.2405,0.0450

31.6220,0.2498,0.0553

32.6220,0.2405,0.0450

33.6220,0.2405,0.0450

34.6220,0.2405,0.0450

35.6220,0.2405,0.0450

36.6220,0.2451,0.0501

37.6220,0.2451,0.0501

38.6230,0.2405,0.0450

39.6220,0.2405,0.0450

40.6220,0.2359,0.0399

41.6220,0.2266,0.0296

42.6220,0.2359,0.0399

43.6220,0.2405,0.0450

44.6230,0.2451,0.0501

45.6220,0.2405,0.0450

46.6220,0.2405,0.0450

47.6220,0.2405,0.0450

48.6220,0.2312,0.0347

49.6220,0.2498,0.0553

50.6220,0.2359,0.0399

51.6220,0.2729,0.0810

52.6220,0.2405,0.0450

53.6220,0.2405,0.0450

54.6230,0.2359,0.0399

55.6220,0.2359,0.0399

56.6220,0.2544,0.0604

57.6230,0.2405,0.0450

58.6230,0.2544,0.0604

59.6230,0.2266,0.0296

60.6220,0.2405,0.0450

61.6220,4.7275,5.0306

62.6230,4.5284,4.8094

63.6220,4.5145,4.7939

64.6220,4.5423,4.8248

65.6230,4.5701,4.8557

66.6220,4.4219,4.6910

67.6220,4.4266,4.6962

68.6230,4.4173,4.6859

69.6220,4.4173,4.6859

70.6220,4.3988,4.6653

71.6220,4.4127,4.6807

72.6220,4.4127,4.6807

73.6220,4.4080,4.6756

74.6220,0.6202,0.4669

75.6220,0.2451,0.0501

76.6220,0.2405,0.0450

77.6220,0.2498,0.0553

78.6230,0.2266,0.0296

79.6230,0.2312,0.0347

80.6220,0.2405,0.0450

81.6230,0.2359,0.0399

82.6230,0.2359,0.0399

83.6220,0.2544,0.0604

84.6220,0.2498,0.0553

85.6220,0.2266,0.0296

86.6220,0.2405,0.0450

87.6220,0.2637,0.0707

88.6230,0.2312,0.0347

89.6220,0.2266,0.0296

90.6220,0.2405,0.0450

91.6220,0.2405,0.0450

92.6220,0.2266,0.0296

93.6230,0.2405,0.0450

94.6230,0.2220,0.0244

95.6220,0.2312,0.0347

96.6220,0.2359,0.0399

97.6220,0.2451,0.0501

98.6220,0.2359,0.0399

99.6220,0.2312,0.0347

100.6220,0.2405,0.0450

101.6220,0.2405,0.0450

102.6230,0.2451,0.0501

103.6220,0.2590,0.0656

104.6220,0.2498,0.0553

105.6220,0.2312,0.0347

106.6220,0.2359,0.0399

107.6220,0.2359,0.0399

108.6220,0.2498,0.0553

109.6220,0.2266,0.0296

110.6220,0.2405,0.0450

111.6220,0.2359,0.0399

112.6220,0.2405,0.0450

113.6220,0.2405,0.0450

114.6230,0.2451,0.0501

115.6220,0.2451,0.0501

116.6230,0.2451,0.0501

117.6230,0.2312,0.0347

118.6220,0.2405,0.0450

119.6220,0.2359,0.0399

120.6220,0.2220,0.0244

121.6230,0.2405,0.0450

122.6220,0.2405,0.0450

123.6220,0.2359,0.0399

124.6220,0.2451,0.0501

125.6230,0.2498,0.0553

126.6220,0.2729,0.0810

127.6220,0.2312,0.0347

128.6220,0.1942,-0.0065

129.6230,0.2498,0.0553

130.6220,0.2405,0.0450

131.6220,0.2405,0.0450

132.6220,0.2451,0.0501

133.6230,0.2498,0.0553

134.6220,0.2544,0.0604

135.6220,0.2405,0.0450

136.6220,0.2498,0.0553

137.6220,0.2405,0.0450

138.6220,0.2405,0.0450

139.6220,0.2359,0.0399

140.6220,0.2359,0.0399

141.6220,0.2359,0.0399

142.6230,0.2451,0.0501

143.6220,0.2544,0.0604

