Elapsed Time (s),T1 (deg C),T2 (deg C),T3 (deg C),T4 (deg C),T5 (deg C),T6 (deg C),T7 (deg C),T8 (deg C),Main Loop Avg Temp (deg C),HX Avg Temp (deg C),Overall Avg Temp (deg C)
0.9080,24.7866,24.4879,23.8875,24.0932,23.9466,24.2607,24.1467,24.2011,24.2247,24.2309,24.2263

1.2610,24.7765,24.5053,23.8619,24.1016,23.9456,24.2619,24.1484,24.1943,24.2232,24.2281,24.2244

2.2220,24.7450,24.4994,23.8849,24.0957,23.9425,24.2615,24.1391,24.1764,24.2178,24.2189,24.2181

3.2220,24.7746,24.4730,23.8850,24.0798,23.9474,24.2373,24.1555,24.2009,24.2192,24.2191,24.2192

4.2230,24.7696,24.5060,23.8886,24.0787,23.9520,24.2588,24.1756,24.1992,24.2284,24.2290,24.2285

5.2220,24.7791,24.4851,23.8597,24.0828,23.9396,24.2574,24.1463,24.1893,24.2154,24.2233,24.2174

6.2220,24.7669,24.4992,23.8795,24.1031,23.9598,24.2660,24.1506,24.1941,24.2265,24.2301,24.2274

7.2220,24.7782,24.5112,23.8712,24.1019,23.9289,24.2739,24.1709,24.1941,24.2270,24.2340,24.2288

8.2220,24.7789,24.4921,23.8997,24.0926,23.9517,24.2585,24.1640,24.1734,24.2298,24.2160,24.2264

9.2220,24.7838,24.4911,23.8832,24.0969,23.9380,24.2573,24.1665,24.1831,24.2266,24.2202,24.2250

10.2220,24.7785,24.4988,23.8800,24.0923,23.9386,24.2482,24.1518,24.1821,24.2233,24.2151,24.2213

11.2220,24.7605,24.4844,23.8802,24.1015,23.9247,24.2534,24.1509,24.1891,24.2170,24.2213,24.2181

12.2220,24.7412,24.4895,23.8768,24.0863,23.9406,24.2459,24.1580,24.2020,24.2154,24.2240,24.2175

13.2220,24.7737,24.4834,23.8480,24.1010,23.9435,24.2477,24.1593,24.1981,24.2182,24.2229,24.2193

14.2230,24.7509,24.5057,23.8779,24.0987,23.9597,24.2590,24.1483,24.1876,24.2235,24.2233,24.2235

15.2220,24.7786,24.4859,23.8642,24.0945,23.9493,24.2678,24.1647,24.1992,24.2229,24.2335,24.2255

