Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
28.3290,0.2451,0.0501

28.9880,0.2729,0.0810

29.9880,0.2405,0.0450

30.9880,0.2359,0.0399

31.9880,0.2359,0.0399

32.9880,0.2498,0.0553

33.9880,0.2544,0.0604

34.9880,0.2359,0.0399

35.9880,0.2359,0.0399

36.9880,0.2498,0.0553

37.9890,0.2498,0.0553

38.9880,0.2405,0.0450

39.9880,0.2405,0.0450

40.9880,0.2405,0.0450

41.9880,0.2405,0.0450

42.9880,0.2405,0.0450

43.9880,0.2544,0.0604

44.9890,0.2405,0.0450

45.9880,0.2266,0.0296

46.9880,0.2359,0.0399

47.9890,0.2590,0.0656

