Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V), Main Loop Flow (GPM), Flow Signal Amplitude (V)
1.2020,0.0104,0.0501,60.4803,0.3375

1.9270,0.0030,0.0347,Inf,0.0000

2.9270,0.0022,0.0399,0.0000,0.3483

3.9270,0.3161,1.3416,60.3204,0.2950

4.9270,0.5045,1.3416,60.4677,0.3402

5.9270,0.6301,1.3416,60.6223,0.3252

6.9270,0.7212,1.3519,60.3625,0.3108

7.9270,0.7908,1.3621,60.7504,0.3383

8.9270,0.8438,1.3519,60.6713,0.3373

9.9270,0.8887,1.3776,60.6338,0.3414

10.9270,1.0179,1.3879,60.5531,0.3380

11.9270,1.1496,1.3982,60.5783,0.3372

12.9280,1.2828,1.4187,60.4828,0.3305

13.9270,1.2893,1.4085,60.7042,0.3427

14.9270,1.2952,1.4033,60.4796,0.3435

15.9280,1.3539,1.9487,60.5319,0.3357

16.9270,1.4125,1.9590,60.4355,0.3064

17.9280,1.4712,1.9693,60.7953,0.3360

18.9280,1.5313,1.9744,60.3618,0.3347

19.9270,1.5885,1.9693,60.4987,0.3171

20.9270,1.6451,1.9744,60.4889,0.3420

21.9270,1.7003,1.9693,60.4480,0.3301

22.9270,1.7540,1.9744,60.4820,0.3110

23.9270,1.8101,1.9898,60.5915,0.2939

24.9270,1.8673,1.9950,60.5989,0.3406

25.9270,1.8663,1.9384,60.5041,0.3393

26.9280,1.8693,1.9898,60.6816,0.3455

27.9270,1.8693,1.9693,60.5256,0.2989

28.9270,1.8688,1.9693,60.4310,0.3327

29.9270,1.8688,1.9693,60.6938,0.3218

30.9270,1.8683,1.9693,60.6760,0.3432

31.9280,1.8683,1.9693,60.7047,0.3296

32.9270,1.8703,1.9950,60.6805,0.3308

33.9280,1.8713,2.0001,60.4828,0.3349

34.9270,1.8708,1.9898,60.4582,0.3310

35.9270,1.8738,1.9693,60.6623,0.3408

36.9270,1.8733,1.9847,60.4070,0.2541

37.9270,1.8738,1.9744,60.4648,0.3244

38.9270,1.8733,1.9641,60.5230,0.3459

39.9270,1.8743,1.9796,60.7618,0.3286

40.9270,1.8772,2.0001,60.5269,0.2638

41.9270,1.8782,1.9796,60.6580,0.3414

42.9280,1.8747,1.9590,60.6780,0.3351

43.9270,1.8767,2.0207,60.5703,0.3154

44.9290,1.8757,1.9796,60.3501,0.3266

45.9270,1.8747,1.9590,60.5270,0.2999

46.9270,1.8747,1.9847,60.4702,0.3265

47.9270,1.8752,1.9796,60.5250,0.3382

48.9270,1.8817,2.0310,60.5862,0.3449

49.9270,1.8787,1.9487,60.7935,0.3287

50.9270,1.8743,1.9538,60.6613,0.3441

51.9280,1.8738,1.9744,60.3397,0.3043

52.9270,1.8747,1.9693,60.6857,0.3140

53.9270,1.8713,1.9847,60.6201,0.3228

54.9280,1.8698,1.9641,60.5505,0.3242

55.9270,1.8723,1.9847,60.4837,0.3426

56.9270,1.8718,1.9796,60.5707,0.2886

57.9270,1.8708,1.9693,60.5424,0.2698

58.9270,1.8653,1.9744,60.6094,0.3371

59.9270,1.8688,1.9847,60.4865,0.3180

60.9270,1.8698,1.9641,60.7424,0.3363

61.9270,1.8693,1.9693,60.6713,0.3454

62.9270,1.8713,1.9898,60.6133,0.3436

63.9280,1.8703,1.9744,60.4249,0.2677

64.9270,1.8762,2.0259,60.3731,0.3354

65.9270,1.8777,2.0001,60.5592,0.3283

66.9270,1.8807,2.0104,60.5940,0.3304

67.9280,1.8802,1.9641,60.6482,0.2899

68.9270,1.8797,1.9693,60.7285,0.3425

69.9280,1.8762,1.9487,60.5631,0.3445

70.9270,1.8777,1.9796,60.3199,0.3013

71.9270,1.8777,1.9693,60.4575,0.3343

72.9270,1.8738,1.9487,60.4760,0.2817

73.9270,1.8743,1.9796,60.3538,0.3257

74.9270,1.8693,1.9744,60.5235,0.3387

75.9270,1.8653,1.9590,60.4998,0.3438

76.9270,1.8628,1.9847,60.5279,0.3307

77.9280,1.8623,1.9590,60.5117,0.3410

78.9280,1.8638,1.9847,60.4954,0.3459

79.9270,1.8668,1.9796,60.5477,0.3355

80.9270,1.8658,1.9693,60.6099,0.3373

81.9270,1.8683,1.9950,60.6764,0.3333

82.9280,1.8693,1.9590,60.4476,0.2985

83.9270,1.8698,1.9847,60.9220,0.3055

84.9270,1.8708,1.9847,60.7484,0.3351

85.9270,1.8718,1.9693,60.4793,0.3038

86.9270,1.8698,1.9641,60.6512,0.3458

87.9270,1.8738,2.0001,60.5592,0.3143

88.9270,1.8792,2.0413,60.6513,0.3394

89.9270,1.8802,1.9898,60.5481,0.3384

90.9270,1.8807,1.9744,60.6784,0.2878

91.9270,1.8797,1.9847,60.6227,0.3408

92.9270,1.8842,2.0053,60.4996,0.3169

93.9270,1.8812,1.9538,60.4244,0.3144

94.9270,1.8802,1.9744,60.5519,0.3168

95.9270,1.8822,1.9898,60.5071,0.3295

96.9270,1.8862,2.0053,60.8099,0.3425

97.9270,1.8797,1.9333,60.6673,0.3461

98.9270,1.8787,2.0310,60.4575,0.2406

99.9270,1.8782,1.9847,60.7207,0.3477

100.9270,1.8747,1.9384,60.5614,0.3323

101.9270,1.8733,1.9693,60.7966,0.3479

102.9270,1.8713,1.9847,60.7100,0.3467

103.9270,1.8733,1.9744,60.6966,0.3426

104.9270,1.8713,1.9538,60.5744,0.3440

105.9280,1.8718,1.9950,60.6972,0.3402

106.9280,1.8693,1.9796,60.6775,0.3484

107.9280,1.8752,1.9950,60.7889,0.3334

108.9270,1.8698,1.9744,60.4871,0.3468

109.9270,1.8708,1.9950,60.3767,0.2846

110.9280,1.8738,1.9693,60.3760,0.2525

111.9280,1.8747,1.9796,60.6373,0.3409

112.9270,1.8738,1.9744,60.5934,0.3437

113.9270,1.8743,1.9796,60.6017,0.3395

114.9270,1.8757,1.9693,60.7333,0.3419

115.9270,1.8718,1.9538,60.6758,0.3405

116.9270,1.8708,1.9693,60.6216,0.3235

117.9270,1.8688,1.9744,60.5421,0.3121

118.9270,1.8703,1.9898,60.6472,0.3330

119.9270,1.8688,1.9796,60.3940,0.2534

120.9270,1.8693,1.9744,60.5540,0.3341

121.9280,1.8698,1.9847,60.4227,0.3265

122.9280,1.8738,2.0156,60.4234,0.3379

123.9280,1.8713,1.9538,60.8373,0.3222

124.9280,1.8713,1.9693,60.6756,0.2917

125.9270,1.8743,1.9847,60.6525,0.3197

126.9270,1.8747,1.9744,60.6830,0.3341

127.9270,1.8767,1.9950,60.6985,0.3424

128.9280,1.8747,1.9693,60.6789,0.3054

129.9270,1.8743,1.9744,60.5388,0.3407

130.9270,1.8757,1.9898,60.7004,0.3481

131.9290,1.8747,1.9744,60.7696,0.3332

132.9280,1.8723,1.9898,60.4467,0.3449

133.9270,1.8743,1.9744,60.5680,0.3423

134.9270,1.8693,1.9178,60.6309,0.3341

135.9270,1.8678,1.9693,60.4686,0.3386

136.9270,1.8678,1.9744,60.4560,0.3474

137.9280,1.8668,1.9847,60.7291,0.2979

138.9280,1.8658,1.9590,60.6724,0.3372

139.9270,1.8663,1.9796,60.6594,0.3376

140.9270,1.8653,1.9796,60.5245,0.3217

141.9270,1.8658,1.9796,60.3156,0.2703

142.9280,1.8648,1.9796,60.7930,0.3114

143.9270,1.8658,1.9847,60.4636,0.3460

144.9270,1.8723,1.9847,60.4847,0.3395

145.9280,1.8733,1.9796,60.4999,0.3405

146.9270,1.8743,1.9847,60.5400,0.3331

