Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
0.8900,-1.2021,0.1682,1.2799,1.3805,1.3416,-0.0778,0.0913,0.5099,-0.0778,0.4259

1.2430,-1.4593,-0.0788,1.3416,1.1233,1.4033,-0.1395,-0.1659,0.3607,-0.1395,0.2893

1.9490,-0.9449,0.0447,1.3416,1.1233,1.4033,0.0457,-1.1949,0.2955,0.0457,0.2598

2.9490,-0.4305,0.2299,1.3416,1.6377,1.3416,0.1074,0.6059,0.7877,0.1074,0.6905

3.9490,-0.9449,0.1065,1.4034,1.3805,1.4033,0.1074,-0.4232,0.4876,0.1074,0.4333

4.9500,-0.9449,-0.0170,1.3416,1.6377,1.3416,-0.2013,-0.1659,0.5322,-0.2013,0.4274

5.9500,-1.2021,-0.0788,1.4034,1.3805,1.2799,-0.0160,0.0913,0.4790,-0.0160,0.4083

