Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2080,0.2498,0.0553

1.7190,0.2405,0.0450

2.7190,0.2451,0.0501

3.7190,0.2498,0.0553

4.7200,0.2359,0.0399

5.7190,0.2498,0.0553

6.7190,0.2359,0.0399

7.7190,0.2451,0.0501

8.7200,0.2359,0.0399

9.7190,0.2405,0.0450

10.7190,0.2498,0.0553

11.7190,0.2405,0.0450

12.7190,0.2498,0.0553

13.7190,0.2405,0.0450

14.7200,0.2359,0.0399

15.7190,0.2405,0.0450

16.7200,0.2498,0.0553

17.7190,0.2405,0.0450

18.7200,0.2544,0.0604

19.7190,0.2451,0.0501

20.7200,0.2405,0.0450

21.7190,0.2405,0.0450

22.7190,0.2359,0.0399

23.7190,0.2405,0.0450

24.7190,0.2405,0.0450

25.7190,0.2451,0.0501

26.7190,0.2405,0.0450

27.7190,0.2451,0.0501

28.7190,0.2405,0.0450

29.7190,0.2405,0.0450

30.7190,0.2405,0.0450

31.7200,0.2405,0.0450

32.7200,0.2498,0.0553

33.7190,0.2451,0.0501

34.7190,0.2775,0.0862

35.7200,0.2405,0.0450

36.7190,0.2359,0.0399

37.7200,0.2451,0.0501

38.7190,0.2405,0.0450

39.7200,0.2359,0.0399

40.7190,0.2359,0.0399

41.7190,0.2266,0.0296

42.7190,0.2451,0.0501

43.7190,0.2405,0.0450

44.7190,0.2405,0.0450

45.7190,0.2498,0.0553

46.7200,0.2405,0.0450

47.7200,0.2451,0.0501

48.7190,0.2544,0.0604

49.7190,0.2359,0.0399

50.7200,0.2405,0.0450

51.7200,0.2498,0.0553

52.7200,0.2405,0.0450

53.7190,0.2498,0.0553

54.7190,0.2405,0.0450

55.7190,0.2451,0.0501

56.7190,0.2359,0.0399

57.7190,0.2498,0.0553

58.7190,0.2498,0.0553

59.7200,0.2405,0.0450

60.7190,0.2451,0.0501

61.7200,0.2405,0.0450

62.7190,0.2405,0.0450

63.7200,0.2451,0.0501

64.7190,0.2312,0.0347

65.7190,0.2451,0.0501

66.7200,0.2359,0.0399

67.7190,0.2127,0.0141

68.7200,0.2405,0.0450

69.7210,0.2312,0.0347

70.7200,0.2405,0.0450

71.7190,0.2359,0.0399

72.7190,0.2405,0.0450

73.7190,0.2359,0.0399

74.7200,0.2405,0.0450

75.7190,0.2498,0.0553

76.7190,0.2498,0.0553

77.7200,0.2451,0.0501

