Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
0.9510,0.2451,0.0501

1.3050,0.2266,0.0296

1.9840,0.2451,0.0501

2.9850,0.2451,0.0501

3.9840,0.2359,0.0399

4.9840,0.2312,0.0347

5.9840,0.2405,0.0450

6.9850,0.2405,0.0450

7.9840,0.2498,0.0553

8.9840,0.2498,0.0553

9.9850,0.2498,0.0553

10.9850,0.2451,0.0501

11.9840,0.2451,0.0501

12.9840,0.2312,0.0347

13.9840,0.2312,0.0347

14.9840,0.2451,0.0501

15.9840,0.2359,0.0399

16.9840,0.2451,0.0501

17.9840,0.2498,0.0553

18.9840,0.2127,0.0141

19.9840,0.2359,0.0399

20.9840,0.2312,0.0347

21.9840,0.2544,0.0604

22.9840,0.2405,0.0450

23.9840,0.2173,0.0193

24.9840,0.2266,0.0296

25.9840,0.2498,0.0553

26.9840,0.2220,0.0244

27.9840,0.2405,0.0450

28.9850,0.2451,0.0501

29.9840,0.2266,0.0296

30.9840,0.2544,0.0604

31.9840,0.2173,0.0193

32.9850,0.2266,0.0296

33.9840,0.2081,0.0090

34.9850,0.2405,0.0450

35.9850,3.7088,3.8987

36.9840,3.7505,3.9450

37.9840,3.7412,3.9347

38.9840,3.7459,3.9398

39.9840,3.7597,3.9553

40.9840,3.7644,3.9604

41.9840,3.7875,3.9861

42.9840,3.7783,3.9759

43.9840,3.7736,3.9707

44.9840,3.7922,3.9913

45.9840,3.7968,3.9964

46.9840,3.7875,3.9861

47.9840,3.7644,3.9604

48.9850,3.8061,4.0067

49.9860,3.7922,3.9913

50.9840,3.7968,3.9964

51.9840,3.8014,4.0016

52.9840,3.8107,4.0119

53.9840,0.2822,0.0913

54.9850,0.2637,0.0707

55.9850,0.2266,0.0296

56.9840,0.2266,0.0296

57.9840,0.2544,0.0604

58.9840,0.2359,0.0399

59.9840,5.3758,5.7509

60.9840,0.3563,0.1736

61.9840,0.2498,0.0553

62.9840,0.2544,0.0604

63.9840,0.2590,0.0656

64.9850,0.2451,0.0501

65.9840,0.2498,0.0553

66.9840,0.2312,0.0347

67.9840,0.2359,0.0399

68.9840,0.2359,0.0399

69.9840,0.2081,0.0090

70.9840,0.2405,0.0450

71.9840,0.2312,0.0347

72.9840,0.2127,0.0141

73.9840,0.2266,0.0296

74.9840,0.2451,0.0501

75.9840,0.2498,0.0553

76.9840,0.2498,0.0553

77.9840,0.2359,0.0399

78.9840,0.2451,0.0501

79.9840,0.2590,0.0656

80.9860,0.2405,0.0450

81.9840,0.2220,0.0244

82.9840,0.2498,0.0553

83.9840,0.2451,0.0501

84.9840,0.2822,0.0913

85.9850,0.2451,0.0501

86.9840,0.2405,0.0450

87.9850,0.2312,0.0347

88.9850,0.2544,0.0604

89.9840,0.2405,0.0450

90.9850,0.2498,0.0553

91.9840,0.2173,0.0193

92.9840,0.2498,0.0553

93.9840,0.2451,0.0501

94.9850,0.2312,0.0347

95.9850,0.2173,0.0193

96.9850,0.2359,0.0399

97.9840,0.2451,0.0501

98.9840,0.2451,0.0501

99.9840,0.2498,0.0553

100.9840,0.2127,0.0141

101.9850,0.2173,0.0193

102.9840,0.2498,0.0553

103.9840,0.2405,0.0450

104.9840,0.2081,0.0090

105.9850,0.2498,0.0553

106.9840,0.2220,0.0244

107.9840,0.2590,0.0656

108.9840,0.2173,0.0193

109.9840,0.2914,0.1016

