Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2600,0.0204,0.0604

2.2500,0.0229,0.0656

3.2500,0.3915,1.2078

4.2500,0.5833,1.2387

5.2500,0.6923,1.2078

6.2500,0.7692,1.2335

7.2500,0.8121,1.1461

8.2510,0.8554,1.2387

9.2510,0.8885,1.2335

10.2500,0.9160,1.2438

11.2500,1.0249,1.1872

12.2500,1.1367,1.2232

13.2500,1.1392,1.2335

14.2500,1.1337,1.1821

15.2500,1.1352,1.2232

16.2510,1.1362,1.2438

17.2510,1.1451,1.2387

18.2500,1.1466,1.2541

19.2510,1.1461,1.2284

20.2500,1.1511,1.2953

21.2500,1.1779,1.4650

22.2500,1.2058,1.5114

23.2510,1.2321,1.5062

24.2500,1.2639,1.5114

25.2500,1.2908,1.5011

26.2500,1.3131,1.4753

27.2500,1.3390,1.5062

28.2520,1.3638,1.5114

29.2500,1.3892,1.4908

30.2510,1.4090,1.5011

31.2500,1.4115,1.4908

32.2500,1.4110,1.5062

33.2510,1.4100,1.4959

34.2500,1.4076,1.4856

35.2510,1.4100,1.5268

36.2510,1.4105,1.4805

37.2500,1.4135,1.5371

38.2500,1.4115,1.4908

39.2500,1.4120,1.4959

40.2510,1.4110,1.4908

41.2510,1.4135,1.5165

42.2500,1.4130,1.5011

43.2500,1.4160,1.5268

44.2500,1.4210,1.5371

45.2500,1.4215,1.5319

46.2500,1.4249,1.5165

47.2500,1.4220,1.5062

48.2500,1.4240,1.5114

49.2500,1.4245,1.5011

50.2510,1.4279,1.5268

51.2500,1.4279,1.5165

52.2500,1.4304,1.5268

53.2500,1.4299,1.5216

54.2500,1.4314,1.5525

55.2500,1.4284,1.5011

56.2500,1.4294,1.5268

57.2510,1.4309,1.5216

58.2510,1.4289,1.4908

59.2510,1.4314,1.5268

60.2510,1.4284,1.4959

61.2500,1.4294,1.5268

62.2510,1.4269,1.5011

63.2510,1.4264,1.5165

64.2510,1.4245,1.5319

65.2500,1.4264,1.5216

66.2500,1.4274,1.5371

67.2500,1.4279,1.5268

68.2510,1.4319,1.5319

