Elapsed Time (s), Rod voltage (V)
1.8500,NaN

2.4490,0.0018

3.4490,0.0018

4.4500,0.0018

5.4490,0.0018

6.4490,0.0018

7.4490,0.0018

8.4490,0.0018

9.4490,0.0018

10.4490,0.0018

11.4490,0.0018

12.4490,0.0018

13.4490,0.0018

14.4490,0.0018

15.4500,0.0018

16.4500,0.0018

17.4490,0.0018

18.4490,0.0018

19.4500,0.0018

20.4490,0.0018

21.4490,0.0018

22.4490,0.0018

23.4490,0.0018

24.4490,0.0018

25.4490,0.0018

26.4500,0.0018

27.4490,0.0018

28.4490,0.0018

29.4490,0.0018

30.4500,0.0018

31.4490,0.0018

32.4490,0.0018

33.4490,0.0018

34.4490,0.0018

35.4490,0.0018

36.4490,0.0018

37.4490,0.0018

38.4500,0.0018

39.4490,0.0018

40.4490,0.0018

41.4490,0.0018

42.4490,0.0018

43.4490,0.0018

44.4490,0.0018

45.4490,0.0018

46.4490,0.0018

47.4490,0.0018

48.4490,0.0018

49.4490,0.0018

50.4500,0.0018

51.4490,0.0018

52.4490,0.0018

53.4490,0.0017

54.4500,0.0017

55.4490,0.0017

56.4490,0.0017

57.4490,0.0017

58.4490,0.0017

59.4490,0.0017

60.4490,0.0017

61.4490,0.0017

62.4490,0.0017

63.4490,0.0017

64.4500,0.0017

65.4490,0.0017

66.4490,0.0017

67.4490,0.0017

68.4490,0.0017

69.4500,0.0017

70.4490,0.0017

71.4490,0.0018

72.4490,0.0017

73.4490,0.0017

74.4500,0.0018

75.4490,0.0017

76.4500,0.0017

77.4500,0.0018

78.4500,0.0017

79.4490,0.0018

80.4500,0.0017

81.4500,0.0017

82.4490,0.0017

83.4490,0.0018

84.4490,0.0017

85.4500,0.0017

86.4490,0.0017

87.4500,0.0017

88.4500,0.0017

89.4490,0.0018

90.4490,0.0017

91.4500,0.0017

92.4490,0.0017

93.4490,0.0017

94.4490,0.0017

95.4490,0.0017

96.4490,0.0017

97.4490,0.0018

98.4490,0.0017

99.4490,0.0017

100.4490,0.0017

101.4490,0.0017

102.4500,0.0017

103.4490,0.0017

104.4500,0.0017

105.4490,0.0017

106.4490,0.0017

107.4490,0.0017

108.4490,0.0017

109.4490,0.0017

110.4490,0.0018

111.4490,0.0018

112.4490,0.0017

113.4490,0.0018

114.4500,0.0017

115.4500,0.0017

116.4490,0.0017

117.4500,0.0017

118.4490,0.0017

119.4490,0.0017

120.4500,0.0017

121.4490,0.0017

122.4490,0.0017

123.4500,0.0017

124.4490,0.0017

125.4490,0.0017

126.4490,0.0017

127.4490,0.0017

128.4490,0.0017

129.4500,0.0017

130.4490,0.0017

131.4490,0.0017

132.4490,0.0017

133.4490,0.0017

134.4500,0.0018

135.4490,0.0017

136.4490,0.0017

137.4490,0.0017

138.4500,0.0017

139.4490,0.0017

140.4490,0.0017

141.4500,0.0017

142.4490,0.0017

143.4490,0.0017

144.4490,0.0017

145.4490,0.0017

146.4500,0.0017

147.4490,0.0017

148.4490,0.0017

149.4500,0.0017

150.4490,0.0017

151.4490,0.0017

152.4490,0.0017

