Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2380,0.2359,0.0399

2.2350,0.2359,0.0399

3.2340,0.2405,0.0450

4.2350,0.2359,0.0399

5.2340,0.2359,0.0399

6.2350,0.2451,0.0501

7.2340,0.2405,0.0450

8.2340,0.2359,0.0399

9.2340,0.2266,0.0296

10.2340,0.2544,0.0604

11.2340,0.2498,0.0553

12.2340,0.2359,0.0399

13.2350,0.2498,0.0553

14.2340,0.2312,0.0347

15.2340,0.2405,0.0450

16.2350,0.2405,0.0450

17.2340,0.2405,0.0450

18.2340,0.2359,0.0399

19.2340,0.2312,0.0347

20.2340,0.2451,0.0501

21.2340,0.2451,0.0501

22.2340,0.2498,0.0553

23.2340,0.2405,0.0450

24.2340,0.2498,0.0553

25.2350,0.2451,0.0501

26.2340,0.2405,0.0450

27.2350,0.2359,0.0399

28.2340,0.2451,0.0501

29.2340,0.2359,0.0399

30.2340,0.2220,0.0244

31.2350,0.2451,0.0501

32.2340,0.2451,0.0501

33.2350,0.2405,0.0450

34.2340,0.2451,0.0501

35.2350,0.2451,0.0501

36.2350,0.2405,0.0450

