Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1980,-0.0094,0.0296

1.5530,-0.0020,0.0450

2.4870,-0.0061,0.0244

3.4870,-0.0007,0.0553

4.4870,-0.0015,0.0347

5.4870,0.0022,0.0604

6.4880,0.0026,0.0450

7.4870,0.0024,0.0399

8.4870,0.0011,0.0296

9.4870,0.0020,0.0501

10.4870,0.0040,0.0501

11.4870,0.0040,0.0450

12.4880,0.0065,0.0501

13.4870,0.0089,0.0810

14.4870,0.0089,0.0347

15.4870,0.0065,0.0347

16.4870,0.0060,0.0399

17.4870,0.0070,0.0501

18.4870,0.0060,0.0193

19.4870,0.0060,0.0501

20.4870,0.0060,0.0501

21.4870,0.0035,0.0193

22.4870,0.0035,0.0501

23.4870,0.0000,0.0450

24.4870,0.0025,0.0604

25.4880,0.0005,0.0141

26.4870,0.0005,0.0399

27.4880,0.0070,0.1170

28.4880,0.0094,0.0450

29.4870,0.0085,0.0399

30.4870,0.0070,0.0347

31.4870,0.0099,0.0501

32.4880,0.0085,0.0347

33.4870,0.0075,0.0347

34.4870,0.0065,0.0501

35.4880,0.0099,0.0501

36.4870,0.0104,0.0450

37.4870,0.0030,0.0399

38.4870,0.0030,0.0450

39.4870,0.0040,0.0501

40.4870,0.0055,0.0501

41.4870,0.0055,0.0501

42.4870,0.0060,0.0399

43.4880,0.0104,0.0810

44.4870,0.0114,0.0604

45.4870,0.0089,0.0244

46.4870,0.0089,0.0450

47.4890,0.0104,0.0553

48.4880,0.0119,0.0604

49.4870,0.0149,0.0810

50.4880,0.0144,0.0450

51.4870,0.0154,0.0604

52.4870,0.0159,0.0450

53.4870,0.0114,0.0347

54.4870,0.0099,0.0450

55.4870,0.0119,0.0450

56.4870,0.0119,0.0450

57.4870,0.0104,0.0399

58.4870,0.1267,1.2644

59.4870,0.2376,1.2284

60.4870,0.3519,1.2284

61.4870,0.4642,1.2232

62.4870,0.5790,1.2335

63.4870,0.6988,1.2747

64.4870,0.8121,1.2181

65.4880,0.9259,1.2232

66.4870,1.0393,1.2181

67.4870,1.1531,1.2181

68.4880,1.1486,1.2181

69.4870,1.1481,1.2232

70.4870,1.1501,1.2490

71.4870,1.1501,1.2232

72.4870,1.1456,1.1872

73.4880,1.1407,1.2232

74.4870,1.1392,1.2026

75.4870,1.1417,1.2490

76.4870,1.1417,1.2181

77.4870,1.1645,1.4548

78.4870,1.1914,1.4959

79.4880,1.2157,1.4753

80.4870,1.2391,1.4908

81.4870,1.2704,1.5474

82.4870,1.2992,1.4856

83.4870,1.3246,1.4856

84.4870,1.3514,1.4805

85.4870,1.3743,1.4856

86.4870,1.4011,1.4959

87.4870,1.4066,1.5114

88.4870,1.4046,1.4753

89.4870,1.4081,1.5114

90.4870,1.4110,1.5216

91.4870,1.3752,1.1769

92.4870,1.3424,1.1461

93.4870,1.3082,1.1306

94.4870,1.2758,1.1461

95.4870,1.2416,1.1306

96.4880,1.2038,1.1049

97.4880,1.1695,1.1563

98.4880,1.1377,1.1461

99.4870,1.1019,1.1409

100.4870,1.0671,1.1615

101.4870,1.0641,1.1461

102.4870,1.0666,1.1718

103.4870,1.0676,1.1409

104.4870,1.0676,1.1461

105.4870,1.0691,1.1461

106.4870,1.0726,1.1409

107.4880,1.0726,1.1563

108.4870,1.0721,1.1409

109.4870,1.0696,1.1152

110.4870,1.0686,1.1512

111.4870,1.0671,1.1306

112.4870,1.0656,1.1563

113.4880,1.0666,1.1512

114.4870,1.0671,1.1512

115.4880,1.0651,1.1255

116.4870,1.0666,1.1563

117.4870,1.0656,1.1461

118.4870,1.1103,1.6040

119.4870,1.1600,1.6297

120.4870,1.2058,1.6245

121.4870,1.2545,1.6348

122.4870,1.2982,1.6091

123.4870,1.3454,1.6400

124.4880,1.3907,1.6194

125.4870,1.4399,1.6348

126.4870,1.4846,1.6194

127.4870,1.5308,1.6245

128.4870,1.5328,1.6245

129.4880,1.5333,1.6348

130.4880,1.5348,1.6400

131.4870,1.5358,1.6451

132.4870,1.5393,1.6451

133.4870,1.5408,1.6554

134.4870,1.5422,1.6348

135.4870,1.5408,1.6194

136.4870,1.5398,1.6091

137.4870,1.5398,1.6245

138.4870,1.5388,1.6143

139.4870,1.5373,1.6194

140.4870,1.5368,1.6348

141.4880,1.5303,1.5782

142.4870,1.5298,1.6400

143.4870,1.5258,1.6143

144.4870,1.5263,1.6400

145.4870,1.5283,1.6400

146.4870,1.5298,1.6245

147.4870,1.5308,1.6348

148.4880,1.5323,1.6297

149.4870,1.5328,1.6245

150.4870,1.5333,1.6400

151.4870,1.5378,1.6245

152.4870,1.5368,1.6297

153.4880,1.5373,1.6194

154.4870,1.5348,1.6143

155.4870,1.5298,1.5885

156.4870,1.5298,1.6245

157.4870,1.5298,1.6348

158.4870,1.5283,1.6143

159.4870,1.5303,1.6451

160.4880,1.5288,1.6245

161.4870,1.5298,1.6348

162.4870,1.5293,1.6245

163.4880,1.5263,1.5885

164.4870,1.5283,1.6348

165.4870,1.5328,1.6348

166.4880,1.5343,1.6400

167.4880,1.5323,1.6143

168.4870,1.5348,1.6400

169.4870,1.5328,1.6245

170.4870,1.5333,1.6297

171.4870,1.5328,1.6297

172.4880,1.5313,1.6091

173.4870,1.5343,1.6194

174.4870,1.5333,1.6245

175.4880,1.5333,1.6348

176.4870,1.5318,1.6245

177.4870,1.5348,1.6451

178.4870,1.5338,1.6297

179.4870,1.5348,1.6348

180.4870,1.5353,1.6348

181.4870,1.5363,1.6400

182.4870,1.5378,1.6245

183.4870,1.5393,1.6348

184.4870,1.5388,1.6194

185.4880,1.5383,1.6297

186.4870,1.5378,1.6194

187.4870,1.5363,1.6297

188.4880,1.5343,1.6091

189.4880,1.5338,1.6297

190.4870,1.5328,1.6245

191.4880,1.5343,1.6554

192.4870,1.5358,1.6400

193.4880,1.5338,1.6143

194.4880,1.5348,1.6297

195.4870,1.5338,1.6194

196.4870,1.5353,1.6348

197.4870,1.5333,1.6091

198.4870,1.5353,1.6297

199.4880,1.5343,1.6194

200.4880,1.5343,1.6245

201.4880,1.5328,1.6400

202.4870,1.5328,1.6400

203.4870,1.5353,1.6400

204.4880,1.5358,1.6348

205.4870,1.5363,1.6245

206.4870,1.5368,1.6400

207.4880,1.5383,1.6245

208.4880,1.5457,1.7069

209.4870,1.5477,1.6400

210.4870,1.5502,1.6503

211.4870,1.5477,1.6143

212.4880,1.5467,1.6297

213.4880,1.5492,1.6657

214.4870,1.5621,1.7686

215.4870,1.5636,1.6400

216.4870,1.5631,1.6348

217.4870,1.5661,1.6554

218.4870,1.5586,1.6297

219.4890,1.5586,1.6400

220.4880,1.5596,1.6606

221.4870,1.5631,1.6503

222.4870,1.5641,1.6400

223.4870,1.5631,1.6554

224.4870,1.5502,1.6348

225.4870,1.5487,1.6245

226.4870,1.5487,1.6348

227.4870,1.5472,1.6400

228.4870,1.5472,1.6297

229.4870,1.5477,1.6451

230.4870,1.5457,1.6400

231.4870,1.5442,1.6348

232.4870,1.5437,1.6348

233.4880,1.5442,1.6606

234.4880,1.5447,1.6400

235.4870,1.5462,1.6400

236.4870,1.5472,1.6451

237.4870,1.5472,1.6400

238.4870,1.5487,1.6451

239.4880,1.5492,1.6503

240.4870,1.5512,1.6606

241.4870,1.5512,1.6348

242.4870,1.5512,1.6348

243.4870,1.5487,1.6348

244.4880,1.5472,1.6245

245.4870,1.5477,1.6451

246.4870,1.5467,1.6348

247.4870,1.5457,1.6297

248.4880,1.5452,1.6400

249.4870,1.5442,1.6400

250.4870,1.5408,1.6245

251.4870,1.5403,1.6297

252.4880,1.5393,1.6245

253.4870,1.5378,1.6194

254.4870,1.5368,1.6143

255.4880,1.5368,1.6451

256.4870,1.5378,1.6451

257.4870,1.5383,1.6348

258.4870,1.5398,1.6554

259.4870,1.5422,1.6657

260.4870,1.5427,1.6297

261.4880,1.5467,1.6709

262.4870,1.5507,1.6657

263.4880,1.5527,1.6400

264.4880,1.5577,1.6657

265.4880,1.5601,1.6709

266.4870,1.5572,1.6143

267.4870,1.5567,1.6297

268.4870,1.5542,1.6297

269.4870,1.5522,1.6451

270.4870,1.5532,1.6400

271.4870,1.5502,1.6400

272.4870,1.5472,1.6348

273.4870,1.5467,1.6348

274.4870,1.5477,1.6760

275.4870,1.5467,1.6606

276.4880,1.5497,1.6451

277.4870,1.5517,1.6503

278.4880,1.5522,1.6348

279.4870,1.5517,1.6400

280.4870,1.5522,1.6451

281.4870,1.5527,1.6451

282.4870,1.5586,1.6966

283.4880,1.5616,1.6657

284.4870,1.5591,1.6503

285.4870,1.5562,1.6297

286.4870,1.5552,1.6348

287.4870,1.5532,1.6297

288.4870,1.5542,1.6451

289.4870,1.5527,1.6245

290.4880,1.5537,1.6554

291.4880,1.5537,1.6451

292.4870,1.5567,1.7274

293.4870,1.5522,1.6194

294.4870,1.5497,1.6245

295.4870,1.5472,1.6040

296.4880,1.5492,1.6554

297.4880,1.5487,1.6245

298.4870,1.5403,1.5577

299.4870,1.5417,1.6400

300.4880,1.5398,1.6348

301.4880,1.5388,1.6348

302.4870,1.5283,1.6194

303.4880,1.5278,1.6143

304.4870,1.5293,1.6400

305.4880,1.5323,1.6348

306.4880,1.5318,1.6503

307.4870,1.5328,1.6348

308.4870,1.5413,1.6451

309.4870,1.5413,1.6400

310.4870,1.5462,1.6863

311.4870,1.5477,1.6503

312.4880,1.5497,1.6400

