Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
0.9560,0.2544,0.0604

1.3100,0.2451,0.0501

2.1460,0.2266,0.0296

3.1460,0.2498,0.0553

4.1460,0.2312,0.0347

5.1460,0.2590,0.0656

6.1460,0.2359,0.0399

7.1460,0.2359,0.0399

8.1460,0.1988,-0.0013

9.1470,0.2544,0.0604

10.1460,0.2405,0.0450

11.1460,0.2220,0.0244

12.1460,0.2451,0.0501

13.1460,0.2498,0.0553

14.1460,0.2266,0.0296

15.1470,0.2544,0.0604

16.1460,0.2173,0.0193

17.1470,0.2405,0.0450

18.1460,0.2590,0.0656

19.1470,0.2451,0.0501

20.1460,0.2590,0.0656

21.1470,0.2312,0.0347

22.1470,0.2405,0.0450

23.1460,0.2637,0.0707

24.1460,0.2220,0.0244

25.1460,0.2544,0.0604

26.1460,0.2220,0.0244

27.1470,0.2127,0.0141

28.1460,0.2405,0.0450

29.1460,0.2451,0.0501

30.1460,0.2451,0.0501

31.1460,0.2544,0.0604

32.1470,0.2312,0.0347

33.1460,0.2312,0.0347

34.1460,0.2405,0.0450

35.1460,0.2451,0.0501

36.1460,0.2312,0.0347

37.1460,0.2359,0.0399

38.1460,0.2312,0.0347

39.1460,0.2312,0.0347

40.1460,0.2035,0.0038

41.1460,0.2359,0.0399

42.1460,0.2173,0.0193

43.1460,0.2266,0.0296

44.1460,0.2498,0.0553

45.1470,0.2405,0.0450

46.1460,0.1757,-0.0270

47.1460,0.2451,0.0501

48.1460,0.2544,0.0604

49.1460,0.2498,0.0553

50.1460,0.2405,0.0450

51.1460,0.2359,0.0399

52.1460,0.2359,0.0399

53.1460,0.2312,0.0347

54.1470,0.2498,0.0553

55.1470,0.2266,0.0296

56.1460,0.2451,0.0501

57.1470,0.2081,0.0090

58.1460,0.2544,0.0604

59.1460,0.2405,0.0450

60.1460,0.2312,0.0347

61.1460,0.2359,0.0399

62.1460,0.2498,0.0553

63.1460,0.2498,0.0553

64.1460,0.2544,0.0604

65.1460,0.2312,0.0347

66.1470,0.2312,0.0347

67.1460,0.2266,0.0296

68.1470,0.2359,0.0399

69.1460,0.2312,0.0347

70.1460,0.2220,0.0244

71.1460,0.2683,0.0759

72.1460,0.2220,0.0244

73.1460,0.2683,0.0759

74.1470,0.2312,0.0347

75.1470,0.2035,0.0038

76.1460,0.2405,0.0450

77.1470,0.2498,0.0553

78.1460,0.2405,0.0450

79.1460,0.2498,0.0553

80.1460,0.2544,0.0604

81.1460,0.2405,0.0450

82.1460,0.2590,0.0656

83.1470,0.2173,0.0193

84.1470,0.2498,0.0553

85.1460,0.2405,0.0450

86.1470,0.2498,0.0553

87.1460,0.2498,0.0553

88.1470,0.2312,0.0347

89.1460,0.2498,0.0553

90.1460,0.2405,0.0450

91.1460,0.2451,0.0501

92.1470,0.2266,0.0296

93.1460,0.2451,0.0501

94.1460,0.2081,0.0090

95.1460,0.2359,0.0399

96.1460,0.2312,0.0347

97.1470,0.2312,0.0347

98.1460,0.2359,0.0399

99.1470,0.2729,0.0810

100.1460,0.2451,0.0501

101.1470,0.2451,0.0501

102.1460,0.2359,0.0399

103.1460,0.2405,0.0450

104.1460,0.2544,0.0604

105.1460,0.2359,0.0399

106.1460,0.2451,0.0501

107.1460,0.2220,0.0244

108.1460,0.2498,0.0553

109.1460,0.2405,0.0450

110.1460,0.2405,0.0450

111.1460,0.2451,0.0501

112.1470,0.2359,0.0399

113.1460,0.2590,0.0656

114.1480,0.2312,0.0347

115.1470,0.2451,0.0501

116.1460,0.2544,0.0604

117.1470,0.2312,0.0347

118.1460,0.2359,0.0399

119.1470,0.2405,0.0450

120.1460,0.2637,0.0707

121.1460,0.2173,0.0193

122.1470,0.2359,0.0399

123.1460,0.2312,0.0347

124.1460,0.2405,0.0450

125.1460,0.2312,0.0347

126.1460,0.2451,0.0501

127.1470,0.2220,0.0244

128.1460,0.2451,0.0501

129.1480,0.2220,0.0244

130.1460,0.2498,0.0553

131.1460,0.2312,0.0347

132.1460,0.2498,0.0553

133.1460,0.2359,0.0399

134.1460,0.2359,0.0399

135.1470,0.2312,0.0347

136.1470,0.2081,0.0090

137.1460,0.2266,0.0296

138.1460,0.2359,0.0399

139.1470,0.2266,0.0296

140.1460,0.2451,0.0501

141.1460,0.2359,0.0399

142.1460,0.2498,0.0553

143.1460,0.2312,0.0347

144.1460,0.2590,0.0656

145.1460,0.2359,0.0399

146.1460,0.2544,0.0604

147.1460,0.2637,0.0707

148.1460,0.2544,0.0604

149.1460,0.2451,0.0501

150.1460,0.2405,0.0450

151.1460,0.2498,0.0553

152.1460,0.2498,0.0553

153.1470,0.2173,0.0193

154.1470,0.2405,0.0450

155.1460,0.2729,0.0810

156.1460,0.2451,0.0501

157.1460,0.2544,0.0604

158.1460,0.2173,0.0193

159.1460,0.2590,0.0656

160.1460,0.2405,0.0450

161.1460,0.2498,0.0553

162.1460,0.2405,0.0450

163.1470,0.2451,0.0501

164.1460,0.2127,0.0141

165.1460,0.2961,0.1067

166.1460,0.2637,0.0707

167.1460,0.2498,0.0553

168.1460,0.2359,0.0399

169.1460,0.2220,0.0244

170.1470,0.2405,0.0450

171.1460,0.2405,0.0450

172.1460,0.2498,0.0553

173.1460,0.2359,0.0399

174.1470,0.2266,0.0296

175.1460,0.2498,0.0553

176.1470,0.2359,0.0399

177.1470,0.2173,0.0193

178.1460,0.2451,0.0501

179.1460,0.2312,0.0347

180.1460,0.2498,0.0553

181.1460,0.2173,0.0193

182.1460,0.2637,0.0707

183.1460,0.2405,0.0450

184.1460,0.2498,0.0553

185.1460,0.2451,0.0501

186.1460,0.2451,0.0501

187.1460,0.2544,0.0604

188.1460,0.2451,0.0501

189.1460,0.2451,0.0501

190.1460,0.2405,0.0450

191.1470,0.2498,0.0553

192.1460,0.2544,0.0604

193.1460,0.2498,0.0553

194.1460,0.2266,0.0296

195.1460,0.2220,0.0244

196.1460,0.2451,0.0501

197.1460,0.2127,0.0141

198.1460,0.2312,0.0347

199.1470,0.2590,0.0656

200.1460,0.2590,0.0656

201.1460,0.2451,0.0501

202.1460,0.2173,0.0193

203.1460,0.2266,0.0296

204.1460,0.2405,0.0450

205.1460,0.2868,0.0965

206.1460,0.2498,0.0553

207.1460,0.2775,0.0862

208.1470,0.2775,0.0862

209.1470,0.2544,0.0604

210.1460,0.2451,0.0501

211.1460,0.2590,0.0656

212.1460,0.2035,0.0038

213.1470,0.2312,0.0347

214.1460,0.2220,0.0244

215.1470,0.2266,0.0296

216.1460,0.2359,0.0399

217.1460,0.2173,0.0193

218.1470,0.2266,0.0296

219.1480,0.2451,0.0501

220.1460,0.2451,0.0501

221.1460,0.2312,0.0347

222.1470,0.2405,0.0450

223.1480,0.2637,0.0707

224.1460,0.2359,0.0399

225.1470,0.2220,0.0244

226.1470,0.2405,0.0450

227.1460,0.2266,0.0296

228.1460,0.2683,0.0759

229.1460,0.2451,0.0501

230.1470,0.2451,0.0501

231.1470,0.2637,0.0707

232.1470,0.2683,0.0759

233.1480,0.2081,0.0090

234.1460,0.2359,0.0399

235.1460,0.2359,0.0399

236.1470,0.2359,0.0399

237.1460,0.2359,0.0399

238.1460,0.2405,0.0450

239.1460,0.2220,0.0244

240.1470,0.2775,0.0862

241.1460,0.2544,0.0604

242.1470,0.2637,0.0707

243.1460,0.2405,0.0450

244.1460,0.2266,0.0296

245.1460,0.2451,0.0501

246.1460,0.2312,0.0347

247.1470,0.2173,0.0193

248.1460,0.2405,0.0450

249.1460,0.2544,0.0604

250.1470,0.2312,0.0347

251.1460,0.2312,0.0347

252.1460,0.2312,0.0347

253.1460,0.2127,0.0141

254.1460,0.2220,0.0244

255.1470,0.2451,0.0501

256.1460,0.2312,0.0347

257.1460,0.2266,0.0296

258.1460,0.2266,0.0296

259.1460,0.2498,0.0553

260.1460,0.2544,0.0604

261.1460,0.2405,0.0450

262.1470,0.2451,0.0501

263.1480,0.2590,0.0656

264.1460,0.2451,0.0501

265.1470,0.2220,0.0244

266.1460,0.2127,0.0141

267.1460,0.2312,0.0347

268.1460,0.2590,0.0656

269.1460,0.2312,0.0347

270.1460,0.2498,0.0553

271.1470,0.2544,0.0604

272.1470,0.2544,0.0604

273.1460,0.2359,0.0399

274.1460,0.2451,0.0501

275.1460,0.2498,0.0553

276.1460,0.2405,0.0450

277.1470,0.2312,0.0347

278.1470,0.2405,0.0450

279.1460,0.2359,0.0399

280.1460,0.2498,0.0553

281.1460,0.2359,0.0399

282.1460,0.2405,0.0450

283.1470,0.2266,0.0296

284.1460,0.2312,0.0347

285.1460,0.2035,0.0038

286.1460,0.2405,0.0450

287.1460,0.2683,0.0759

288.1460,0.2312,0.0347

289.1460,0.2451,0.0501

290.1460,0.2498,0.0553

291.1460,0.2683,0.0759

292.1460,0.2173,0.0193

293.1470,0.2312,0.0347

294.1460,0.2405,0.0450

295.1460,0.2914,0.1016

296.1460,0.2451,0.0501

297.1460,0.2220,0.0244

298.1460,0.2451,0.0501

299.1460,0.2312,0.0347

300.1460,0.2590,0.0656

301.1460,0.2173,0.0193

302.1460,0.2451,0.0501

303.1470,0.2451,0.0501

304.1460,0.2359,0.0399

305.1460,0.2590,0.0656

306.1460,0.2312,0.0347

307.1460,0.2451,0.0501

308.1460,0.2544,0.0604

309.1470,0.2405,0.0450

310.1460,0.2359,0.0399

311.1470,0.2405,0.0450

312.1470,0.2220,0.0244

313.1470,0.2220,0.0244

314.1460,0.2405,0.0450

315.1470,0.2405,0.0450

316.1460,0.2312,0.0347

317.1460,0.2405,0.0450

318.1460,0.2451,0.0501

319.1470,0.2312,0.0347

320.1470,0.2312,0.0347

321.1460,0.2498,0.0553

322.1460,0.2451,0.0501

323.1460,0.2405,0.0450

324.1460,0.2359,0.0399

325.1460,0.2359,0.0399

326.1460,0.2544,0.0604

327.1460,0.2220,0.0244

328.1470,0.2359,0.0399

329.1460,0.2451,0.0501

330.1460,0.2405,0.0450

331.1460,0.2544,0.0604

332.1460,0.2961,0.1067

333.1460,0.2312,0.0347

334.1470,0.2498,0.0553

335.1470,0.2359,0.0399

336.1460,0.2451,0.0501

337.1460,0.2312,0.0347

338.1460,0.2266,0.0296

339.1460,0.2544,0.0604

340.1460,0.2451,0.0501

341.1470,0.2127,0.0141

342.1460,0.1988,-0.0013

343.1470,0.2312,0.0347

344.1460,0.2405,0.0450

345.1470,0.2451,0.0501

346.1460,0.2266,0.0296

347.1460,0.2451,0.0501

348.1460,0.2127,0.0141

349.1460,0.2451,0.0501

350.1460,0.2451,0.0501

351.1460,0.2498,0.0553

352.1460,0.2359,0.0399

353.1460,0.2359,0.0399

354.1460,0.2266,0.0296

355.1460,0.2312,0.0347

