Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2520,0.0154,0.0553

1.6090,0.0080,0.0399

2.4780,0.0088,0.0501

3.4780,0.3931,1.6400

4.4790,0.5383,1.1975

5.4780,0.6359,1.2026

6.4780,0.7056,1.2026

7.4780,0.7566,1.1924

8.4780,0.8001,1.2284

9.4780,0.8315,1.1924

10.4790,0.9418,1.1975

11.4780,1.0547,1.2078

12.4780,1.1665,1.2078

13.4780,1.1228,1.1872

14.4790,1.1233,1.2026

15.4780,1.1238,1.2078

16.4780,1.1228,1.1924

17.4780,1.1238,1.2026

18.4790,1.1218,1.2078

19.4780,1.1243,1.2181

20.4780,1.1317,1.2747

21.4790,1.1521,1.4187

22.4780,1.1809,1.5062

23.4780,1.2117,1.5062

24.4790,1.2401,1.4959

25.4790,1.2734,1.5525

26.4780,1.3027,1.4959

27.4780,1.3305,1.4908

28.4780,1.3539,1.4496

29.4790,1.3802,1.4908

30.4780,1.4021,1.5011

31.4780,1.4110,1.5114

32.4780,1.4100,1.4959

33.4780,1.4090,1.4959

34.4780,1.4105,1.5114

35.4780,1.4051,1.4959

36.4790,1.4066,1.5114

37.4780,1.4081,1.5062

38.4780,1.4170,1.5422

39.4780,1.4568,1.9024

40.4780,1.4970,1.9178

41.4780,1.5388,1.9435

42.4790,1.5780,1.9024

43.4780,1.6183,1.9127

44.4790,1.6581,1.9230

45.4780,1.6993,1.9230

46.4780,1.7401,1.9333

47.4790,1.7808,1.9281

48.4780,1.8186,1.9333

49.4780,1.8250,1.9693

50.4790,1.8270,1.9384

51.4790,1.8280,1.9538

52.4780,1.8305,1.9281

53.4780,1.8345,1.9538

54.4780,1.8360,1.9384

55.4790,1.8395,1.9590

56.4790,1.8405,1.9435

57.4780,1.8434,1.9590

58.4790,1.8459,1.9590

59.4780,1.8429,1.9384

60.4790,1.8444,1.9538

61.4780,1.8395,1.9024

62.4780,1.8395,1.9281

63.4780,1.8390,1.9487

64.4780,1.8395,1.9435

65.4780,1.8365,1.9281

66.4780,1.8370,1.9487

67.4780,1.8350,1.9384

68.4790,1.8116,1.7172

69.4780,1.8116,1.9384

70.4780,1.8116,1.9538

71.4790,1.8156,1.9435

72.4780,1.8191,1.9641

73.4780,1.8196,1.9538

74.4780,1.8191,1.9384

75.4780,1.8211,1.9487

76.4780,1.8201,1.9384

77.4780,1.8221,1.9590

78.4780,1.8469,1.9744

79.4790,1.8479,1.9487

80.4780,1.8459,1.9333

81.4780,1.8459,1.9435

82.4780,1.8449,1.9538

83.4790,1.8449,1.9538

84.4780,1.8459,1.9487

85.4790,1.8459,1.9487

86.4780,1.8494,1.9744

87.4780,1.8484,1.9487

88.4780,1.8469,1.9590

89.4780,1.8474,1.9538

90.4780,1.8484,1.9435

91.4780,1.8489,1.9487

92.4780,1.8479,1.9435

93.4780,1.8449,1.9230

94.4780,1.8434,1.9333

95.4780,1.8444,1.9590

96.4780,1.8414,1.9435

97.4780,1.8405,1.9384

98.4780,1.8405,1.9590

99.4780,1.8410,1.9590

100.4780,1.8405,1.9384

101.4790,1.8429,1.9744

102.4780,1.8439,1.9538

103.4780,1.8479,1.9641

104.4780,1.8499,1.9538

105.4780,1.8484,1.9435

106.4780,1.8499,1.9590

107.4780,1.8504,1.9435

108.4790,1.8479,1.9333

109.4780,1.8459,1.9384

110.4790,1.8469,1.9487

111.4780,1.8464,1.9693

112.4780,1.8429,1.9178

113.4780,1.8405,1.9384

114.4780,1.8400,1.9487

115.4780,1.8405,1.9487

116.4790,1.8395,1.9487

117.4790,1.8405,1.9538

118.4790,1.8414,1.9435

119.4780,1.8424,1.9487

120.4780,1.8400,1.9230

121.4790,1.8355,1.9230

122.4790,1.8380,1.9435

123.4800,1.8410,1.9693

124.4790,1.8410,1.9487

125.4800,1.8419,1.9590

126.4780,1.8429,1.9590

127.4790,1.8439,1.9641

128.4780,1.8509,2.0156

129.4790,1.8484,1.9230

130.4780,1.8484,1.9230

131.4780,1.8499,1.9384

132.4780,1.8489,1.9333

133.4780,1.8469,1.9487

134.4780,1.8509,1.9898

135.4780,1.8544,1.9950

136.4780,1.8534,1.9487

137.4790,1.8504,1.9333

138.4780,1.8400,1.9075

139.4780,1.8419,1.9435

140.4790,1.8414,1.9178

141.4780,1.8454,1.9796

142.4790,1.8479,1.9590

143.4780,1.8469,1.9384

144.4790,1.8439,1.9590

145.4790,1.8380,1.9333

146.4780,1.8395,1.9641

147.4790,1.8410,1.9487

148.4780,1.8434,1.9333

149.4790,1.8429,1.9384

150.4780,1.8469,1.9590

151.4780,1.8439,1.9487

152.4790,1.8424,1.9435

153.4780,1.8419,1.9333

154.4780,1.8405,1.9435

155.4780,1.8424,1.9538

156.4780,1.8414,1.9538

157.4790,1.8410,1.9435

158.4790,1.8424,1.9487

159.4780,1.8459,1.9744

160.4790,1.8444,1.9435

161.4780,1.8429,1.9333

162.4780,1.8439,1.9538

163.4790,1.8429,1.9230

164.4790,1.8419,1.9333

165.4790,1.8419,1.9538

166.4780,1.8405,1.9384

167.4780,1.8410,1.9487

168.4780,1.8410,1.9487

169.4780,1.8395,1.9590

170.4790,1.8390,1.9384

171.4780,1.8410,1.9538

172.4780,1.8390,1.9333

173.4780,1.8410,1.9435

174.4790,1.8424,1.9487

175.4780,1.8414,1.9435

176.4780,1.8400,1.9230

177.4790,1.8390,1.9384

178.4780,1.8385,1.9435

179.4800,1.8365,1.9384

180.4780,1.8360,1.9333

181.4790,1.8335,1.9281

182.4790,1.8350,1.9487

183.4780,1.8395,1.9898

184.4780,1.8395,1.9487

185.4780,1.8405,1.9538

186.4780,1.8434,1.9538

187.4800,1.8429,1.9333

188.4780,1.8449,1.9641

189.4780,1.8454,1.9435

190.4780,1.8484,1.9641

191.4780,1.8494,1.9384

192.4780,1.8479,1.9333

193.4780,1.8459,1.9693

194.4780,1.8449,1.9384

195.4790,1.8385,1.8869

196.4790,1.8400,1.9693

197.4780,1.8434,1.9693

198.4780,1.8484,2.0156

199.4790,1.8484,1.9435

200.4780,1.8439,1.9178

201.4790,1.8424,1.9230

202.4780,1.8439,1.9487

203.4790,1.8405,1.9333

204.4790,1.8414,1.9487

205.4780,1.8479,1.9538

206.4780,1.8454,1.9435

207.4780,1.8414,1.9281

208.4780,1.8335,1.9333

209.4780,1.8325,1.9333

210.4780,1.8355,1.9487

211.4780,1.8375,1.9435

212.4790,1.8380,1.9538

213.4780,1.8390,1.9435

214.4780,1.8390,1.9487

215.4780,1.8380,1.9435

216.4780,1.8375,1.9384

217.4780,1.8395,1.9487

218.4780,1.8395,1.9333

219.4790,1.8395,1.9333

220.4780,1.8395,1.9487

221.4780,1.8390,1.9384

222.4790,1.8395,1.9590

223.4780,1.8385,1.9333

