Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
0.8770,-1.9737,0.3534,0.9712,2.4094,1.2181,0.1074,-0.1659,0.4687,0.1074,0.4171

1.2300,-0.9449,0.1065,1.1564,1.8950,1.2799,-0.1395,-0.1659,0.5545,-0.1395,0.4553

2.0000,-1.9737,0.1065,1.4034,3.4383,1.0946,0.2309,-0.9377,0.5219,0.2309,0.4803

3.0000,-0.6877,-0.2022,1.2799,1.6377,1.2181,0.1692,0.8631,0.6848,0.1692,0.6112

4.0010,-1.4593,0.1065,1.3416,1.6377,1.3416,-0.2013,-0.1659,0.4670,-0.2013,0.3716

5.0010,-1.2021,0.1065,1.3416,2.4094,1.2799,-0.0778,0.0913,0.6711,-0.0778,0.5641

6.0000,-0.9449,-0.0788,0.9712,1.6377,1.5268,-0.0778,-0.1659,0.4910,-0.0778,0.4098

7.0000,-1.2021,0.0447,1.0947,3.1811,1.2181,-0.0160,0.0913,0.7380,-0.0160,0.6303

8.0000,-0.6877,0.1065,1.1564,1.8950,1.2181,-0.2013,0.0913,0.6299,-0.2013,0.5112

