Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
1.2300,1.8843,3.4402,7.0835,10.1263,0.0450,7.8244,9.3525,5.3219,7.8244,5.6794

1.9100,2.9131,3.2550,7.4539,10.3835,0.1685,7.7627,8.5807,5.4591,7.7627,5.7882

2.9100,2.1415,3.3167,7.3304,7.0395,0.4772,7.7009,9.3525,4.9430,7.7009,5.3370

3.9100,2.9131,3.3785,7.3922,10.1263,0.1685,7.8244,9.3525,5.5552,7.8244,5.8793

4.9100,3.1703,3.1933,7.3922,10.1263,0.1685,7.8244,9.6097,5.6100,7.8244,5.9264

5.9100,2.3987,3.1315,7.3922,9.0974,-0.0167,7.8244,9.0952,5.1830,7.8244,5.5604

6.9110,2.1415,3.1933,7.2070,10.6407,-0.2637,7.8244,9.0952,5.3357,7.8244,5.6912

7.9110,2.1415,3.2550,7.3922,10.1263,0.1685,7.8244,9.0952,5.3631,7.8244,5.7147

8.9110,3.6847,3.0698,7.3304,9.8690,0.1067,7.8861,9.3525,5.5689,7.8861,5.8999

9.9110,2.3987,3.1315,7.0217,10.1263,0.0450,7.5157,8.8380,5.2602,7.5157,5.5824

10.9110,3.1703,3.0081,7.3304,10.6407,0.1685,7.8244,9.8670,5.6975,7.8244,6.0013

11.9100,1.3699,3.3167,7.3304,9.8690,0.1685,7.8244,8.8380,5.1488,7.8244,5.5310

12.9100,2.6559,3.3785,7.4539,9.3546,0.2920,7.6392,9.0952,5.3717,7.6392,5.6956

13.9100,1.6271,2.9463,7.2687,10.1263,-0.1402,7.8861,9.3525,5.1968,7.8861,5.5810

14.9100,1.6271,3.3785,7.2687,9.0974,-0.0167,7.8861,9.0952,5.0750,7.8861,5.4766

15.9100,2.6559,3.6254,7.4539,10.3835,0.1067,7.7627,9.6097,5.6392,7.7627,5.9425

16.9100,2.3987,3.3785,7.3304,10.6407,-0.0167,7.8861,8.8380,5.4283,7.8861,5.7794

17.9100,2.6559,3.0081,7.2687,10.1263,0.1067,7.5775,9.0952,5.3768,7.5775,5.6912

18.9100,1.6271,3.4402,7.3304,10.6407,-0.1402,7.7627,9.3525,5.3751,7.7627,5.7162

19.9100,2.3987,3.2550,7.3304,10.3835,0.0450,8.0096,8.8380,5.3751,8.0096,5.7515

20.9100,1.8843,3.2550,7.7626,9.0974,0.0450,7.7627,9.3525,5.2328,7.7627,5.5942

21.9110,2.6559,3.0081,7.2687,9.6118,-0.0785,7.8861,8.8380,5.2173,7.8861,5.5986

22.9100,1.6271,3.0081,7.5157,10.1263,0.1067,7.8861,9.3525,5.2894,7.8861,5.6603

23.9100,2.6559,3.4402,7.2070,10.1263,0.0450,8.0096,9.0952,5.4283,8.0096,5.7970

24.9100,1.6271,3.3785,7.4539,10.8980,0.1067,7.8244,9.0952,5.4266,7.8244,5.7691

25.9110,2.3987,3.1315,7.5774,10.1263,0.0450,7.8861,9.0952,5.3957,7.8861,5.7515

26.9110,1.1127,3.3785,7.0835,9.8690,0.0450,7.8861,9.0952,5.0973,7.8861,5.4957

27.9100,2.3987,3.1933,7.0217,11.4124,-0.0785,7.6392,8.5807,5.4214,7.6392,5.7382

28.9110,2.3987,3.3785,7.3922,10.6407,-0.0167,7.8861,9.0952,5.4814,7.8861,5.8249

29.9100,0.8555,3.6254,7.3304,10.3835,0.0450,7.8861,9.0952,5.2225,7.8861,5.6030

30.9100,2.1415,3.4402,7.4539,10.3835,-0.0167,7.7627,8.8380,5.3734,7.7627,5.7147

31.9100,2.1415,3.2550,6.9600,7.0395,-0.1402,8.0713,9.3525,4.7680,8.0713,5.2399

32.9100,2.1415,3.3167,7.5774,10.6407,-0.0167,8.0096,8.5807,5.3734,8.0096,5.7500

33.9100,2.1415,3.4402,7.1452,10.3835,0.0450,8.0713,8.8380,5.3322,8.0713,5.7235

34.9100,2.1415,3.1933,7.0835,10.1263,0.0450,7.8861,8.5807,5.1950,7.8861,5.5795

35.9100,2.3987,3.3167,7.3304,10.8980,-0.2020,8.1948,8.5807,5.3871,8.1948,5.7882

36.9100,1.6271,3.6872,7.2687,10.6407,-0.0167,7.8861,9.3525,5.4266,7.8861,5.7779

37.9100,2.3987,3.3785,7.5157,10.1263,0.1685,8.0096,9.3525,5.4900,8.0096,5.8499

38.9100,2.9131,3.3785,7.4539,10.3835,0.1067,7.8861,8.3234,5.4265,7.8861,5.7779

39.9110,2.3987,3.5637,7.6391,10.3835,0.1067,7.7627,9.0952,5.5312,7.7627,5.8499

40.9100,2.1415,3.5019,7.3922,10.8980,0.0450,7.9479,8.8380,5.4694,7.9479,5.8235

41.9100,2.6559,3.5019,7.2070,9.3546,-0.0167,7.9479,7.8089,5.0853,7.9479,5.4942

42.9110,2.3987,3.3167,7.3922,10.3835,0.0450,8.0096,8.8380,5.3957,8.0096,5.7691

43.9100,1.8843,3.1315,7.3304,10.1263,-0.2020,7.8244,8.8380,5.1847,7.8244,5.5618

44.9100,2.3987,3.2550,7.5157,9.0974,-0.0785,7.8861,9.0952,5.2139,7.8861,5.5956

45.9100,2.9131,3.1315,7.2687,9.8690,-0.0167,7.8244,8.5807,5.2910,7.8244,5.6530

46.9100,2.6559,3.3785,7.3304,9.6118,-0.0785,7.8861,9.0952,5.3322,7.8861,5.6971

47.9100,2.3987,3.5019,7.8244,10.3835,-0.2020,7.9479,9.3525,5.5432,7.9479,5.8867

48.9100,2.1415,3.0698,7.1452,10.3835,0.2920,7.7627,9.3525,5.3974,7.7627,5.7353

49.9100,2.1415,3.9958,6.9600,11.4124,-0.0167,7.9479,9.0952,5.5980,7.9479,5.9337

50.9100,2.1415,3.6254,7.4539,11.1552,0.0450,7.9479,8.8380,5.5432,7.9479,5.8867

51.9100,2.9131,3.1315,7.4539,10.3835,0.1067,7.7627,8.8380,5.4711,7.7627,5.7985

52.9100,1.8843,3.1933,7.3304,10.6407,-0.1402,7.8861,9.0952,5.3339,7.8861,5.6985

53.9100,2.6559,3.3785,7.1452,11.1552,0.0450,8.0713,9.0952,5.5792,8.0713,5.9352

54.9100,2.1415,3.0698,7.0835,10.6407,-0.3255,7.8861,9.0952,5.2842,7.8861,5.6559

55.9100,1.6271,3.2550,7.2687,9.6118,-0.0167,7.8244,9.0952,5.1402,7.8244,5.5236

56.9100,2.1415,3.5637,7.2070,10.3835,0.0450,8.4418,9.0952,5.4060,8.4418,5.8397

57.9100,2.1415,3.3785,7.3304,10.1263,0.1067,7.9479,9.0952,5.3631,7.9479,5.7324

58.9100,2.3987,3.3785,7.3304,11.1552,0.0450,7.8861,8.8380,5.5243,7.8861,5.8617

59.9100,2.3987,3.3167,7.0835,9.8690,0.2302,7.8244,9.3525,5.3751,7.8244,5.7250

60.9100,2.6559,3.1933,7.3922,10.6407,-0.0167,7.7627,9.0952,5.4934,7.7627,5.8176

61.9100,2.9131,3.1933,6.8365,10.1263,0.0450,7.8861,9.3525,5.4111,7.8861,5.7647

62.9100,2.1415,3.5019,7.3304,10.8980,0.1067,7.9479,8.8380,5.4694,7.9479,5.8235

63.9100,1.3699,3.3167,7.2687,10.3835,0.4155,7.7009,9.0952,5.3082,7.7009,5.6501

64.9100,2.3987,3.4402,7.2687,10.8980,0.0450,8.0096,7.2944,5.2242,8.0096,5.6221

65.9110,2.9131,3.1933,7.5157,9.8690,-0.0167,7.7627,10.6387,5.6855,7.7627,5.9822

66.9100,2.1415,3.4402,7.1452,10.1263,-0.0167,7.8861,8.3234,5.1933,7.8861,5.5780

67.9110,2.3987,3.2550,7.0835,10.1263,0.0450,7.8861,9.8670,5.4626,7.8861,5.8088

68.9100,2.3987,3.3167,7.5157,9.8690,-0.1402,7.8244,9.3525,5.3854,7.8244,5.7338

69.9100,1.8843,3.2550,7.2070,10.3835,0.1685,7.8861,9.0952,5.3322,7.8861,5.6971

70.9110,2.9131,3.4402,7.4539,10.6407,0.1685,7.7009,9.3525,5.6615,7.7009,5.9528

71.9100,2.1415,3.5019,7.2070,10.6407,-0.0167,7.9479,8.8380,5.3854,7.9479,5.7515

72.9110,2.1415,3.2550,6.9600,11.4124,0.0450,7.8861,9.0952,5.4848,7.8861,5.8279

73.9100,2.9131,3.0698,7.2070,10.1263,0.1685,7.8244,8.5807,5.3442,7.8244,5.6985

74.9100,2.1415,3.3785,7.1452,13.2130,0.4772,7.7009,9.8670,6.0371,7.7009,6.2748

75.9100,2.3987,3.3785,7.2070,9.6118,-0.4489,8.0096,7.8089,4.9927,8.0096,5.4236

76.9100,1.3699,3.3167,7.2070,10.3835,0.0450,7.8861,9.3525,5.2791,7.8861,5.6515

77.9110,2.1415,3.3167,7.1452,10.8980,0.1685,7.9479,2.9211,4.4318,7.9479,4.9341

78.9100,2.1415,3.2550,7.1452,10.3835,-0.0167,7.8861,8.3234,5.2053,7.8861,5.5883

79.9100,1.6271,3.0698,7.1452,10.1263,-0.2020,7.7627,8.8380,5.1007,7.7627,5.4810

80.9110,2.6559,3.5637,7.3304,10.3835,0.0450,7.8861,8.3234,5.3837,7.8861,5.7412

81.9100,2.9131,3.3785,7.3304,10.3835,0.1685,7.8244,9.3525,5.5877,7.8244,5.9073

82.9100,2.3987,3.1315,7.0217,10.3835,-0.0167,7.8861,8.5807,5.2499,7.8861,5.6265

