Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2300,0.2405,0.0450

1.9100,0.2312,0.0347

2.9100,0.2451,0.0501

3.9100,0.2405,0.0450

4.9100,0.2405,0.0450

5.9100,0.2266,0.0296

6.9110,0.2405,0.0450

7.9110,0.2405,0.0450

8.9110,0.2359,0.0399

9.9110,0.2590,0.0656

10.9110,0.2405,0.0450

11.9100,0.2405,0.0450

12.9100,0.2405,0.0450

13.9100,0.2451,0.0501

14.9100,0.2405,0.0450

15.9100,0.2405,0.0450

16.9100,0.2405,0.0450

17.9100,0.2405,0.0450

18.9100,0.2451,0.0501

19.9100,0.2451,0.0501

20.9100,0.2405,0.0450

21.9110,0.2359,0.0399

22.9100,0.2405,0.0450

23.9100,0.2498,0.0553

24.9100,0.2544,0.0604

25.9110,0.2359,0.0399

26.9110,0.2498,0.0553

27.9100,0.2405,0.0450

28.9110,0.2544,0.0604

29.9100,0.2498,0.0553

30.9100,0.2451,0.0501

31.9100,0.2498,0.0553

32.9100,0.2498,0.0553

33.9100,0.2451,0.0501

34.9100,0.2683,0.0759

35.9100,0.2590,0.0656

36.9100,0.2451,0.0501

37.9100,0.2359,0.0399

38.9100,0.2405,0.0450

39.9110,0.2405,0.0450

40.9100,0.2312,0.0347

41.9100,0.2312,0.0347

42.9110,0.2451,0.0501

43.9100,0.2405,0.0450

44.9100,0.2266,0.0296

45.9100,0.2405,0.0450

46.9100,0.2266,0.0296

47.9100,0.2405,0.0450

48.9100,0.2405,0.0450

49.9100,0.2498,0.0553

50.9100,0.2544,0.0604

51.9100,0.2451,0.0501

52.9100,0.2405,0.0450

53.9100,0.2405,0.0450

54.9100,0.2451,0.0501

55.9100,0.2451,0.0501

56.9100,0.2544,0.0604

57.9100,0.2359,0.0399

58.9100,0.2035,0.0038

59.9100,0.2451,0.0501

60.9100,0.2451,0.0501

61.9100,0.2405,0.0450

62.9100,0.2405,0.0450

63.9100,0.2405,0.0450

64.9100,0.2498,0.0553

65.9110,0.2081,0.0090

66.9100,0.2359,0.0399

67.9110,0.2359,0.0399

68.9100,0.2266,0.0296

69.9100,0.2405,0.0450

70.9110,0.2405,0.0450

71.9100,0.2498,0.0553

72.9110,0.2405,0.0450

73.9100,0.2405,0.0450

74.9100,0.2405,0.0450

75.9100,0.2312,0.0347

76.9100,0.2451,0.0501

77.9110,0.2775,0.0862

78.9100,0.2312,0.0347

79.9100,0.2451,0.0501

80.9110,0.2312,0.0347

81.9100,0.2359,0.0399

82.9100,0.2405,0.0450

83.9110,0.2359,0.0399

84.9110,0.2220,0.0244

85.9100,0.2359,0.0399

86.9100,0.2405,0.0450

87.9110,0.2405,0.0450

88.9100,0.2220,0.0244

89.9100,0.2405,0.0450

90.9100,0.3331,0.1479

91.9100,0.2312,0.0347

92.9100,0.2451,0.0501

93.9100,0.2359,0.0399

94.9110,0.2359,0.0399

95.9110,0.2498,0.0553

96.9100,0.2451,0.0501

97.9100,0.2451,0.0501

98.9100,0.2498,0.0553

99.9100,0.2405,0.0450

100.9100,0.2498,0.0553

101.9100,0.2405,0.0450

102.9100,0.2266,0.0296

103.9100,0.2359,0.0399

104.9100,0.2544,0.0604

105.9100,0.2312,0.0347

106.9100,0.2405,0.0450

107.9100,0.2498,0.0553

108.9100,0.2451,0.0501

109.9100,0.2451,0.0501

110.9100,0.2498,0.0553

111.9110,0.2405,0.0450

112.9100,0.2405,0.0450

113.9100,0.2359,0.0399

114.9100,0.2405,0.0450

115.9100,0.2359,0.0399

116.9100,0.2544,0.0604

117.9100,0.2359,0.0399

118.9100,0.2451,0.0501

119.9100,0.2405,0.0450

120.9100,0.2220,0.0244

121.9110,0.2405,0.0450

122.9100,0.2220,0.0244

123.9100,0.2359,0.0399

124.9100,0.2312,0.0347

125.9100,0.2359,0.0399

126.9100,0.2405,0.0450

127.9100,0.2451,0.0501

128.9110,0.2405,0.0450

129.9100,0.1988,-0.0013

130.9100,0.2405,0.0450

131.9100,0.2359,0.0399

132.9100,0.2405,0.0450

133.9100,0.2405,0.0450

134.9100,0.2405,0.0450

135.9100,0.2405,0.0450

136.9110,0.2405,0.0450

137.9110,0.2405,0.0450

138.9100,0.2405,0.0450

139.9100,0.2405,0.0450

140.9120,0.2359,0.0399

141.9100,0.2405,0.0450

142.9100,0.2451,0.0501

143.9100,0.2451,0.0501

144.9100,0.2451,0.0501

145.9100,0.2312,0.0347

146.9100,0.2451,0.0501

147.9110,0.2451,0.0501

148.9110,0.2359,0.0399

149.9100,0.2359,0.0399

150.9100,0.2312,0.0347

151.9100,0.2359,0.0399

