Elapsed Time (s), Rod voltage (V)
1.9410,NaN

2.4750,0.0017

3.4760,0.0017

4.4750,0.0017

5.4750,0.0017

6.4760,0.0017

7.4760,0.0017

8.4750,0.0017

9.4750,0.0010

10.4750,-0.0005

11.4760,3.4810

12.4750,6.2124

13.4750,6.0525

14.4750,5.9808

15.4750,5.9862

16.4760,5.9895

17.4750,5.9934

18.4760,5.9960

19.4750,5.9984

20.4750,6.0001

21.4760,6.0052

22.4750,6.0037

23.4750,6.0040

24.4750,6.0041

25.4750,6.0028

26.4760,6.0057

27.4760,6.0049

28.4760,6.0038

29.4760,6.0074

30.4750,6.0061

31.4750,6.0059

32.4750,6.0071

33.4750,6.0082

34.4750,6.0080

35.4750,6.0074

36.4750,6.0069

37.4750,6.0081

38.4760,6.0094

39.4750,6.0103

40.4760,6.0094

41.4750,6.0077

42.4750,6.0160

43.4750,6.0681

44.4750,6.0972

45.4750,6.1130

46.4750,6.1453

47.4760,6.2039

48.4750,6.2240

49.4750,6.2206

50.4750,6.2195

51.4750,6.2208

52.4750,6.2218

53.4760,6.2211

54.4750,6.2223

55.4750,6.2222

56.4750,6.2227

57.4750,6.2225

58.4760,6.2231

59.4750,6.2231

60.4750,6.2230

61.4750,6.2232

62.4750,6.2231

63.4750,6.2223

64.4750,6.2206

65.4750,6.2201

66.4750,6.2202

67.4750,6.2203

68.4760,6.2204

69.4750,6.2194

70.4760,6.2197

71.4750,6.2202

72.4750,6.2202

73.4760,6.2206

74.4750,6.2209

75.4750,6.2213

76.4760,6.2219

77.4760,6.2222

78.4750,6.2222

79.4760,6.2223

80.4750,6.2228

81.4750,6.2227

82.4750,6.2224

83.4750,6.2231

84.4760,6.2231

85.4750,6.2226

86.4750,6.2226

87.4750,6.2227

88.4760,6.2233

89.4750,6.2218

90.4760,6.2221

91.4760,6.2228

92.4750,6.2232

93.4750,6.2238

94.4750,6.2236

95.4750,6.2242

96.4750,6.2243

97.4750,6.2249

98.4750,6.2249

99.4750,6.2244

100.4750,6.2240

101.4750,6.2251

102.4750,6.2251

103.4760,6.2249

104.4760,6.2254

105.4760,6.2256

106.4760,6.2257

107.4750,6.2262

108.4750,6.2190

109.4750,6.2137

110.4750,6.2130

111.4750,6.2119

112.4760,6.2122

113.4750,6.2126

114.4750,6.2122

115.4760,6.2119

116.4750,6.2125

117.4750,6.2124

118.4750,6.2129

119.4750,6.2130

120.4760,6.2133

121.4750,6.2133

122.4750,6.2136

123.4760,6.2136

124.4750,6.2141

125.4750,6.2142

126.4750,6.2142

127.4760,6.2092

128.4750,6.2096

129.4750,6.2096

130.4750,6.2102

131.4750,6.2096

132.4750,6.2123

133.4750,6.2138

134.4760,6.2143

135.4760,6.2143

136.4750,6.2152

137.4750,6.2154

138.4750,6.2159

139.4750,6.2164

140.4750,6.2167

141.4760,6.2156

142.4750,6.2147

143.4750,6.2141

144.4750,6.2152

145.4760,6.2164

146.4760,6.2164

147.4750,6.2165

148.4750,6.2162

149.4750,6.2164

150.4750,6.2160

151.4750,6.2162

152.4750,6.2169

153.4750,6.2173

154.4750,6.2172

155.4760,6.2172

156.4750,6.2175

157.4750,6.2173

158.4750,6.2165

159.4750,6.2166

160.4750,6.2171

161.4750,6.2174

162.4750,6.2178

163.4760,6.2134

164.4760,6.2104

165.4750,6.2109

166.4760,6.2112

167.4760,6.2112

168.4750,6.2111

169.4760,6.2115

170.4750,6.2124

171.4760,6.2141

172.4750,6.2156

173.4750,6.2171

174.4750,6.2184

175.4750,6.2183

176.4750,6.2159

177.4750,6.2165

178.4760,6.2148

179.4750,6.2124

180.4750,6.2134

181.4750,6.2123

182.4750,6.2124

183.4750,6.2120

184.4760,6.2119

185.4750,6.2120

186.4750,6.2149

187.4750,6.2181

188.4750,6.2186

189.4750,6.2189

190.4760,6.2189

191.4750,6.2172

192.4750,6.2144

193.4760,6.2143

194.4750,6.2155

195.4750,6.2168

196.4750,6.2170

197.4750,6.2177

198.4750,6.2181

199.4750,6.2183

200.4750,6.2189

201.4760,6.2193

202.4750,6.2187

203.4750,6.2192

204.4750,6.2192

205.4750,6.2191

206.4760,6.2187

207.4760,6.2189

208.4750,6.2187

209.4750,6.2188

210.4750,6.2167

211.4750,6.2160

212.4750,6.2145

213.4750,6.2146

214.4750,6.2155

215.4750,6.2154

216.4750,6.2146

217.4750,6.2127

218.4750,6.2110

219.4760,6.2114

220.4750,6.2130

221.4750,6.2150

222.4750,6.2153

223.4760,6.2164

224.4750,6.2165

225.4760,6.2162

226.4750,6.2160

227.4750,6.2163

228.4750,6.2154

229.4750,6.2153

230.4750,6.2153

231.4760,6.2150

232.4760,6.2148

233.4750,6.2150

234.4750,6.2148

235.4750,6.2147

236.4750,6.2141

237.4760,6.2138

238.4750,6.2142

239.4760,6.2143

240.4750,6.2147

241.4750,6.2143

242.4760,6.2139

243.4750,6.2143

244.4750,6.2145

245.4750,6.2146

246.4750,6.2142

247.4750,6.2122

248.4750,6.2135

249.4760,6.2135

250.4750,6.2139

251.4750,6.2143

252.4760,6.2145

253.4750,6.2151

254.4750,6.2148

255.4750,6.2145

256.4750,6.2144

257.4750,6.2149

258.4760,6.2147

259.4750,6.2146

260.4750,6.2147

261.4750,6.2152

262.4750,6.2142

263.4750,6.2115

264.4750,6.2111

265.4750,6.2122

266.4750,6.2134

267.4750,6.2142

268.4750,6.2144

269.4750,6.2146

270.4750,6.2150

271.4750,6.2149

272.4760,6.2144

273.4760,6.2145

274.4750,6.2148

275.4750,6.2147

276.4750,6.2150

277.4750,6.2149

278.4750,6.2145

279.4760,6.2150

280.4750,6.2148

281.4750,6.2146

282.4750,6.2150

283.4750,6.2148

284.4750,6.2151

285.4750,6.2151

286.4750,6.2147

287.4750,6.2139

288.4750,6.2144

289.4750,6.2172

290.4750,6.2264

291.4750,6.2481

292.4750,6.2567

293.4750,6.2673

294.4750,6.2910

295.4750,6.3062

296.4760,6.3079

297.4750,6.3070

298.4760,6.3035

299.4760,6.3005

300.4760,6.3010

301.4750,6.3008

302.4760,6.3023

303.4760,6.3042

304.4750,6.3048

305.4760,6.3042

306.4750,6.3019

307.4760,6.2994

308.4750,6.2994

309.4750,6.3000

310.4750,6.3017

311.4750,6.3031

312.4760,6.3051

313.4750,6.3064

314.4750,6.3072

315.4750,6.3083

316.4760,6.3082

317.4750,6.3062

318.4750,6.3010

319.4750,6.2989

320.4750,6.3004

321.4750,6.3000

322.4750,6.3004

323.4750,6.3005

324.4750,6.3005

325.4750,6.3012

326.4760,6.3015

327.4750,6.3018

328.4750,6.3029

329.4760,6.3037

330.4750,6.3040

331.4750,6.3033

332.4750,6.3021

333.4760,6.3012

334.4750,6.3013

335.4750,6.3017

336.4750,6.3038

337.4750,6.3051

338.4750,6.3061

339.4750,6.3064

340.4750,6.3069

341.4760,6.3069

342.4760,6.3061

343.4750,6.3032

344.4750,6.3023

345.4750,6.3019

346.4750,6.3018

347.4750,6.3025

348.4760,6.3031

349.4750,6.3034

350.4750,6.3033

351.4760,6.3037

352.4760,6.3040

353.4750,6.3041

354.4750,6.3041

355.4750,6.3044

356.4750,6.3047

357.4760,6.3041

358.4760,6.3047

359.4760,6.3048

360.4750,6.3050

361.4750,6.3051

362.4750,6.3054

363.4750,6.3053

364.4750,6.3044

365.4760,6.3050

