Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.2020,0.2498,0.0553

1.6320,0.2359,0.0399

2.6320,0.2405,0.0450

3.6330,0.2405,0.0450

4.6320,0.2544,0.0604

5.6330,0.2498,0.0553

6.6320,0.2266,0.0296

7.6320,0.2405,0.0450

8.6320,0.2312,0.0347

9.6320,0.2359,0.0399

10.6330,0.2405,0.0450

11.6320,0.2405,0.0450

12.6320,0.2405,0.0450

13.6320,0.2451,0.0501

14.6320,0.2405,0.0450

15.6320,0.2405,0.0450

16.6320,0.2451,0.0501

17.6320,0.2312,0.0347

18.6320,0.2451,0.0501

19.6320,0.2451,0.0501

20.6320,0.2405,0.0450

21.6330,0.2451,0.0501

22.6320,0.2359,0.0399

23.6330,0.2405,0.0450

24.6330,0.2035,0.0038

25.6320,0.2498,0.0553

26.6320,0.2451,0.0501

27.6320,0.2127,0.0141

28.6320,0.2220,0.0244

29.6330,0.2405,0.0450

30.6320,0.2173,0.0193

31.6330,0.2359,0.0399

32.6320,0.2405,0.0450

33.6320,0.2266,0.0296

34.6320,0.2451,0.0501

35.6320,0.2405,0.0450

36.6320,0.2405,0.0450

37.6320,0.2405,0.0450

38.6320,0.2405,0.0450

39.6320,0.2312,0.0347

40.6320,0.2451,0.0501

41.6330,0.2498,0.0553

42.6330,0.2683,0.0759

43.6320,0.2359,0.0399

44.6320,0.2405,0.0450

45.6320,0.2451,0.0501

46.6330,0.2405,0.0450

47.6320,0.2220,0.0244

48.6330,0.2451,0.0501

49.6320,0.2405,0.0450

50.6330,0.2359,0.0399

51.6330,0.2451,0.0501

52.6320,0.2405,0.0450

53.6330,0.2359,0.0399

54.6320,0.2405,0.0450

55.6320,0.2266,0.0296

56.6320,0.2359,0.0399

57.6320,0.2405,0.0450

58.6320,0.2451,0.0501

59.6320,0.2312,0.0347

60.6320,0.2451,0.0501

61.6330,0.2405,0.0450

62.6330,0.2405,0.0450

63.6330,0.2451,0.0501

64.6320,0.2405,0.0450

65.6320,0.2359,0.0399

66.6320,0.2405,0.0450

67.6320,0.2451,0.0501

68.6320,0.2451,0.0501

69.6330,0.2405,0.0450

70.6320,0.2498,0.0553

71.6320,0.2451,0.0501

72.6320,0.2359,0.0399

73.6320,0.2359,0.0399

74.6320,0.2359,0.0399

75.6320,0.2359,0.0399

76.6320,0.2405,0.0450

77.6320,0.2405,0.0450

78.6330,0.2359,0.0399

79.6320,0.2451,0.0501

80.6320,0.2405,0.0450

