Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
3.6800,0.0104,0.0501

4.0350,0.0129,0.0553

4.8600,0.0154,0.0604

5.8610,0.0142,0.0501

6.8610,0.0134,0.0501

7.8600,0.0088,0.0244

8.8600,0.0076,0.0399

9.8600,0.0067,0.0399

10.8610,0.0066,0.0450

11.8600,0.0055,0.0347

12.8600,0.0050,0.0450

13.8600,0.0025,0.0296

14.8600,0.0000,0.0347

15.8600,0.0000,0.0501

16.8600,0.0005,0.0553

17.8600,0.0015,0.0347

18.8600,0.0025,0.0501

19.8600,0.0015,0.0296

20.8600,0.0010,0.0399

21.8600,0.0025,0.0501

22.8600,0.0015,0.0347

23.8600,0.0025,0.0399

24.8610,0.0025,0.0347

25.8600,0.0020,0.0450

26.8610,0.0015,0.0501

27.8600,0.0025,0.0450

28.8600,0.0030,0.0553

29.8600,0.0080,0.0810

30.8600,0.0089,0.0501

31.8600,0.0104,0.0656

32.8600,0.0089,0.0193

33.8600,0.0070,0.0193

34.8600,0.0080,0.0450

35.8600,0.0104,0.0707

36.8600,0.0099,0.0450

37.8600,0.0104,0.0501

38.8600,0.0099,0.0501

39.8600,0.0070,0.0501

40.8600,0.0055,0.0347

41.8600,0.0025,0.0347

42.8620,0.0050,0.0450

43.8610,0.0075,0.0450

44.8600,0.0065,0.0347

45.8600,0.0030,0.0347

46.8600,0.0025,0.0399

47.8600,0.0035,0.0604

48.8600,0.0005,0.0193

49.8610,-0.0005,0.0399

50.8600,0.0015,0.0553

51.8600,0.0005,0.0244

52.8600,0.0010,0.0501

53.8600,0.0025,0.0604

54.8600,0.0040,0.0501

55.8600,0.0060,0.0553

56.8600,0.0040,0.0193

57.8600,0.0055,0.0759

58.8600,0.0085,0.0501

59.8600,0.0099,0.0553

60.8600,0.0094,0.0501

61.8600,0.0109,0.0399

