Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
3.6800,2.3987,4.1810,6.0339,6.7823,-0.0167,11.0964,4.7219,4.0168,11.0964,5.0282

4.0350,3.4275,3.9958,5.9104,6.2678,0.1685,11.0964,3.9501,3.9534,11.0964,4.9738

4.8600,2.3987,4.1193,6.2809,6.7823,0.1067,11.0347,4.9792,4.1112,11.0347,5.1002

5.8610,2.3987,4.6749,6.5278,6.0106,0.1685,11.0347,4.9792,4.1266,11.0347,5.1135

6.8610,2.6559,4.0576,6.0956,7.0395,0.2920,10.9729,4.9792,4.1866,10.9729,5.1561

7.8600,2.3987,3.8724,6.0339,6.7823,-0.0785,11.0347,5.4937,4.0837,11.0347,5.0767

8.8600,2.1415,3.9341,5.7869,6.7823,-0.3255,10.9729,5.2364,3.9260,10.9729,4.9327

9.8600,1.6271,3.7489,6.0339,8.5829,-0.1402,11.1581,5.4937,4.2244,11.1581,5.2149

10.8610,2.6559,3.8724,5.7869,7.2968,0.1067,10.9729,5.4937,4.2021,10.9729,5.1693

11.8600,2.3987,3.8724,5.7869,7.0395,-0.3255,11.0347,6.0082,4.1300,11.0347,5.1164

12.8600,2.3987,3.8106,5.9722,7.0395,-0.0167,11.0964,4.7219,3.9877,11.0964,5.0032

13.8600,2.1415,3.9958,6.0339,6.5251,-0.0167,11.2816,4.9792,3.9431,11.2816,4.9915

14.8600,1.3699,3.9341,6.0339,6.0106,0.1685,11.1581,4.2074,3.6207,11.1581,4.6975

15.8600,2.9131,3.8724,6.0956,7.8112,0.3537,11.0964,4.9792,4.3375,11.0964,5.3031

16.8600,2.9131,4.1193,5.9104,7.5540,-0.0785,11.1581,6.2654,4.4473,11.1581,5.4060

17.8600,2.9131,4.0576,6.2809,2.9239,-0.5107,11.5285,4.7219,3.3978,11.5285,4.5593

18.8600,2.1415,4.1810,6.0956,6.5251,0.0450,10.9729,4.7219,3.9517,10.9729,4.9547

19.8600,2.3987,3.8724,5.9104,4.4672,0.5389,10.6025,5.4937,3.7802,10.6025,4.7548

20.8600,-1.2021,3.5637,5.9722,6.5251,0.0450,11.0347,4.7219,3.2709,11.0347,4.3801

21.8600,3.1703,3.9341,5.8487,6.5251,-0.0167,10.9729,4.9792,4.0734,10.9729,5.0591

22.8600,3.6847,3.9341,5.9104,7.2968,0.0450,10.9729,5.2364,4.3512,10.9729,5.2972

23.8600,3.1703,3.7489,5.9104,6.7823,0.1067,10.7877,4.9792,4.1163,10.7877,5.0694

24.8610,2.3987,3.9341,5.8487,6.7823,-0.0785,11.2199,4.4647,3.8916,11.2199,4.9385

25.8600,2.1415,3.9958,5.5400,7.0395,0.1685,10.9729,6.5227,4.2347,10.9729,5.1973

26.8610,1.6271,3.9341,5.9104,6.5251,-0.0167,10.9729,5.4937,3.9123,10.9729,4.9209

27.8600,2.9131,3.8724,6.4043,7.0395,-0.0785,11.0347,4.9792,4.1883,11.0347,5.1664

28.8600,2.1415,3.8106,5.7869,6.7823,0.0450,11.0347,4.2074,3.7956,11.0347,4.8298

