Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
1.1850,0.0104,0.0501

2.0060,0.0229,0.0759

3.0060,0.0154,0.0399

4.0060,0.0167,0.0604

5.0060,0.0154,0.0501

6.0060,0.0096,0.0193

7.0060,0.0104,0.0553

8.0060,0.0073,0.0244

9.0060,0.0071,0.0450

10.0060,0.0080,0.0553

11.0070,0.0070,0.0399

12.0060,0.0060,0.0656

13.0060,0.0065,0.0450

14.0060,0.0050,0.0450

15.0070,0.0070,0.0707

16.0060,0.0065,0.0141

17.0060,0.0050,0.0399

18.0060,0.0089,0.0656

19.0060,0.0085,0.0399

20.0060,0.0075,0.0450

21.0060,0.0075,0.0399

22.0070,0.0050,0.0399

23.0060,0.0040,0.0347

24.0080,0.0025,0.0296

25.0060,-0.0005,0.0399

26.0060,0.0025,0.0450

27.0060,0.0025,0.0399

28.0060,0.0005,0.0450

29.0060,0.0010,0.0450

30.0060,0.0010,0.0450

31.0060,0.0015,0.0450

32.0080,0.0025,0.0501

33.0060,0.0050,0.0604

34.0060,0.0065,0.0450

35.0060,0.0065,0.0399

36.0060,0.0050,0.0296

37.0060,0.0065,0.0553

38.0060,0.0070,0.0501

39.0060,0.0060,0.0347

40.0070,0.0055,0.0399

41.0060,0.0035,0.0244

42.0060,0.0025,0.0399

43.0060,-0.0010,0.0244

44.0060,-0.0010,0.0450

45.0060,0.0010,0.0604

46.0060,0.0025,0.0450

47.0070,0.0020,0.0501

48.0070,0.0010,0.0399

49.0060,0.0025,0.0501

50.0060,0.0025,0.0399

51.0070,0.0040,0.0399

52.0060,0.0040,0.0399

53.0070,0.0050,0.0347

54.0060,0.0050,0.0450

55.0060,0.0040,0.0501

56.0060,0.0045,0.0501

57.0060,0.0045,0.0501

58.0060,0.0065,0.0604

59.0080,0.0060,0.0450

60.0060,0.0060,0.0399

61.0060,0.0080,0.0604

62.0070,0.0070,0.0296

63.0060,0.0085,0.0501

64.0070,0.0094,0.0553

65.0060,0.0075,0.0296

66.0060,0.1933,1.9744

67.0060,0.3072,1.2284

68.0060,0.4215,1.2438

69.0060,0.5378,1.2490

70.0060,0.6536,1.2387

71.0060,0.7649,1.2129

72.0070,0.8802,1.2232

73.0060,0.9955,1.2438

74.0060,1.1059,1.1975

75.0060,1.2207,1.2181

76.0060,1.1481,1.2232

77.0060,1.1387,1.1306

78.0070,1.1362,1.2181

79.0060,1.1332,1.2181

80.0060,1.1322,1.2284

81.0070,1.1327,1.2181

82.0060,1.1387,1.2850

83.0060,1.1536,1.3982

84.0060,1.1814,1.4856

85.0060,1.2087,1.5011

86.0060,1.2326,1.4702

87.0060,1.2729,1.5474

88.0060,1.2997,1.4959

89.0060,1.3280,1.5114

90.0060,1.3534,1.4908

91.0060,1.3827,1.5216

92.0060,1.4051,1.5165

93.0060,1.4140,1.4908

94.0060,1.4155,1.5011

95.0060,1.4185,1.5319

96.0060,1.4230,1.5165

97.0060,1.4200,1.5165

98.0060,1.4235,1.5319

99.0060,1.4245,1.5216

100.0060,1.4279,1.5268

101.0060,1.4289,1.5319

102.0070,1.4304,1.5319

103.0070,1.4304,1.4908

104.0060,1.4339,1.5371

105.0060,1.4389,1.5834

106.0060,1.4394,1.5216

107.0060,1.4399,1.5216

108.0060,1.4399,1.5319

109.0060,1.4394,1.5165

110.0060,1.4428,1.5628

111.0060,1.4438,1.5422

112.0060,1.4453,1.5474

113.0060,1.4483,1.5216

114.0060,1.4493,1.5474

115.0060,1.4448,1.5371

116.0060,1.4463,1.5371

117.0060,1.4508,1.5679

118.0070,1.4528,1.5525

119.0070,1.4538,1.5268

120.0060,1.4513,1.5371

121.0060,1.4518,1.5474

122.0060,1.4503,1.5319

123.0060,1.4528,1.5474

124.0060,1.4543,1.5628

125.0070,1.4563,1.5577

126.0060,1.4558,1.5319

127.0060,1.4508,1.5165

128.0060,1.4453,1.4959

129.0060,1.4468,1.5422

130.0060,1.4468,1.5371

131.0060,1.4443,1.5216

132.0060,1.4453,1.5422

133.0060,1.4443,1.5371

134.0060,1.4443,1.5628

135.0060,1.4443,1.5577

136.0070,1.4458,1.5474

137.0060,1.4543,1.6040

138.0060,1.4592,1.5474

139.0060,1.4592,1.5422

140.0060,1.4592,1.5371

141.0060,1.4642,1.5731

142.0070,1.4662,1.5628

143.0060,1.4667,1.5422

144.0060,1.4632,1.5268

145.0060,1.4622,1.5474

146.0060,1.4622,1.5474

147.0060,1.4582,1.5628

148.0060,1.4578,1.5422

149.0060,1.4563,1.5268

150.0060,1.4592,1.5679

151.0060,1.4558,1.5371

152.0060,1.4563,1.5679

153.0060,1.4553,1.5319

154.0070,1.4582,1.5577

155.0060,1.4563,1.5268

156.0060,1.4563,1.5474

157.0060,1.4563,1.5628

158.0060,1.4568,1.5474

159.0060,1.4573,1.5319

160.0060,1.4563,1.5577

161.0060,1.4592,1.5679

162.0070,1.4597,1.5731

163.0060,1.4632,1.5679

164.0070,1.4602,1.5268

165.0060,1.4592,1.5165

166.0060,1.4592,1.5474

167.0070,1.4587,1.5577

168.0060,1.4587,1.5474

169.0060,1.4607,1.5525

170.0060,1.4558,1.5062

171.0060,1.4513,1.5216

172.0060,1.4483,1.5422

173.0060,1.4498,1.5834

174.0060,1.4503,1.5319

175.0060,1.4528,1.5422

176.0060,1.4518,1.5371

177.0060,1.4488,1.5268

178.0060,1.4483,1.5422

179.0060,1.4458,1.5268

180.0060,1.4483,1.5319

181.0060,1.4498,1.5371

182.0060,1.4503,1.5474

183.0060,1.4493,1.5731

184.0060,1.4528,1.5679

185.0060,1.4543,1.5577

186.0060,1.4558,1.5525

187.0060,1.4587,1.5577

188.0060,1.4597,1.5525

189.0060,1.4642,1.5731

190.0060,1.4667,1.5577

191.0060,1.4697,1.5679

192.0060,1.4692,1.5422

193.0060,1.4657,1.5371

194.0060,1.4637,1.5474

195.0060,1.4647,1.5679

196.0060,1.4667,1.5731

197.0060,1.4672,1.5628

198.0070,1.4672,1.5525

199.0060,1.4677,1.5782

200.0060,1.4692,1.5731

201.0060,1.4687,1.5628

202.0060,1.4702,1.5577

203.0060,1.4737,1.5731

204.0070,1.4727,1.5371

205.0070,1.4712,1.5525

