Elapsed Time (s),P1 (psi),P2 (psi),P3 (psi),P4 (psi),P5 (psi),P6 (psi),P7 (psi),Main Loop Avg Pressure (psi),HX Pressure (psi),Overall Avg Pressure (psi)
0.8940,-0.9449,0.0447,1.4651,0.3516,1.2181,-0.0160,0.0913,0.3710,-0.0160,0.3157

1.2470,-0.9449,-0.0170,1.3416,0.8661,1.4651,-0.0778,-0.4232,0.3813,-0.0778,0.3157

2.2260,-1.4593,0.1065,1.2181,1.8950,0.9711,-0.5099,-0.4232,0.3847,-0.5099,0.2569

3.2270,0.0839,-0.0788,1.0329,2.4094,1.2799,-0.0778,0.0913,0.8031,-0.0778,0.6773

4.2260,-4.5457,0.0447,1.1564,1.8950,0.9711,-0.0778,-0.1659,-0.1074,-0.0778,-0.1032

5.2260,-1.2021,-0.0170,1.4651,0.3516,1.5268,-0.3247,0.3486,0.4122,-0.3247,0.3069

6.2260,-1.9737,0.0447,1.3416,0.8661,1.5886,-0.3247,0.3486,0.3693,-0.3247,0.2702

7.2260,-1.2021,-0.0170,1.4034,0.8661,1.3416,-0.2013,-0.9377,0.2424,-0.2013,0.1790

8.2270,-0.9449,-0.0170,1.3416,1.1233,1.2799,-0.1395,0.0913,0.4790,-0.1395,0.3907

9.2260,-0.6877,0.3534,1.7738,1.1233,1.5268,-0.2013,-0.1659,0.6539,-0.2013,0.5318

10.2260,-1.2021,-0.0170,0.9712,1.6377,1.0946,0.0457,0.0913,0.4293,0.0457,0.3745

11.2270,-1.4593,0.0447,1.0329,2.1522,1.0946,-0.0778,0.0913,0.4927,-0.0778,0.4112

12.2260,-1.2021,0.0447,1.2799,1.6377,1.2181,-0.0778,0.3486,0.5545,-0.0778,0.4642

13.2260,0.8555,-0.2022,1.3416,1.3805,1.0946,-0.0778,0.0913,0.7602,-0.0778,0.6405

14.2260,-0.6877,-0.0170,1.2181,1.8950,1.3416,-0.0160,0.3486,0.6831,-0.0160,0.5832

15.2270,-0.9449,0.0447,1.4034,1.6377,1.2799,-0.0160,0.0913,0.5853,-0.0160,0.4994

16.2260,-1.4593,0.2917,1.0329,1.6377,1.4033,-0.0160,-0.1659,0.4567,-0.0160,0.3892

17.2260,-1.2021,-0.0170,1.4034,2.4094,1.4651,-0.0160,0.0913,0.6917,-0.0160,0.5906

