Elapsed Time (s), Rod voltage (V)
1.2240,NaN

1.5790,2.4718

2.3250,2.4727

3.3250,2.4701

4.3250,2.4715

5.3260,2.4750

6.3250,2.4753

7.3250,2.4734

8.3250,2.4739

9.3260,2.4772

10.3250,2.4770

11.3260,2.4760

12.3250,2.4728

13.3250,2.4747

14.3250,2.4767

15.3250,2.4775

16.3250,2.4791

17.3250,2.4792

18.3250,2.4816

19.3250,2.4805

20.3250,2.4822

21.3250,2.4816

22.3260,2.4821

23.3250,2.4821

24.3250,2.4811

25.3250,2.4819

26.3250,2.4827

27.3250,2.4836

28.3250,2.4853

29.3250,2.4849

30.3250,2.4823

31.3250,2.4817

32.3260,2.4842

33.3260,2.4858

34.3250,2.4854

35.3250,2.4843

36.3250,2.4843

37.3250,2.4845

38.3260,2.4853

39.3250,2.4832

40.3250,2.4841

41.3260,2.4843

42.3250,2.4850

43.3250,2.4860

44.3250,2.4888

45.3250,2.4913

46.3250,2.4910

47.3250,2.4895

48.3250,2.4903

49.3250,2.4908

50.3250,2.4915

51.3260,2.4924

52.3250,2.4918

53.3250,2.4943

54.3260,2.4898

55.3250,2.4878

56.3260,2.4895

57.3250,2.4907

58.3250,2.4916

59.3250,2.4915

60.3260,2.4924

61.3250,2.4924

62.3250,2.4942

63.3250,2.4951

64.3250,2.4959

65.3250,2.4965

66.3250,2.4965

67.3250,2.4965

68.3250,2.4957

69.3250,2.4977

70.3250,2.4985

71.3250,2.4966

72.3250,2.4965

73.3250,2.4976

74.3250,2.4979

75.3250,2.4989

76.3260,2.4998

77.3260,2.4991

78.3250,2.4968

79.3250,2.4935

80.3250,2.4931

81.3250,2.4927

82.3260,2.4934

83.3250,2.4941

84.3250,2.4946

85.3250,2.4976

86.3250,2.5012

87.3250,2.5013

88.3250,2.5027

