Elapsed Time (s),Heat Exchanger Flow (GPM),Flow Raw Voltage (V)
0.9340,0.2359,0.0399

1.5490,0.2498,0.0553

2.5500,0.2405,0.0450

3.5490,0.2498,0.0553

4.5490,0.2451,0.0501

5.5490,0.2359,0.0399

6.5500,0.2220,0.0244

7.5500,0.2544,0.0604

8.5490,0.2451,0.0501

9.5490,0.2405,0.0450

10.5490,0.2220,0.0244

11.5490,0.2498,0.0553

12.5490,0.2266,0.0296

13.5490,0.2637,0.0707

14.5490,0.2498,0.0553

15.5490,0.2498,0.0553

16.5500,0.2127,0.0141

17.5490,0.2544,0.0604

18.5500,0.2498,0.0553

19.5490,0.2359,0.0399

20.5500,0.2590,0.0656

21.5490,0.2359,0.0399

22.5500,0.3007,0.1119

23.5490,0.2498,0.0553

24.5500,0.2451,0.0501

25.5490,0.2405,0.0450

26.5490,0.2405,0.0450

27.5490,0.2451,0.0501

28.5500,0.2451,0.0501

29.5490,0.2498,0.0553

30.5490,0.2312,0.0347

31.5500,0.2498,0.0553

32.5500,0.2451,0.0501

33.5490,0.2451,0.0501

34.5510,0.2405,0.0450

35.5490,0.2451,0.0501

36.5490,0.2405,0.0450

37.5490,0.2451,0.0501

38.5490,0.3424,0.1582

39.5490,0.2451,0.0501

40.5490,0.2405,0.0450

41.5490,0.2544,0.0604

42.5490,0.2590,0.0656

43.5490,0.2590,0.0656

44.5490,0.2683,0.0759

45.5490,0.2498,0.0553

46.5490,0.2359,0.0399

47.5490,0.2451,0.0501

48.5490,0.2498,0.0553

49.5490,0.2312,0.0347

50.5490,0.2405,0.0450

51.5500,0.2405,0.0450

52.5490,0.2405,0.0450

53.5490,0.2637,0.0707

54.5490,0.2405,0.0450

55.5490,0.2266,0.0296

56.5500,0.2405,0.0450

57.5500,0.2359,0.0399

58.5490,0.2498,0.0553

59.5500,0.2451,0.0501

60.5490,0.2312,0.0347

61.5500,0.2359,0.0399

62.5490,0.2266,0.0296

63.5490,0.2266,0.0296

64.5490,0.2451,0.0501

65.5500,0.2266,0.0296

66.5490,0.2498,0.0553

67.5490,0.2312,0.0347

68.5490,0.2451,0.0501

69.5500,0.2405,0.0450

70.5500,0.2498,0.0553

71.5490,0.2590,0.0656

72.5490,0.2359,0.0399

73.5490,0.2359,0.0399

74.5490,0.2451,0.0501

75.5500,0.2220,0.0244

76.5490,0.2359,0.0399

77.5490,0.2451,0.0501

78.5490,0.2637,0.0707

79.5490,0.2451,0.0501

80.5500,0.2359,0.0399

81.5500,0.2312,0.0347

82.5490,0.2312,0.0347

83.5490,0.2359,0.0399

84.5490,0.2405,0.0450

85.5490,0.2451,0.0501

86.5490,0.2451,0.0501

87.5500,0.2081,0.0090

88.5490,0.2498,0.0553

89.5500,0.2544,0.0604

90.5490,0.2590,0.0656

91.5490,0.2498,0.0553

92.5490,0.2359,0.0399

93.5490,0.2266,0.0296

94.5490,0.2359,0.0399

95.5500,0.2359,0.0399

96.5490,0.2359,0.0399

97.5490,0.2266,0.0296

98.5490,0.2266,0.0296

99.5490,0.2312,0.0347

100.5490,0.2498,0.0553

101.5490,0.2359,0.0399

102.5490,0.2451,0.0501

103.5490,0.2498,0.0553

104.5490,0.2498,0.0553

105.5490,0.2451,0.0501

106.5490,0.2498,0.0553

107.5490,0.2590,0.0656

108.5500,0.2220,0.0244

109.5490,0.2405,0.0450

110.5490,0.2405,0.0450

111.5490,0.2498,0.0553

112.5500,0.2405,0.0450

113.5490,0.2359,0.0399

114.5490,0.2451,0.0501

115.5500,0.2729,0.0810

116.5500,0.2637,0.0707

117.5490,0.2312,0.0347

118.5490,0.2498,0.0553

119.5490,0.2405,0.0450

120.5500,0.2451,0.0501

121.5500,0.1849,-0.0167

122.5490,0.2405,0.0450

123.5490,0.3007,0.1119

124.5490,0.2359,0.0399

125.5490,0.2359,0.0399

126.5490,0.2451,0.0501

127.5490,0.2498,0.0553

128.5490,0.2359,0.0399

129.5490,0.2359,0.0399

130.5490,0.2405,0.0450

131.5500,0.2451,0.0501

132.5490,0.2312,0.0347

133.5490,0.2405,0.0450

134.5490,0.2451,0.0501

135.5490,0.2451,0.0501

136.5510,0.2451,0.0501

137.5490,0.2312,0.0347

138.5490,0.2498,0.0553

139.5500,0.2312,0.0347

140.5490,0.2266,0.0296

141.5490,0.2405,0.0450

142.5500,0.2405,0.0450

143.5490,0.2498,0.0553

144.5510,0.2405,0.0450

145.5490,0.2359,0.0399

146.5490,0.2405,0.0450

147.5500,0.2451,0.0501

148.5490,0.2266,0.0296

149.5490,0.2127,0.0141

150.5510,0.2312,0.0347

151.5490,0.2359,0.0399

152.5490,0.2359,0.0399

153.5490,0.2220,0.0244

154.5490,0.2405,0.0450

155.5490,0.2266,0.0296

156.5490,0.2451,0.0501

157.5490,0.2451,0.0501

158.5490,0.1988,-0.0013

159.5490,0.2405,0.0450

160.5490,0.2405,0.0450

161.5490,0.2544,0.0604

162.5500,0.2498,0.0553

163.5490,0.2405,0.0450

164.5490,0.2359,0.0399

165.5490,0.2498,0.0553

166.5490,0.2359,0.0399

167.5490,0.2312,0.0347

168.5500,0.2359,0.0399

169.5500,0.2220,0.0244

170.5490,0.2220,0.0244

171.5490,0.2405,0.0450

172.5490,0.2266,0.0296

173.5490,0.2266,0.0296

174.5490,0.2544,0.0604

175.5490,0.2359,0.0399

176.5490,0.2359,0.0399

177.5490,0.2637,0.0707

178.5500,0.2405,0.0450

179.5500,0.2961,0.1067

180.5490,0.2451,0.0501

181.5490,0.2081,0.0090

182.5490,0.2405,0.0450

183.5490,0.2359,0.0399

184.5490,0.2451,0.0501

185.5500,0.2359,0.0399

186.5490,0.2451,0.0501

187.5490,0.2590,0.0656

188.5490,0.2405,0.0450

189.5490,0.2544,0.0604

190.5500,0.2451,0.0501

191.5500,0.2359,0.0399

192.5490,0.2081,0.0090

193.5490,0.2220,0.0244

194.5500,0.2498,0.0553

